index,audio_duration_s,processing_time_s,rtf,wer,ground_truth,iflytek_transcription,ground_truth_norm,iflytek_transcription_norm,token_count,has_native_timestamp,tokens,error
395,1.707,0.588,0.344,0.167,Có cả tiếng cười rinh rích., Có cả tiếng cười rênh rích.,có cả tiếng cười rinh rích,có cả tiếng cười rênh rích,7,False,"[{""word"": "" Có"", ""wb"": null, ""we"": null, ""est_start"": 0.0, ""est_end"": 0.15515151515151518}, {""word"": "" cả"", ""wb"": null, ""we"": null, ""est_start"": 0.15515151515151518, ""est_end"": 0.31030303030303036}, {""word"": "" tiếng"", ""wb"": null, ""we"": null, ""est_start"": 0.31030303030303036, ""est_end"": 0.6981818181818182}, {""word"": "" cười"", ""wb"": null, ""we"": null, ""est_start"": 0.6981818181818182, ""est_end"": 1.0084848484848485}, {""word"": "" rênh"", ""wb"": null, ""we"": null, ""est_start"": 1.0084848484848485, ""est_end"": 1.3187878787878788}, {""word"": "" rích"", ""wb"": null, ""we"": null, ""est_start"": 1.3187878787878788, ""est_end"": 1.6290909090909091}, {""word"": ""."", ""wb"": null, ""we"": null, ""est_start"": 1.6290909090909091, ""est_end"": 1.7066666666666668}]",
396,0.768,0.447,0.583,0.333,Và hắn trước., Và ăn trước.,và hắn trước,và ăn trước,4,False,"[{""word"": "" Và"", ""wb"": null, ""we"": null, ""est_start"": 0.0, ""est_end"": 0.15360000000000001}, {""word"": "" ăn"", ""wb"": null, ""we"": null, ""est_start"": 0.15360000000000001, ""est_end"": 0.30720000000000003}, {""word"": "" trước"", ""wb"": null, ""we"": null, ""est_start"": 0.30720000000000003, ""est_end"": 0.6912}, {""word"": ""."", ""wb"": null, ""we"": null, ""est_start"": 0.6912, ""est_end"": 0.768}]",
397,2.475,0.73,0.295,0.0,Số xe máy còn lại sau buổi sáng là., Số xe máy còn lại sau buổi sáng là.,số xe máy còn lại sau buổi sáng là,số xe máy còn lại sau buổi sáng là,10,False,"[{""word"": "" Số"", ""wb"": null, ""we"": null, ""est_start"": 0.0, ""est_end"": 0.18330864197530863}, {""word"": "" xe"", ""wb"": null, ""we"": null, ""est_start"": 0.18330864197530863, ""est_end"": 0.36661728395061727}, {""word"": "" máy"", ""wb"": null, ""we"": null, ""est_start"": 0.36661728395061727, ""est_end"": 0.6415802469135803}, {""word"": "" còn"", ""wb"": null, ""we"": null, ""est_start"": 0.6415802469135803, ""est_end"": 0.9165432098765433}, {""word"": "" lại"", ""wb"": null, ""we"": null, ""est_start"": 0.9165432098765433, ""est_end"": 1.1915061728395062}, {""word"": "" sau"", ""wb"": null, ""we"": null, ""est_start"": 1.1915061728395062, ""est_end"": 1.4664691358024693}, {""word"": "" buổi"", ""wb"": null, ""we"": null, ""est_start"": 1.4664691358024693, ""est_end"": 1.8330864197530865}, {""word"": "" sáng"", ""wb"": null, ""we"": null, ""est_start"": 1.8330864197530865, ""est_end"": 2.1997037037037037}, {""word"": "" là"", ""wb"": null, ""we"": null, ""est_start"": 2.1997037037037037, ""est_end"": 2.3830123456790124}, {""word"": ""."", ""wb"": null, ""we"": null, ""est_start"": 2.3830123456790124, ""est_end"": 2.474666666666667}]",
398,0.939,0.46,0.491,0.0,Như thế là., Như thế là.,như thế là,như thế là,4,False,"[{""word"": "" Như"", ""wb"": null, ""we"": null, ""est_start"": 0.0, ""est_end"": 0.3128888888888889}, {""word"": "" thế"", ""wb"": null, ""we"": null, ""est_start"": 0.3128888888888889, ""est_end"": 0.6257777777777778}, {""word"": "" là"", ""wb"": null, ""we"": null, ""est_start"": 0.6257777777777778, ""est_end"": 0.8343703703703703}, {""word"": ""."", ""wb"": null, ""we"": null, ""est_start"": 0.8343703703703703, ""est_end"": 0.9386666666666666}]",
399,4.267,1.335,0.313,0.0,"Sau đó, thông tin này được chia sẻ lan truyền rộng rãi trên mạng, gây hoang mang dư luận."," Sau đó, thông tin này được chia sẻ lan, truyền rộng rãi trên mạng gây hoang mang dư luận.",sau đó thông tin này được chia sẻ lan truyền rộng rãi trên mạng gây hoang mang dư luận,sau đó thông tin này được chia sẻ lan truyền rộng rãi trên mạng gây hoang mang dư luận,22,False,"[{""word"": "" Sau"", ""wb"": null, ""we"": null, ""est_start"": 0.0, ""est_end"": 0.18028169014084505}, {""word"": "" đó"", ""wb"": null, ""we"": null, ""est_start"": 0.18028169014084505, ""est_end"": 0.3004694835680751}, {""word"": "","", ""wb"": null, ""we"": null, ""est_start"": 0.3004694835680751, ""est_end"": 0.36056338028169016}, {""word"": "" thông"", ""wb"": null, ""we"": null, ""est_start"": 0.36056338028169016, ""est_end"": 0.6610328638497653}, {""word"": "" tin"", ""wb"": null, ""we"": null, ""est_start"": 0.6610328638497653, ""est_end"": 0.8413145539906104}, {""word"": "" này"", ""wb"": null, ""we"": null, ""est_start"": 0.8413145539906104, ""est_end"": 1.0215962441314554}, {""word"": "" được"", ""wb"": null, ""we"": null, ""est_start"": 1.0215962441314554, ""est_end"": 1.2619718309859156}, {""word"": "" chia"", ""wb"": null, ""we"": null, ""est_start"": 1.2619718309859156, ""est_end"": 1.5023474178403757}, {""word"": "" sẻ"", ""wb"": null, ""we"": null, ""est_start"": 1.5023474178403757, ""est_end"": 1.6225352112676057}, {""word"": "" lan"", ""wb"": null, ""we"": null, ""est_start"": 1.6225352112676057, ""est_end"": 1.8028169014084507}, {""word"": "","", ""wb"": null, ""we"": null, ""est_start"": 1.8028169014084507, ""est_end"": 1.8629107981220658}, {""word"": "" truyền"", ""wb"": null, ""we"": null, ""est_start"": 1.8629107981220658, ""est_end"": 2.223474178403756}, {""word"": "" rộng"", ""wb"": null, ""we"": null, ""est_start"": 2.223474178403756, ""est_end"": 2.463849765258216}, {""word"": "" rãi"", ""wb"": null, ""we"": null, ""est_start"": 2.463849765258216, ""est_end"": 2.6441314553990614}, {""word"": "" trên"", ""wb"": null, ""we"": null, ""est_start"": 2.6441314553990614, ""est_end"": 2.8845070422535213}, {""word"": "" mạng"", ""wb"": null, ""we"": null, ""est_start"": 2.8845070422535213, ""est_end"": 3.124882629107981}, {""word"": "" gây"", ""wb"": null, ""we"": null, ""est_start"": 3.124882629107981, ""est_end"": 3.305164319248826}, {""word"": "" hoang"", ""wb"": null, ""we"": null, ""est_start"": 3.305164319248826, ""est_end"": 3.605633802816901}, {""word"": "" mang"", ""wb"": null, ""we"": null, ""est_start"": 3.605633802816901, ""est_end"": 3.846009389671361}, {""word"": "" dư"", ""wb"": null, ""we"": null, ""est_start"": 3.846009389671361, ""est_end"": 3.966197183098591}, {""word"": "" luận"", ""wb"": null, ""we"": null, ""est_start"": 3.966197183098591, ""est_end"": 4.206572769953051}, {""word"": ""."", ""wb"": null, ""we"": null, ""est_start"": 4.206572769953051, ""est_end"": 4.266666666666666}]",
400,3.925,0.967,0.246,0.0,Bộ phim này đã nhận được đánh giá cao khi đề cập đến cuộc chiến không phân biệt chủng tộc., Bộ phim này đã nhận được đánh giá cao khi đề cập đến cuộc chiến không phân biệt chủng tộc.,bộ phim này đã nhận được đánh giá cao khi đề cập đến cuộc chiến không phân biệt chủng tộc,bộ phim này đã nhận được đánh giá cao khi đề cập đến cuộc chiến không phân biệt chủng tộc,21,False,"[{""word"": "" Bộ"", ""wb"": null, ""we"": null, ""est_start"": 0.0, ""est_end"": 0.11057276995305164}, {""word"": "" phim"", ""wb"": null, ""we"": null, ""est_start"": 0.11057276995305164, ""est_end"": 0.3317183098591549}, {""word"": "" này"", ""wb"": null, ""we"": null, ""est_start"": 0.3317183098591549, ""est_end"": 0.4975774647887323}, {""word"": "" đã"", ""wb"": null, ""we"": null, ""est_start"": 0.4975774647887323, ""est_end"": 0.608150234741784}, {""word"": "" nhận"", ""wb"": null, ""we"": null, ""est_start"": 0.608150234741784, ""est_end"": 0.8292957746478873}, {""word"": "" được"", ""wb"": null, ""we"": null, ""est_start"": 0.8292957746478873, ""est_end"": 1.0504413145539906}, {""word"": "" đánh"", ""wb"": null, ""we"": null, ""est_start"": 1.0504413145539906, ""est_end"": 1.271586854460094}, {""word"": "" giá"", ""wb"": null, ""we"": null, ""est_start"": 1.271586854460094, ""est_end"": 1.4374460093896713}, {""word"": "" cao"", ""wb"": null, ""we"": null, ""est_start"": 1.4374460093896713, ""est_end"": 1.6033051643192486}, {""word"": "" khi"", ""wb"": null, ""we"": null, ""est_start"": 1.6033051643192486, ""est_end"": 1.769164319248826}, {""word"": "" đề"", ""wb"": null, ""we"": null, ""est_start"": 1.769164319248826, ""est_end"": 1.8797370892018777}, {""word"": "" cập"", ""wb"": null, ""we"": null, ""est_start"": 1.8797370892018777, ""est_end"": 2.0455962441314552}, {""word"": "" đến"", ""wb"": null, ""we"": null, ""est_start"": 2.0455962441314552, ""est_end"": 2.2114553990610326}, {""word"": "" cuộc"", ""wb"": null, ""we"": null, ""est_start"": 2.2114553990610326, ""est_end"": 2.432600938967136}, {""word"": "" chiến"", ""wb"": null, ""we"": null, ""est_start"": 2.432600938967136, ""est_end"": 2.709032863849765}, {""word"": "" không"", ""wb"": null, ""we"": null, ""est_start"": 2.709032863849765, ""est_end"": 2.9854647887323944}, {""word"": "" phân"", ""wb"": null, ""we"": null, ""est_start"": 2.9854647887323944, ""est_end"": 3.2066103286384977}, {""word"": "" biệt"", ""wb"": null, ""we"": null, ""est_start"": 3.2066103286384977, ""est_end"": 3.427755868544601}, {""word"": "" chủng"", ""wb"": null, ""we"": null, ""est_start"": 3.427755868544601, ""est_end"": 3.7041877934272303}, {""word"": "" tộc"", ""wb"": null, ""we"": null, ""est_start"": 3.7041877934272303, ""est_end"": 3.8700469483568076}, {""word"": ""."", ""wb"": null, ""we"": null, ""est_start"": 3.8700469483568076, ""est_end"": 3.9253333333333336}]",
401,6.229,1.451,0.233,0.174,"Có giả thuyết cho rằng, đám huss được vũ trang như soldier hay stalker chính là một phần trong quân đội của ông.", Có giả thuyết cho rằng đám host được vũ trang như shoulder hay stocker chính là 1 phần trong quân đội của ông.,có giả thuyết cho rằng đám huss được vũ trang như soldier hay stalker chính là một phần trong quân đội của ông,có giả thuyết cho rằng đám host được vũ trang như shoulder hay stocker chính là 1 phần trong quân đội của ông,24,False,"[{""word"": "" Có"", ""wb"": null, ""we"": null, ""est_start"": 0.0, ""est_end"": 0.14157575757575758}, {""word"": "" giả"", ""wb"": null, ""we"": null, ""est_start"": 0.14157575757575758, ""est_end"": 0.3539393939393939}, {""word"": "" thuyết"", ""wb"": null, ""we"": null, ""est_start"": 0.3539393939393939, ""est_end"": 0.7786666666666666}, {""word"": "" cho"", ""wb"": null, ""we"": null, ""est_start"": 0.7786666666666666, ""est_end"": 0.9910303030303029}, {""word"": "" rằng"", ""wb"": null, ""we"": null, ""est_start"": 0.9910303030303029, ""est_end"": 1.274181818181818}, {""word"": "" đám"", ""wb"": null, ""we"": null, ""est_start"": 1.274181818181818, ""est_end"": 1.4865454545454544}, {""word"": "" host"", ""wb"": null, ""we"": null, ""est_start"": 1.4865454545454544, ""est_end"": 1.7696969696969695}, {""word"": "" được"", ""wb"": null, ""we"": null, ""est_start"": 1.7696969696969695, ""est_end"": 2.052848484848485}, {""word"": "" vũ"", ""wb"": null, ""we"": null, ""est_start"": 2.052848484848485, ""est_end"": 2.1944242424242426}, {""word"": "" trang"", ""wb"": null, ""we"": null, ""est_start"": 2.1944242424242426, ""est_end"": 2.5483636363636366}, {""word"": "" như"", ""wb"": null, ""we"": null, ""est_start"": 2.5483636363636366, ""est_end"": 2.760727272727273}, {""word"": "" shoulder"", ""wb"": null, ""we"": null, ""est_start"": 2.760727272727273, ""est_end"": 3.3270303030303032}, {""word"": "" hay"", ""wb"": null, ""we"": null, ""est_start"": 3.3270303030303032, ""est_end"": 3.5393939393939395}, {""word"": "" stocker"", ""wb"": null, ""we"": null, ""est_start"": 3.5393939393939395, ""est_end"": 4.034909090909091}, {""word"": "" chính"", ""wb"": null, ""we"": null, ""est_start"": 4.034909090909091, ""est_end"": 4.388848484848484}, {""word"": "" là"", ""wb"": null, ""we"": null, ""est_start"": 4.388848484848484, ""est_end"": 4.530424242424242}, {""word"": "" 1"", ""wb"": null, ""we"": null, ""est_start"": 4.530424242424242, ""est_end"": 4.601212121212121}, {""word"": "" phần"", ""wb"": null, ""we"": null, ""est_start"": 4.601212121212121, ""est_end"": 4.884363636363636}, {""word"": "" trong"", ""wb"": null, ""we"": null, ""est_start"": 4.884363636363636, ""est_end"": 5.23830303030303}, {""word"": "" quân"", ""wb"": null, ""we"": null, ""est_start"": 5.23830303030303, ""est_end"": 5.521454545454545}, {""word"": "" đội"", ""wb"": null, ""we"": null, ""est_start"": 5.521454545454545, ""est_end"": 5.733818181818181}, {""word"": "" của"", ""wb"": null, ""we"": null, ""est_start"": 5.733818181818181, ""est_end"": 5.946181818181818}, {""word"": "" ông"", ""wb"": null, ""we"": null, ""est_start"": 5.946181818181818, ""est_end"": 6.158545454545454}, {""word"": ""."", ""wb"": null, ""we"": null, ""est_start"": 6.158545454545454, ""est_end"": 6.229333333333333}]",
402,5.973,1.365,0.229,0.042,"Ám ảnh của các hộ là nhiều lúc vào bữa ăn hay giờ đi ngủ, cũng phải hứng chịu mùi hôi từ chạy heo."," Ám ảnh của các hộ là nhiều lúc vào bữa ăn hay giờ đi ngủ cũng, phải hứng chịu mùi hôi từ trại heo.",ám ảnh của các hộ là nhiều lúc vào bữa ăn hay giờ đi ngủ cũng phải hứng chịu mùi hôi từ chạy heo,ám ảnh của các hộ là nhiều lúc vào bữa ăn hay giờ đi ngủ cũng phải hứng chịu mùi hôi từ trại heo,26,False,"[{""word"": "" Ám"", ""wb"": null, ""we"": null, ""est_start"": 0.0, ""est_end"": 0.1592888888888889}, {""word"": "" ảnh"", ""wb"": null, ""we"": null, ""est_start"": 0.1592888888888889, ""est_end"": 0.39822222222222226}, {""word"": "" của"", ""wb"": null, ""we"": null, ""est_start"": 0.39822222222222226, ""est_end"": 0.6371555555555556}, {""word"": "" các"", ""wb"": null, ""we"": null, ""est_start"": 0.6371555555555556, ""est_end"": 0.8760888888888889}, {""word"": "" hộ"", ""wb"": null, ""we"": null, ""est_start"": 0.8760888888888889, ""est_end"": 1.0353777777777777}, {""word"": "" là"", ""wb"": null, ""we"": null, ""est_start"": 1.0353777777777777, ""est_end"": 1.1946666666666665}, {""word"": "" nhiều"", ""wb"": null, ""we"": null, ""est_start"": 1.1946666666666665, ""est_end"": 1.5928888888888888}, {""word"": "" lúc"", ""wb"": null, ""we"": null, ""est_start"": 1.5928888888888888, ""est_end"": 1.8318222222222222}, {""word"": "" vào"", ""wb"": null, ""we"": null, ""est_start"": 1.8318222222222222, ""est_end"": 2.0707555555555555}, {""word"": "" bữa"", ""wb"": null, ""we"": null, ""est_start"": 2.0707555555555555, ""est_end"": 2.3096888888888887}, {""word"": "" ăn"", ""wb"": null, ""we"": null, ""est_start"": 2.3096888888888887, ""est_end"": 2.4689777777777775}, {""word"": "" hay"", ""wb"": null, ""we"": null, ""est_start"": 2.4689777777777775, ""est_end"": 2.7079111111111107}, {""word"": "" giờ"", ""wb"": null, ""we"": null, ""est_start"": 2.7079111111111107, ""est_end"": 2.946844444444444}, {""word"": "" đi"", ""wb"": null, ""we"": null, ""est_start"": 2.946844444444444, ""est_end"": 3.1061333333333327}, {""word"": "" ngủ"", ""wb"": null, ""we"": null, ""est_start"": 3.1061333333333327, ""est_end"": 3.345066666666666}, {""word"": "" cũng"", ""wb"": null, ""we"": null, ""est_start"": 3.345066666666666, ""est_end"": 3.6636444444444436}, {""word"": "","", ""wb"": null, ""we"": null, ""est_start"": 3.6636444444444436, ""est_end"": 3.743288888888888}, {""word"": "" phải"", ""wb"": null, ""we"": null, ""est_start"": 3.743288888888888, ""est_end"": 4.061866666666666}, {""word"": "" hứng"", ""wb"": null, ""we"": null, ""est_start"": 4.061866666666666, ""est_end"": 4.380444444444444}, {""word"": "" chịu"", ""wb"": null, ""we"": null, ""est_start"": 4.380444444444444, ""est_end"": 4.699022222222221}, {""word"": "" mùi"", ""wb"": null, ""we"": null, ""est_start"": 4.699022222222221, ""est_end"": 4.937955555555555}, {""word"": "" hôi"", ""wb"": null, ""we"": null, ""est_start"": 4.937955555555555, ""est_end"": 5.176888888888889}, {""word"": "" từ"", ""wb"": null, ""we"": null, ""est_start"": 5.176888888888889, ""est_end"": 5.3361777777777775}, {""word"": "" trại"", ""wb"": null, ""we"": null, ""est_start"": 5.3361777777777775, ""est_end"": 5.654755555555555}, {""word"": "" heo"", ""wb"": null, ""we"": null, ""est_start"": 5.654755555555555, ""est_end"": 5.893688888888889}, {""word"": ""."", ""wb"": null, ""we"": null, ""est_start"": 5.893688888888889, ""est_end"": 5.973333333333334}]",
403,0.683,0.414,0.607,0.0,Ông này sao?, Ông này sao?,ông này sao,ông này sao,4,False,"[{""word"": "" Ông"", ""wb"": null, ""we"": null, ""est_start"": 0.0, ""est_end"": 0.20479999999999998}, {""word"": "" này"", ""wb"": null, ""we"": null, ""est_start"": 0.20479999999999998, ""est_end"": 0.40959999999999996}, {""word"": "" sao"", ""wb"": null, ""we"": null, ""est_start"": 0.40959999999999996, ""est_end"": 0.6144}, {""word"": ""?"", ""wb"": null, ""we"": null, ""est_start"": 0.6144, ""est_end"": 0.6826666666666666}]",
404,8.021,1.788,0.223,0.065,Cô nàng xinh đẹp luôn mặc chiếc váy đen đặc trưng và những trồng hộp MS màu cam này gây sốt với cách bán sản phẩm thần tốc trong chớp mắt., Cô nàng xinh đẹp luôn mặc chiếc váy đen đặc trưng và những chồng hộp ems màu cam này gây sốt với cách bán sản phẩm thần tốc trong chớp mắt.,cô nàng xinh đẹp luôn mặc chiếc váy đen đặc trưng và những trồng hộp ms màu cam này gây sốt với cách bán sản phẩm thần tốc trong chớp mắt,cô nàng xinh đẹp luôn mặc chiếc váy đen đặc trưng và những chồng hộp ems màu cam này gây sốt với cách bán sản phẩm thần tốc trong chớp mắt,32,False,"[{""word"": "" Cô"", ""wb"": null, ""we"": null, ""est_start"": 0.0, ""est_end"": 0.14718042813455656}, {""word"": "" nàng"", ""wb"": null, ""we"": null, ""est_start"": 0.14718042813455656, ""est_end"": 0.4415412844036697}, {""word"": "" xinh"", ""wb"": null, ""we"": null, ""est_start"": 0.4415412844036697, ""est_end"": 0.7359021406727828}, {""word"": "" đẹp"", ""wb"": null, ""we"": null, ""est_start"": 0.7359021406727828, ""est_end"": 0.9566727828746177}, {""word"": "" luôn"", ""wb"": null, ""we"": null, ""est_start"": 0.9566727828746177, ""est_end"": 1.251033639143731}, {""word"": "" mặc"", ""wb"": null, ""we"": null, ""est_start"": 1.251033639143731, ""est_end"": 1.4718042813455658}, {""word"": "" chiếc"", ""wb"": null, ""we"": null, ""est_start"": 1.4718042813455658, ""est_end"": 1.8397553516819571}, {""word"": "" váy"", ""wb"": null, ""we"": null, ""est_start"": 1.8397553516819571, ""est_end"": 2.060525993883792}, {""word"": "" đen"", ""wb"": null, ""we"": null, ""est_start"": 2.060525993883792, ""est_end"": 2.2812966360856266}, {""word"": "" đặc"", ""wb"": null, ""we"": null, ""est_start"": 2.2812966360856266, ""est_end"": 2.5020672782874613}, {""word"": "" trưng"", ""wb"": null, ""we"": null, ""est_start"": 2.5020672782874613, ""est_end"": 2.870018348623853}, {""word"": "" và"", ""wb"": null, ""we"": null, ""est_start"": 2.870018348623853, ""est_end"": 3.017198776758409}, {""word"": "" những"", ""wb"": null, ""we"": null, ""est_start"": 3.017198776758409, ""est_end"": 3.3851498470948007}, {""word"": "" chồng"", ""wb"": null, ""we"": null, ""est_start"": 3.3851498470948007, ""est_end"": 3.7531009174311922}, {""word"": "" hộp"", ""wb"": null, ""we"": null, ""est_start"": 3.7531009174311922, ""est_end"": 3.973871559633027}, {""word"": "" ems"", ""wb"": null, ""we"": null, ""est_start"": 3.973871559633027, ""est_end"": 4.194642201834862}, {""word"": "" màu"", ""wb"": null, ""we"": null, ""est_start"": 4.194642201834862, ""est_end"": 4.415412844036696}, {""word"": "" cam"", ""wb"": null, ""we"": null, ""est_start"": 4.415412844036696, ""est_end"": 4.636183486238531}, {""word"": "" này"", ""wb"": null, ""we"": null, ""est_start"": 4.636183486238531, ""est_end"": 4.856954128440366}, {""word"": "" gây"", ""wb"": null, ""we"": null, ""est_start"": 4.856954128440366, ""est_end"": 5.077724770642201}, {""word"": "" sốt"", ""wb"": null, ""we"": null, ""est_start"": 5.077724770642201, ""est_end"": 5.298495412844035}, {""word"": "" với"", ""wb"": null, ""we"": null, ""est_start"": 5.298495412844035, ""est_end"": 5.51926605504587}, {""word"": "" cách"", ""wb"": null, ""we"": null, ""est_start"": 5.51926605504587, ""est_end"": 5.813626911314984}, {""word"": "" bán"", ""wb"": null, ""we"": null, ""est_start"": 5.813626911314984, ""est_end"": 6.034397553516818}, {""word"": "" sản"", ""wb"": null, ""we"": null, ""est_start"": 6.034397553516818, ""est_end"": 6.255168195718653}, {""word"": "" phẩm"", ""wb"": null, ""we"": null, ""est_start"": 6.255168195718653, ""est_end"": 6.549529051987767}, {""word"": "" thần"", ""wb"": null, ""we"": null, ""est_start"": 6.549529051987767, ""est_end"": 6.84388990825688}, {""word"": "" tốc"", ""wb"": null, ""we"": null, ""est_start"": 6.84388990825688, ""est_end"": 7.064660550458715}, {""word"": "" trong"", ""wb"": null, ""we"": null, ""est_start"": 7.064660550458715, ""est_end"": 7.4326116207951065}, {""word"": "" chớp"", ""wb"": null, ""we"": null, ""est_start"": 7.4326116207951065, ""est_end"": 7.726972477064219}, {""word"": "" mắt"", ""wb"": null, ""we"": null, ""est_start"": 7.726972477064219, ""est_end"": 7.947743119266054}, {""word"": ""."", ""wb"": null, ""we"": null, ""est_start"": 7.947743119266054, ""est_end"": 8.021333333333333}]",
405,2.219,0.668,0.301,0.182,Rồi tương tự như vầy Phượng sẽ cắt cho đến hết., Lời tương tự như vậy phượng sẽ cắt cho đến hết.,rồi tương tự như vầy phượng sẽ cắt cho đến hết,lời tương tự như vậy phượng sẽ cắt cho đến hết,12,False,"[{""word"": "" Lời"", ""wb"": null, ""we"": null, ""est_start"": 0.0, ""est_end"": 0.1798918918918919}, {""word"": "" tương"", ""wb"": null, ""we"": null, ""est_start"": 0.1798918918918919, ""est_end"": 0.4797117117117117}, {""word"": "" tự"", ""wb"": null, ""we"": null, ""est_start"": 0.4797117117117117, ""est_end"": 0.5996396396396396}, {""word"": "" như"", ""wb"": null, ""we"": null, ""est_start"": 0.5996396396396396, ""est_end"": 0.7795315315315315}, {""word"": "" vậy"", ""wb"": null, ""we"": null, ""est_start"": 0.7795315315315315, ""est_end"": 0.9594234234234235}, {""word"": "" phượng"", ""wb"": null, ""we"": null, ""est_start"": 0.9594234234234235, ""est_end"": 1.3192072072072072}, {""word"": "" sẽ"", ""wb"": null, ""we"": null, ""est_start"": 1.3192072072072072, ""est_end"": 1.4391351351351351}, {""word"": "" cắt"", ""wb"": null, ""we"": null, ""est_start"": 1.4391351351351351, ""est_end"": 1.619027027027027}, {""word"": "" cho"", ""wb"": null, ""we"": null, ""est_start"": 1.619027027027027, ""est_end"": 1.798918918918919}, {""word"": "" đến"", ""wb"": null, ""we"": null, ""est_start"": 1.798918918918919, ""est_end"": 1.978810810810811}, {""word"": "" hết"", ""wb"": null, ""we"": null, ""est_start"": 1.978810810810811, ""est_end"": 2.1587027027027026}, {""word"": ""."", ""wb"": null, ""we"": null, ""est_start"": 2.1587027027027026, ""est_end"": 2.2186666666666666}]",
406,8.448,1.826,0.216,0.107,"Sở Cảnh sát Tô Châu tuyên bố kết thúc vụ án với nhận định rằng Nhạm Kiều đã say rượu và trượt chân ngã xuống đất, tử vong."," Sở cảnh sát tô châu tuyên bố kết thúc, vụ án với nhận định rằng nhằm kiều đã say rượu và trượt chân ngã xuống đất tự.",sở cảnh sát tô châu tuyên bố kết thúc vụ án với nhận định rằng nhạm kiều đã say rượu và trượt chân ngã xuống đất tử vong,sở cảnh sát tô châu tuyên bố kết thúc vụ án với nhận định rằng nhằm kiều đã say rượu và trượt chân ngã xuống đất tự,29,False,"[{""word"": "" Sở"", ""wb"": null, ""we"": null, ""est_start"": 0.0, ""est_end"": 0.1856703296703297}, {""word"": "" cảnh"", ""wb"": null, ""we"": null, ""est_start"": 0.1856703296703297, ""est_end"": 0.5570109890109891}, {""word"": "" sát"", ""wb"": null, ""we"": null, ""est_start"": 0.5570109890109891, ""est_end"": 0.8355164835164837}, {""word"": "" tô"", ""wb"": null, ""we"": null, ""est_start"": 0.8355164835164837, ""est_end"": 1.0211868131868134}, {""word"": "" châu"", ""wb"": null, ""we"": null, ""est_start"": 1.0211868131868134, ""est_end"": 1.3925274725274728}, {""word"": "" tuyên"", ""wb"": null, ""we"": null, ""est_start"": 1.3925274725274728, ""est_end"": 1.856703296703297}, {""word"": "" bố"", ""wb"": null, ""we"": null, ""est_start"": 1.856703296703297, ""est_end"": 2.0423736263736267}, {""word"": "" kết"", ""wb"": null, ""we"": null, ""est_start"": 2.0423736263736267, ""est_end"": 2.320879120879121}, {""word"": "" thúc"", ""wb"": null, ""we"": null, ""est_start"": 2.320879120879121, ""est_end"": 2.6922197802197805}, {""word"": "","", ""wb"": null, ""we"": null, ""est_start"": 2.6922197802197805, ""est_end"": 2.785054945054945}, {""word"": "" vụ"", ""wb"": null, ""we"": null, ""est_start"": 2.785054945054945, ""est_end"": 2.970725274725275}, {""word"": "" án"", ""wb"": null, ""we"": null, ""est_start"": 2.970725274725275, ""est_end"": 3.1563956043956045}, {""word"": "" với"", ""wb"": null, ""we"": null, ""est_start"": 3.1563956043956045, ""est_end"": 3.434901098901099}, {""word"": "" nhận"", ""wb"": null, ""we"": null, ""est_start"": 3.434901098901099, ""est_end"": 3.8062417582417583}, {""word"": "" định"", ""wb"": null, ""we"": null, ""est_start"": 3.8062417582417583, ""est_end"": 4.177582417582418}, {""word"": "" rằng"", ""wb"": null, ""we"": null, ""est_start"": 4.177582417582418, ""est_end"": 4.548923076923077}, {""word"": "" nhằm"", ""wb"": null, ""we"": null, ""est_start"": 4.548923076923077, ""est_end"": 4.9202637362637365}, {""word"": "" kiều"", ""wb"": null, ""we"": null, ""est_start"": 4.9202637362637365, ""est_end"": 5.291604395604396}, {""word"": "" đã"", ""wb"": null, ""we"": null, ""est_start"": 5.291604395604396, ""est_end"": 5.477274725274725}, {""word"": "" say"", ""wb"": null, ""we"": null, ""est_start"": 5.477274725274725, ""est_end"": 5.7557802197802195}, {""word"": "" rượu"", ""wb"": null, ""we"": null, ""est_start"": 5.7557802197802195, ""est_end"": 6.127120879120879}, {""word"": "" và"", ""wb"": null, ""we"": null, ""est_start"": 6.127120879120879, ""est_end"": 6.312791208791209}, {""word"": "" trượt"", ""wb"": null, ""we"": null, ""est_start"": 6.312791208791209, ""est_end"": 6.7769670329670335}, {""word"": "" chân"", ""wb"": null, ""we"": null, ""est_start"": 6.7769670329670335, ""est_end"": 7.148307692307693}, {""word"": "" ngã"", ""wb"": null, ""we"": null, ""est_start"": 7.148307692307693, ""est_end"": 7.426813186813187}, {""word"": "" xuống"", ""wb"": null, ""we"": null, ""est_start"": 7.426813186813187, ""est_end"": 7.890989010989012}, {""word"": "" đất"", ""wb"": null, ""we"": null, ""est_start"": 7.890989010989012, ""est_end"": 8.169494505494507}, {""word"": "" tự"", ""wb"": null, ""we"": null, ""est_start"": 8.169494505494507, ""est_end"": 8.355164835164837}, {""word"": ""."", ""wb"": null, ""we"": null, ""est_start"": 8.355164835164837, ""est_end"": 8.448000000000002}]",
