index,dataset,path,audio_duration,processing_time,rtf,ground_truth,gemini_model,gemini_transcription
10,dolly-vn/dolly-audio-1000h-vietnamese,2730450e-93ce-401e-9a54-52beca68f501.wav,1.0666666666666667,3.723438585991971,3.490723674367473,Diệt Trừ Vây Cánh sáu.,gemini-3-flash-preview,diệt trừ vây cánh sáu
11,dolly-vn/dolly-audio-1000h-vietnamese,2a867633-9010-4c76-b878-a865bd4dab77.wav,3.4133333333333336,3.839443789998768,1.1248370478512015,Đột nhập bằng lối cửa ra vào sẽ làm chúng ta mất quá nhiều thời gian.,gemini-3-flash-preview,Đột nhập bằng lối cửa ra vào sẽ làm chúng ta mất quá nhiều thời gian.
12,dolly-vn/dolly-audio-1000h-vietnamese,6922058b-b5c9-4fb0-8b5d-0d783fa5f8b8.wav,5.557333333333333,4.128603771998314,0.7429109474565104,Chúng tôi đi lên thang máy và bước ra đi theo bà ta qua một hành lang. Phòng đây Bà ấy nói Mời bà thay quần áo và bước lên giường.,gemini-3-flash-preview,"Chúng tôi đi lên thang máy và bước ra đi theo bà ta qua một hành lang, phòng đây bà ấy nói mời bà thay quần áo và bước lên giường."
13,dolly-vn/dolly-audio-1000h-vietnamese,2263229d-95d5-4cfd-bede-fab32dd5c9f0.wav,5.013333333333334,4.4011321809957735,0.8778854084433059,Tôi bước ra ngoài và ngồi trên một chiếc ghế ở ngoài hành lang. Ông có thể vào được Bà ta đứng ở ngưỡng cửa bảo tôi.,gemini-3-flash-preview,"Tôi bước ra ngoài và ngồi trên một chiếc ghế ở ngoài hành lang. Ông có thể vào được, bà ta đứng ở ngưỡng cửa bảo tôi."
14,dolly-vn/dolly-audio-1000h-vietnamese,4d73660d-e634-418a-8539-32bc8280ecd4.wav,6.368,3.925488723994931,0.6164398121851337,"Catherine nằm trên một chiếc giường hẹp, mặc chiếc áo ngủ cổ vuông được may bằng vải thô.",gemini-3-flash-preview,"Catherine nằm trên một chiếc giường hẹp, mặc chiếc áo ngủ cổ vuông được may bằng vải thô."
15,dolly-vn/dolly-audio-1000h-vietnamese,abcd7307-13fe-427d-94bb-619dd2f4063a.wav,1.696,5.42316476200358,3.197620732313432,Duyệt Binh Tại Mạnh Tân tám.,gemini-3-flash-preview,Duyệt binh tại Mạnh Tân 8
16,dolly-vn/dolly-audio-1000h-vietnamese,b3826ce4-b134-48e1-80f6-1609d5ed1338.wav,2.816,3.8410974250000436,1.3640260742187655,Nàng nhìn tôi mỉm cười. Bây giờ em đang đau thúc lên.,gemini-3-flash-preview,"Nàng nhìn tôi mỉm cười, bây giờ em đang đau thúc lên."
17,dolly-vn/dolly-audio-1000h-vietnamese,c09591b1-1c29-41aa-bd36-547ead0b9001.wav,7.1466666666666665,4.007619039010024,0.560767589413716,"Đoàn Phù thủy đồng loạt quay người lại, và theo phản xạ, tất cả đều thủ tư thế của Naudhiz, Linh Phù chống lại các cuộc tấn công. Không phải vậy! Qadehar gào lên khi thấy các đồng môn của mình.",gemini-3-flash-preview,"Đoàn phù thủy đồng loạt quay người lại, và theo phản xạ, tất cả đều thủ tư thế của Naudiz linh phù chống lại các cuộc tấn công không phải vậy, Kadea gào lên khi thấy các đồng môn của mình."
18,dolly-vn/dolly-audio-1000h-vietnamese,18c1dbbb-4ebf-4461-b12e-2654bdda3734.wav,2.7626666666666666,3.6156818010204006,1.3087651306782337,Mẹ kiếp! Chúng ta đang ở trong Thế giới Vô hình.,gemini-3-flash-preview,"Mẹ kiếp, chúng ta đang ở trong thế giới vô hình."
19,dolly-vn/dolly-audio-1000h-vietnamese,d3a62d03-9c90-4a26-a09c-11e9847cc2e3.wav,9.536,4.880120396002894,0.5117575918627196,"Để làm chủ được bảng thứ tự các vì sao ma thuật trong Thế giới Vô hình, tất nhiên phải chỉnh sửa nhiều và thay đổi dáng vẻ của các Linh Phù tùy theo hình dạng mới của các chòm sao.",gemini-3-flash-preview,"Để làm chủ được bảng thứ các vì sao ma thuật trong thế giới vô hình, tất nhiên phải chỉnh sửa nhiều và thay đổi dáng vẻ của các linh phù tùy theo hình dạng mới của các chòm sao."
20,dolly-vn/dolly-audio-1000h-vietnamese,d80b690d-545b-4832-96f6-864d27e72d0d.wav,4.362666666666667,3.876496146986028,0.8885611583861617,Tôi nhận ra những cơn đau ấy trên nét mặt của nàng. Bác sĩ đâu? Tôi hỏi. Ông ta ngủ ở tầng dưới.,gemini-3-flash-preview,"Tôi nhận ra những cơn đau ấy trên nét mặt của nàng. Bác sĩ đâu tôi hỏi, ông ta ngủ ở tầng dưới."
21,dolly-vn/dolly-audio-1000h-vietnamese,9c209e86-b302-4214-89c6-f29e5b63a95b.wav,3.530666666666667,3.5102718120033387,0.9942235117078942,Phạm Lãi Mưu Lược Gia Biết Tự Rút Lui Đúng Lúc một.,gemini-3-flash-preview,Phạm Lãi mưu lược gia biết tự rút lui đúng lúc
22,dolly-vn/dolly-audio-1000h-vietnamese,48ebb85f-d1a7-47c5-a0e7-66971b321f5a.wav,4.810666666666667,3.7130891919950955,0.77184503713867,"Tôi bước ra ngoài dãy hàng lang trống trải với hai cửa sổ và những cánh cửa đóng kín, phảng phất mùi nhà thương.",gemini-3-flash-preview,Tôi bước ra ngoài dãy hành lang trống trải với hai cửa sổ và những cánh cửa đóng kín phảng phất mùi nhà thương
23,dolly-vn/dolly-audio-1000h-vietnamese,ef3edc5d-6833-4a02-9bcf-0e0303ce8567.wav,1.408,3.7012527770129964,2.628730665492185,Đại Biến Lúc Giữa Đêm hai.,gemini-3-flash-preview,Đại biến lúc giữa đêm hai
24,dolly-vn/dolly-audio-1000h-vietnamese,4698f338-1cbd-495f-a074-a110151427f5.wav,9.184,3.855855106987292,0.4198448504994874,"Phát hiện nhầm lẫn, các thầy Phù thủy sửa lại tư thế của mình và đứng chôn chân chờ đột kích vào nơi mà họ cho là chốn ẩn nấp của Bóng tối.",gemini-3-flash-preview,"Phát hiện nhầm lẫn, các thầy phù thủy sửa lại tư thế của mình và đứng chôn chân chờ đột chiến vào nơi mà họ cho là chốn ẩn nấp của bóng tối."
25,dolly-vn/dolly-audio-1000h-vietnamese,9d4750a0-2ec1-481f-bef3-1ed63598bb76.wav,1.344,3.1469499679806177,2.3414806309379594,Anh hãy đi kiếm cái gì ăn đi.,gemini-3-flash-preview,Anh hãy đi kiếm cái gì ăn đi
26,dolly-vn/dolly-audio-1000h-vietnamese,0ee1ff0b-dec4-4062-89f7-1d7c69ea909b.wav,0.9493333333333334,5.689673271001084,5.993335608498333,Nghị Hòa Cứu Nước ba.,gemini-3-flash-preview,Nghị hòa cứu nước 3
27,dolly-vn/dolly-audio-1000h-vietnamese,3a248f7d-0e10-451d-bc83-bbbd88de9a69.wav,7.946666666666666,3.7605209499888588,0.473219918203296,"Nhưng cái thứ mà đang lao về phía người họ từ khu phế tích, chẳng có vẻ gì là một bóng tối cả. Quân Ork và quái vật Lai người! Một thầy Phù thủy kêu lên.",gemini-3-flash-preview,"Nhưng cái thứ mà đang lao về phía người họ từ khu phế tích, chẳng có vẻ gì là một bóng tối cả, quân Orc và quái vật lai người, một thầy phù thủy kêu lên."
28,dolly-vn/dolly-audio-1000h-vietnamese,6b1983f5-fc31-4961-9ecb-acfd332c7f6e.wav,2.3146666666666667,3.7853069989942014,1.6353572864318267,Em cảm thấy đỡ lắm rồi. Để anh nán lại một chút đã.,gemini-3-flash-preview,"Em cảm thấy đỡ lắm rồi, để anh nán lại một chút đã."
29,dolly-vn/dolly-audio-1000h-vietnamese,7290fa93-4860-41dd-8b31-23ec078cc8e2.wav,1.088,3.3924977879796643,3.1181045845401325,Một Dạ Trung Thành bốn.,gemini-3-flash-preview,Một dạ trung thành bốn
30,dolly-vn/dolly-audio-1000h-vietnamese,5044ad43-1085-442b-81ee-cb745526b787.wav,1.6853333333333333,4.268939486006275,2.5329941570448624,Nhưng chúng ở đâu ra thế?,gemini-3-flash-preview,Nhưng chúng ở đâu ra thế?
31,dolly-vn/dolly-audio-1000h-vietnamese,db5de299-f2ca-4344-94e1-a7a3fb61ad78.wav,2.0693333333333332,3.7655522010172717,1.8196933961101507,Những cơn đau nổi lên đều đều rồi lại dịu đi.,gemini-3-flash-preview,Những cơn đau nổi lên đều đều rồi lại dịu đi.
32,dolly-vn/dolly-audio-1000h-vietnamese,267cef0e-9521-4b7e-8570-4d225bf31051.wav,1.6853333333333333,5.082378470979165,3.015651782622131,"Cắt Tình Yêu, Dâng Người Đẹp năm.",gemini-3-flash-preview,"Các tình yêu, dâng người đẹp năm"
33,dolly-vn/dolly-audio-1000h-vietnamese,1bfaf2b1-cfd4-4780-b486-6a88d1721532.wav,2.0693333333333332,5.664993163984036,2.7375933459974404,"Mỗi khi đau thúc, nàng lại bảo đau thế là tốt.",gemini-3-flash-preview,mỗi khi đau thúc nàng lại bảo đau thế là tốt
34,dolly-vn/dolly-audio-1000h-vietnamese,870abf11-9818-47ac-bada-139fc5d98044.wav,4.384,3.9414474410004914,0.8990527921990171,Em chỉ mong được làm một người vợ ngoan và sanh đẻ được mẹ tròn con vuông.,gemini-3-flash-preview,Em chỉ mong được làm một người vợ ngoan và sanh đẻ được mẹ tròn con vuông.
35,dolly-vn/dolly-audio-1000h-vietnamese,6c85aa35-2e04-49e4-9206-1fae27c8f7ae.wav,2.7733333333333334,3.3967216230230406,1.2247794313785,"Anh đi ăn điểm tâm đi anh yêu, rồi sẽ trở lại.",gemini-3-flash-preview,"Anh đi ăn điểm tâm đi anh yêu, rồi sẽ trở lại."
36,dolly-vn/dolly-audio-1000h-vietnamese,23c12e4c-6fc2-4334-bdf1-e6d77a63b8ca.wav,3.3813333333333335,3.699501525989035,1.0940954828437603,Tôn Tẩn Một Nhà Mưu Lược Quân Sự Nhẫn Nhục Bất Khuất một.,gemini-3-flash-preview,Tôn Tẫn một nhà mưu lược quân sự nhẫn nhục bất khuất một
37,dolly-vn/dolly-audio-1000h-vietnamese,2073eb6d-6074-4ba2-a01d-040a570c6962.wav,1.1306666666666667,3.5594552450056653,3.148103105842275,Vắng anh cũng không hề gì đâu.,gemini-3-flash-preview,vắng anh cũng không hề gì đâu
38,dolly-vn/dolly-audio-1000h-vietnamese,778a696c-db1f-4ad0-a418-2410a8ff7643.wav,1.0773333333333333,3.9214088909793645,3.6399216191021333,Kết Nghĩa Kim Lang hai.,gemini-3-flash-preview,Kiết nghĩa Kim Lang 2
39,dolly-vn/dolly-audio-1000h-vietnamese,130bd92b-e4b0-4fed-b29e-9eabc3330ac6.wav,1.3973333333333333,4.8495033100189175,3.4705414909486527,Vây Ngụy Cứu Triệu năm.,gemini-3-flash-preview,Vây Ngụy cứu Triệu
40,dolly-vn/dolly-audio-1000h-vietnamese,b1c30647-4cac-4373-a1ba-5e192e43e6d3.wav,1.4826666666666666,4.78117818600731,3.2247155031524124,"Lui Quân, Giảm Bớt Bếp Nấu bốn.",gemini-3-flash-preview,Lùi quân giảm bớt bếp nấu bốn
41,dolly-vn/dolly-audio-1000h-vietnamese,ca912e0e-cc63-40a7-8a11-d1b5a77bf2d6.wav,2.570666666666667,3.0264959689811803,1.177319490008239,Tôi đi xuôi theo con phố vắng tới quán cà phê.,gemini-3-flash-preview,Tôi đi xuôi theo con phố vắng tới quán cà phê
42,dolly-vn/dolly-audio-1000h-vietnamese,b714cbdf-3cba-46eb-afe4-af5281042a98.wav,1.1306666666666667,2.915294439997524,2.578385412733659,Có ánh đèn ở cửa sổ.,gemini-3-flash-preview,Có ánh đèn ở cửa sổ
43,dolly-vn/dolly-audio-1000h-vietnamese,56597233-2d08-42eb-939a-ee25b3b3a554.wav,2.9226666666666667,3.2375373099930584,1.1077340248607637,Tôi bước vào đứng bên cạnh quầy bọc thiếc.,gemini-3-flash-preview,Tôi bước vào đứng bên cạnh quầy bọc thiếc.
44,dolly-vn/dolly-audio-1000h-vietnamese,01cfc7cd-3905-4c4b-8e10-aa2d0ba14532.wav,1.3866666666666667,4.573502268991433,3.298198751676514,Đâm Vào Đùi Để Khổ Học hai.,gemini-3-flash-preview,đâm vào đùi để khổ học hai
45,dolly-vn/dolly-audio-1000h-vietnamese,dbbb7f63-50ed-48e0-8b95-fe9150af8c1a.wav,1.3333333333333333,4.301979767013108,3.2264848252598313,Nghìn Dặm Đến Nước Yên ba.,gemini-3-flash-preview,Nghìn dặm đến nước Yên Ba
46,dolly-vn/dolly-audio-1000h-vietnamese,b81400f0-5cfb-4d5b-9d59-0bf732a1f135.wav,3.509333333333333,3.4287795260024723,0.9770458375766924,Tôi nhúng bánh vào rượu ăn rồi uống cà phê.,gemini-3-flash-preview,Tôi nhúng bánh vào rượu ăn rồi uống cà phê
47,dolly-vn/dolly-audio-1000h-vietnamese,5c1a57d4-c388-483e-a695-ec51b960faf9.wav,4.117333333333334,3.277183024008991,0.7959479494840489,"Ông ta nghiêng chai rượu, rót quá tay làm rượu rớt cả ra quầy.",gemini-3-flash-preview,"Ông ta nghiêng chai rượu, rót quá tay làm rượu rớt cả ra quầy."
48,dolly-vn/dolly-audio-1000h-vietnamese,5747a626-f7be-4a74-9794-5716203d70fa.wav,0.9386666666666666,4.053546921000816,4.318409361861665,Công Thành Thiệt Thân năm.,gemini-3-flash-preview,Công thành thịt thân năm
49,dolly-vn/dolly-audio-1000h-vietnamese,ecd9154a-a267-4939-b359-52bdad0a00d5.wav,3.776,3.619818673992995,0.9586384200193314,Trương Nghi Nhà Tung Hoành Đưa Nước Tần Trở Thành Cường Quốc một.,gemini-3-flash-preview,Trương Nghi nhà tung hoành đưa nước Tần trở thành cường quốc một
50,dolly-vn/dolly-audio-1000h-vietnamese,bfddf98e-b728-41a7-adec-edc60762d9c1.wav,2.6666666666666665,3.6285525079874787,1.3607071904953045,"Tôi uống rượu xong, trả tiền và bước ra.",gemini-3-flash-preview,"Tôi uống rượu xong, trả tiền và bước ra."
51,dolly-vn/dolly-audio-1000h-vietnamese,088670ec-a4fc-45d1-acc9-62bf9b1a3928.wav,3.008,3.6805632509931456,1.2235915063142107,"Bên ngoài, dọc theo đường phố, những thùng rác chờ được đổ.",gemini-3-flash-preview,Bên ngoài dọc theo đường phố những thùng rác chờ được đổ
52,dolly-vn/dolly-audio-1000h-vietnamese,1116c82f-1649-4e7c-9999-af16ae743f35.wav,5.866666666666666,4.1183628469880205,0.7019936671002308,"Tôi lên cầu thang bệnh viện, tới tầng của Catherine, đi dọc theo hành lang, tới phòng nàng và gõ cửa.",gemini-3-flash-preview,"Tôi lên cầu thang bệnh viện, tới tầng của Catherine, đi dọc theo hành lang, tới phòng nàng và gõ cửa."
53,dolly-vn/dolly-audio-1000h-vietnamese,9a918d77-3962-4079-b87f-c908ffaf5704.wav,1.3866666666666667,3.0027739169890992,2.1654619593671387,Không có tiếng trả lời.,gemini-3-flash-preview,Không có tiếng trả lời.
54,dolly-vn/dolly-audio-1000h-vietnamese,9cd2fb89-b58d-4de0-ba67-9d2d88cce974.wav,2.528,3.4908898909925483,1.3808899885255332,Đánh Ngụy Và Làm Thừa Tướng Nước Ngụy ba.,gemini-3-flash-preview,Đánh Ngụy và làm thừa tướng nước Ngụy ba
55,dolly-vn/dolly-audio-1000h-vietnamese,3ad83330-e80f-489c-9884-4ed152609200.wav,0.9493333333333334,6.9034714690060355,7.271915171003548,Thôn Tính Ba Thục bốn.,gemini-3-flash-preview,Thông tính ba thuộc bốn
56,dolly-vn/dolly-audio-1000h-vietnamese,c298f362-0397-4a11-a35e-5bd72328b106.wav,0.9813333333333333,4.0052072209946346,4.081393227915728,Chiếm Đoạt Hán Trung năm.,gemini-3-flash-preview,chiếm đoạt Hán Trung Nam
57,dolly-vn/dolly-audio-1000h-vietnamese,416aed20-3665-4e84-a8e5-30b4d4f95cf8.wav,4.874666666666666,4.061701311991783,0.8332264726460168,"Tôi ghé mắt thấy Catherine nằm dài trên một chiếc bàn, mình đắp một tấm chăn.",gemini-3-flash-preview,"Tôi ghé mắt thấy Catherine nằm dài trên một chiếc bàn, mình đắp một tấm chăn."
58,dolly-vn/dolly-audio-1000h-vietnamese,578a6561-1b92-432a-90cf-e7e6f970c937.wav,9.92,3.654155502008507,0.36836244979924465,"Bị bất ngờ trước đòn phản công ồ ạt và lúng túng bởi không quen dùng các Linh Phù của Thế giới Vô hình, họ không kịp tạo Thần chú giúp tránh được lũ quái vật đang tấn công.",gemini-3-flash-preview,"Bị bất ngờ trước đòn phản công ồ ạt và lúng túng bởi không quen dùng các linh phù của thế giới vô hình, họ không kịp tạo thần chú giúp tránh được lũ quái vật đang tấn công."
59,dolly-vn/dolly-audio-1000h-vietnamese,a9c011b7-7b37-4a07-88e2-d2aa733e6b7f.wav,8.458666666666666,3.134495659993263,0.37056616409125903,Cô đưa cho tôi một chiếc áo choàng trắng và cài áo cho tôi. Bây giờ thì ông có thể vào được.,gemini-3-flash-preview,Cô đưa cho tôi một chiếc áo choàng trắng và cài áo cho tôi. Bây giờ thì ông có thể vào được rồi.
60,dolly-vn/dolly-audio-1000h-vietnamese,1757890f-7419-4126-a9d1-e0e42119f64b.wav,3.328,3.9584766349871643,1.18944610426297,Phạm Thư Nhà Mưu Lược Giúp Tần Hoàn Thành Đế Nghiệp một.,gemini-3-flash-preview,Phạm Thư nhà mưu lược giúp Tần hoàn thành đế nghiệp 1
61,dolly-vn/dolly-audio-1000h-vietnamese,d3e3d8c3-298e-4e3c-a1a6-95d1257e2815.wav,5.301333333333333,4.310952358006034,0.81318266310476,Những con Ork đầu tiên bị kìm chặt dưới đất bởi những Linh Phù Ingwaz được tung ra một cách vụng về.,gemini-3-flash-preview,Những con Orc đầu tiên bị kìm chặt dưới đất bởi những linh phù Inwas được tung ra một cách vụng về.
62,dolly-vn/dolly-audio-1000h-vietnamese,eca56d7c-fd72-4773-a9df-2d0460000d52.wav,1.12,3.694046503980644,3.2982558071255745,Giữa Đêm Đi Gặp Vương Kê ba.,gemini-3-flash-preview,Giữa đêm đi gặp Vương Kế Ba.
63,dolly-vn/dolly-audio-1000h-vietnamese,70d72546-f632-4a8a-a0d3-ffaed94c8684.wav,6.346666666666667,8.236293858994031,1.2977353769423368,Chúng tôi đến đây cho tiện việc cho thuốc mê mỗi khi đau. Cho tôi thuốc đi Catherine nói.,gemini-3-flash-preview,"Chúng tôi đến đây trả tiền viện, cho thuốc mê mỗi khi đau. Cho tôi thuốc đi Catherine nói."
64,dolly-vn/dolly-audio-1000h-vietnamese,58f4c5f1-20fc-4668-a42a-108bcc460b2c.wav,1.6746666666666667,3.2085460939852055,1.9159311866949873,Xuống Xe Để Tránh Họa bốn.,gemini-3-flash-preview,Xuống xe để tránh họa bố
65,dolly-vn/dolly-audio-1000h-vietnamese,b1ad34b3-14bf-439f-bcc4-acee11e54c6e.wav,2.485333333333333,3.133340067026438,1.2607323231061314,Bác sĩ chụp mặt nạ lên mặt nàng và vặn chiếc tay quay.,gemini-3-flash-preview,Bác sĩ chụp mặt nạ lên mặt nàng và vặn chiếc tay quay.
66,dolly-vn/dolly-audio-1000h-vietnamese,8a5d5908-aefa-418e-b6bb-421bd2e13d85.wav,1.1733333333333333,6.565366133989301,5.595482500559063,Lời Nói Khôn Khéo năm.,gemini-3-flash-preview,Lời nói khôn khéo năm
67,dolly-vn/dolly-audio-1000h-vietnamese,149899e3-7a2f-4e36-b003-7acf1d04656b.wav,1.536,4.208955775015056,2.7402055826920937,Nàng thở mạnh và sâu.,gemini-3-flash-preview,Nàng thở mạnh và sâu
68,dolly-vn/dolly-audio-1000h-vietnamese,70472cbf-aed7-44b3-9771-fd95a4e7467c.wav,2.8053333333333335,3.5070285449910443,1.25012899655099,Loạt thứ ba lao vào họ trước khi họ kịp ra tay.,gemini-3-flash-preview,Loạt thứ ba lao vào họ trước khi họ kịp ra tay.
69,dolly-vn/dolly-audio-1000h-vietnamese,db1c0bf6-49c8-4e71-9673-a73ac4e50da4.wav,5.237333333333333,2.958176532003563,0.5648249488296009,"Thế mà bác sĩ cũng làm cho hết đau, phải không thưa bác sĩ?",gemini-3-flash-preview,"Thế mà bác sĩ cũng làm cho hết đau, phải không thưa bác sĩ?"
70,dolly-vn/dolly-audio-1000h-vietnamese,8dff215c-8faa-4194-b5aa-775aafd78056.wav,3.712,3.37716338399332,0.9097961702568211,"Giọng nàng nói hơi lạ, nàng nói lớn tiếng bác sĩ.",gemini-3-flash-preview,"Giọng nàng nói hơi lạ, nàng nói lớn tiếng bác sĩ"
71,dolly-vn/dolly-audio-1000h-vietnamese,7394d630-cdd6-4ef1-9d1e-3cf68cca3adc.wav,5.344,3.8033198330085725,0.7116990705480113,"Xa hơn, một Phù thủy khác bị một nhát gươm đâm vào bụng ngã sụp xuống, miệng trào máu.",gemini-3-flash-preview,"Xa hơn, một phù thủy khác bị một nhát gươm đâm vào bụng ngã sụp xuống, miệng trào máu."
72,dolly-vn/dolly-audio-1000h-vietnamese,5e291637-65e2-4bd7-82da-ad548c7407a7.wav,6.496,3.385971009993227,0.5212393796171839,"Một số người thỉnh thoảng được bảo vệ dưới một Bộ giáp Elhaz, tuy được tạo ra không chuẩn.",gemini-3-flash-preview,"Một số người thỉnh thoảng được bảo vệ dưới một bộ giáp Aegis, tuy được tạo ra không chuẩn"
73,dolly-vn/dolly-audio-1000h-vietnamese,4b1a0f1d-452a-434f-bfc0-b5b77dbb62af.wav,13.557333333333334,7.2381424810155295,0.5338913120339935,"Và đúng như thầy Qadehar dự tính, những đòn chết người của lũ quái vật đang được thả sức tung hoành đã vô hiệu hóa các Thần chú đang bị yếu đi vì những Linh Phù cầu viện không chính xác.",gemini-3-flash-preview,"Và đúng như thầy Kadeha dự tính, những đòn chết người của lũ quái vật đang được thả sức tung hoành đã vô hiệu hóa các thần chú đang bị yếu đi vì năng linh phù cầu viện không chính xác."
74,dolly-vn/dolly-audio-1000h-vietnamese,cfab58ef-a771-4c78-9f63-e14652670d37.wav,1.3973333333333333,3.877534439001465,2.7749530813464687,Nhường Chức Cho Thái Trạch bảy.,gemini-3-flash-preview,nhường chức cho Thái Trạch bảy
75,dolly-vn/dolly-audio-1000h-vietnamese,c9579d98-803c-424a-85d8-a922ea0cbe89.wav,4.469333333333333,4.0791996710177045,0.9127087569401189,"Tôi nghe nàng rên khe khẽ rồi nàng lại đẩy chiếc mặt nạ ra và mỉm cười. Cơn đau này dữ thật, đau lắm.",gemini-3-flash-preview,"Tôi nghe nàng rên khe khẽ rồi nàng lại đẩy chiếc mặt nạ ra và mỉm cười, cơn đau này dữ thật, đau lắm."
76,dolly-vn/dolly-audio-1000h-vietnamese,f40c2ead-5d4e-44a2-854f-c53d454d351e.wav,1.792,3.470417806005571,1.9366170792441801,Trương Lương Bậc Thầy Của Đế Vương một.,gemini-3-flash-preview,Trương Lương bậc thầy của Đế Vương 1
77,dolly-vn/dolly-audio-1000h-vietnamese,3d8cbf2e-352e-45bc-811b-31ec2dced7fb.wav,2.026666666666667,3.1273600879940204,1.5431053065759968,Đừng lo lắng gì hết anh yêu.,gemini-3-flash-preview,Đừng lo lắng gì hết anh yêu.
78,dolly-vn/dolly-audio-1000h-vietnamese,0766c5d7-20cf-4273-8ca5-7f08a1c7c3b0.wav,1.376,4.2682411819987465,3.10191946366188,Nhận Sách Tại Hạ Phi hai.,gemini-3-flash-preview,Nhận sách tại Hạ Phi 2
79,dolly-vn/dolly-audio-1000h-vietnamese,1fe6ec30-181a-4f01-b817-160d2af2be0e.wav,5.461333333333333,3.8311763670062646,0.7015093445446041,"Anh đi ăn sáng nữa đi. Không, anh muốn ở lại đây Tôi đáp.",gemini-3-flash-preview,"Anh đi ăn sáng nữa đi. Không, anh muốn ở lại đây tôi đáp."
80,dolly-vn/dolly-audio-1000h-vietnamese,efccbeac-bce4-4f78-9bf6-1f443766b49b.wav,1.184,4.141500514000654,3.497888947635688,Mưu Lược Tây Tiến ba.,gemini-3-flash-preview,Mục lục Tây Tiến 3
81,dolly-vn/dolly-audio-1000h-vietnamese,36a9ee7a-1ff8-47a4-bf1e-a1ca6dadd70c.wav,1.504,3.621497288986575,2.407910431507031,Khuyên Việc Định Đô bảy.,gemini-3-flash-preview,khuyên việc định đô bảy
