index,dataset,path,audio_duration,processing_time,rtf,ground_truth,model_id,phowhisper_transcription
10,dolly-vn/dolly-audio-1000h-vietnamese,2730450e-93ce-401e-9a54-52beca68f501.wav,1.0666666666666667,0.1331174570368603,0.12479761597205652,Diệt Trừ Vây Cánh sáu.,vinai/PhoWhisper-small,dệt trừ vai cánh sáu.
11,dolly-vn/dolly-audio-1000h-vietnamese,2a867633-9010-4c76-b878-a865bd4dab77.wav,3.4133333333333336,0.27510736195836216,0.08059785994873891,Đột nhập bằng lối cửa ra vào sẽ làm chúng ta mất quá nhiều thời gian.,vinai/PhoWhisper-small,đột nhập bằng lối cửa ra vào sẽ làm chúng ta mất quá nhiều thời gian.
12,dolly-vn/dolly-audio-1000h-vietnamese,6922058b-b5c9-4fb0-8b5d-0d783fa5f8b8.wav,5.557333333333333,0.49359571002423763,0.08881880578651109,Chúng tôi đi lên thang máy và bước ra đi theo bà ta qua một hành lang. Phòng đây Bà ấy nói Mời bà thay quần áo và bước lên giường.,vinai/PhoWhisper-small,chúng tôi đi lên thang máy và bước ra đi theo bà ta qua một hành lang phòng đây bà ấy nói mời bà thay quần áo và bước lên giường.
13,dolly-vn/dolly-audio-1000h-vietnamese,2263229d-95d5-4cfd-bede-fab32dd5c9f0.wav,5.013333333333334,0.4739029959309846,0.0945285231245315,Tôi bước ra ngoài và ngồi trên một chiếc ghế ở ngoài hành lang. Ông có thể vào được Bà ta đứng ở ngưỡng cửa bảo tôi.,vinai/PhoWhisper-small,tôi bước ra ngoài và ngồi trên một chiếc ghế ở ngoài hành lang ông có thể vào được bà ta đứng ở ngưỡng cửa bảo tôi.
14,dolly-vn/dolly-audio-1000h-vietnamese,4d73660d-e634-418a-8539-32bc8280ecd4.wav,6.368,0.37357194803189486,0.05866393656279756,"Catherine nằm trên một chiếc giường hẹp, mặc chiếc áo ngủ cổ vuông được may bằng vải thô.",vinai/PhoWhisper-small,catherine nằm trên một chiếc giường hẹp mặc chiếc áo ngủ cổ vuông được may bằng vải thô.
15,dolly-vn/dolly-audio-1000h-vietnamese,abcd7307-13fe-427d-94bb-619dd2f4063a.wav,1.696,0.1839285340392962,0.10844842808920767,Duyệt Binh Tại Mạnh Tân tám.,vinai/PhoWhisper-small,duyệt binh tại mệnh tân tám.
16,dolly-vn/dolly-audio-1000h-vietnamese,b3826ce4-b134-48e1-80f6-1609d5ed1338.wav,2.816,0.234150322037749,0.08314997231454155,Nàng nhìn tôi mỉm cười. Bây giờ em đang đau thúc lên.,vinai/PhoWhisper-small,nàng nhìn tôi mỉm cười bây giờ em đang đau thúc lên.
17,dolly-vn/dolly-audio-1000h-vietnamese,c09591b1-1c29-41aa-bd36-547ead0b9001.wav,7.1466666666666665,0.6958023930201307,0.09736040947110038,"Đoàn Phù thủy đồng loạt quay người lại, và theo phản xạ, tất cả đều thủ tư thế của Naudhiz, Linh Phù chống lại các cuộc tấn công. Không phải vậy! Qadehar gào lên khi thấy các đồng môn của mình.",vinai/PhoWhisper-small,đoàn phù thủy đồng loạt quay người lại và theo phản xạ tất cả đều thủ tư thế của nadal disney phù chống lại các cuộc tấn công không phải vậy khedira gào lên khi thấy các đồng môn của mình.
18,dolly-vn/dolly-audio-1000h-vietnamese,18c1dbbb-4ebf-4461-b12e-2654bdda3734.wav,2.7626666666666666,0.2283894499996677,0.08266992639949362,Mẹ kiếp! Chúng ta đang ở trong Thế giới Vô hình.,vinai/PhoWhisper-small,mẹ kiếp chúng ta đang ở trong thế giới vô hình.
19,dolly-vn/dolly-audio-1000h-vietnamese,d3a62d03-9c90-4a26-a09c-11e9847cc2e3.wav,9.536,0.7100052019814029,0.07445524349637196,"Để làm chủ được bảng thứ tự các vì sao ma thuật trong Thế giới Vô hình, tất nhiên phải chỉnh sửa nhiều và thay đổi dáng vẻ của các Linh Phù tùy theo hình dạng mới của các chòm sao.",vinai/PhoWhisper-small,để làm chủ được bản thứ các vì sao ma thuật trong thế giới vô hình tất nhiên phải chỉnh sửa nhiều và thay đổi dáng vẻ của các linh phù tùy theo hình dạng mới của các chòm sao.
20,dolly-vn/dolly-audio-1000h-vietnamese,d80b690d-545b-4832-96f6-864d27e72d0d.wav,4.362666666666667,0.42275143798906356,0.09690207166619733,Tôi nhận ra những cơn đau ấy trên nét mặt của nàng. Bác sĩ đâu? Tôi hỏi. Ông ta ngủ ở tầng dưới.,vinai/PhoWhisper-small,tôi nhận ra những cơn đau ấy trên nét mặt của nàng bác sĩ đâu tôi hỏi ông ta ngủ ở tầng dưới.
21,dolly-vn/dolly-audio-1000h-vietnamese,9c209e86-b302-4214-89c6-f29e5b63a95b.wav,3.530666666666667,0.24818753800354898,0.07029480872457014,Phạm Lãi Mưu Lược Gia Biết Tự Rút Lui Đúng Lúc một.,vinai/PhoWhisper-small,phạm lãi mưu lược gia biết tự rút lui đúng lúc một.
22,dolly-vn/dolly-audio-1000h-vietnamese,48ebb85f-d1a7-47c5-a0e7-66971b321f5a.wav,4.810666666666667,0.4270463119028136,0.08877071339443186,"Tôi bước ra ngoài dãy hàng lang trống trải với hai cửa sổ và những cánh cửa đóng kín, phảng phất mùi nhà thương.",vinai/PhoWhisper-small,tôi bước ra ngoài dãy hàng lang chống trải với hai cửa sổ và những cánh cửa đóng kín phảng phất mùi nhà thương.
23,dolly-vn/dolly-audio-1000h-vietnamese,ef3edc5d-6833-4a02-9bcf-0e0303ce8567.wav,1.408,0.1442280668998137,0.10243470660498133,Đại Biến Lúc Giữa Đêm hai.,vinai/PhoWhisper-small,đại biểu lúc giữa đêm hai.
24,dolly-vn/dolly-audio-1000h-vietnamese,4698f338-1cbd-495f-a074-a110151427f5.wav,9.184,0.6080539029790089,0.06620795981914296,"Phát hiện nhầm lẫn, các thầy Phù thủy sửa lại tư thế của mình và đứng chôn chân chờ đột kích vào nơi mà họ cho là chốn ẩn nấp của Bóng tối.",vinai/PhoWhisper-small,phát hiện nhầm lẫn các thầy phụ thủy sửa lại tư thế của mình và đứng chôn chân chờ đột chứng vào nơi mà họ cho là trốn ẩn nấp của bóng tối.
25,dolly-vn/dolly-audio-1000h-vietnamese,9d4750a0-2ec1-481f-bef3-1ed63598bb76.wav,1.344,0.1328556640073657,0.09885094048167091,Anh hãy đi kiếm cái gì ăn đi.,vinai/PhoWhisper-small,anh hãy đi kiếm cái gì ăn đi.
26,dolly-vn/dolly-audio-1000h-vietnamese,0ee1ff0b-dec4-4062-89f7-1d7c69ea909b.wav,0.9493333333333334,0.12532937002833933,0.1320182970804136,Nghị Hòa Cứu Nước ba.,vinai/PhoWhisper-small,nghị hòa cứu nước ba.
27,dolly-vn/dolly-audio-1000h-vietnamese,3a248f7d-0e10-451d-bc83-bbbd88de9a69.wav,7.946666666666666,0.6255265220534056,0.07871558582886816,"Nhưng cái thứ mà đang lao về phía người họ từ khu phế tích, chẳng có vẻ gì là một bóng tối cả. Quân Ork và quái vật Lai người! Một thầy Phù thủy kêu lên.",vinai/PhoWhisper-small,nhưng cái thứ mà đang lao về phía người họ từ khu phế tích chẳng có vẻ gì là một bóng tối cả quân ốt và quái vật lai người một thầy phù thủy kêu lên.
28,dolly-vn/dolly-audio-1000h-vietnamese,6b1983f5-fc31-4961-9ecb-acfd332c7f6e.wav,2.3146666666666667,0.20476611203048378,0.0884646221329855,Em cảm thấy đỡ lắm rồi. Để anh nán lại một chút đã.,vinai/PhoWhisper-small,em cảm thấy đỡ lắm rồi để anh nán lại một chút đã.
29,dolly-vn/dolly-audio-1000h-vietnamese,7290fa93-4860-41dd-8b31-23ec078cc8e2.wav,1.088,0.13866821804549545,0.12745240629181567,Một Dạ Trung Thành bốn.,vinai/PhoWhisper-small,một dạ trung thành bốn.
30,dolly-vn/dolly-audio-1000h-vietnamese,5044ad43-1085-442b-81ee-cb745526b787.wav,1.6853333333333333,0.11356848105788231,0.06738636138719283,Nhưng chúng ở đâu ra thế?,vinai/PhoWhisper-small,nhìn chúng ở đâu ra thế.
31,dolly-vn/dolly-audio-1000h-vietnamese,db5de299-f2ca-4344-94e1-a7a3fb61ad78.wav,2.0693333333333332,0.20603023294825107,0.09956357906648731,Những cơn đau nổi lên đều đều rồi lại dịu đi.,vinai/PhoWhisper-small,những cơn đau nổi lên đều đều rồi lại dịu đi.
32,dolly-vn/dolly-audio-1000h-vietnamese,267cef0e-9521-4b7e-8570-4d225bf31051.wav,1.6853333333333333,0.1635795389302075,0.09706064414371489,"Cắt Tình Yêu, Dâng Người Đẹp năm.",vinai/PhoWhisper-small,cắt tình yêu dâng người đẹp năm.
33,dolly-vn/dolly-audio-1000h-vietnamese,1bfaf2b1-cfd4-4780-b486-6a88d1721532.wav,2.0693333333333332,0.22926506702788174,0.11079175275187585,"Mỗi khi đau thúc, nàng lại bảo đau thế là tốt.",vinai/PhoWhisper-small,mỗi khi đau thúc nàng lại bảo đau thế là tốt.
34,dolly-vn/dolly-audio-1000h-vietnamese,870abf11-9818-47ac-bada-139fc5d98044.wav,4.384,0.2739462519530207,0.062487739952787565,Em chỉ mong được làm một người vợ ngoan và sanh đẻ được mẹ tròn con vuông.,vinai/PhoWhisper-small,em chỉ mong được làm một người vợ ngoan và sanh đẻ được mẹ tròn con vuông.
35,dolly-vn/dolly-audio-1000h-vietnamese,6c85aa35-2e04-49e4-9206-1fae27c8f7ae.wav,2.7733333333333334,0.1899690340505913,0.06849844977785743,"Anh đi ăn điểm tâm đi anh yêu, rồi sẽ trở lại.",vinai/PhoWhisper-small,anh đi ăn điểm tâm đi anh yêu rồi sẽ trở lại.
36,dolly-vn/dolly-audio-1000h-vietnamese,23c12e4c-6fc2-4334-bdf1-e6d77a63b8ca.wav,3.3813333333333335,0.2571179060032591,0.07604039018235187,Tôn Tẩn Một Nhà Mưu Lược Quân Sự Nhẫn Nhục Bất Khuất một.,vinai/PhoWhisper-small,tôn tấn một nhà mưu lực quân sự nhẫn nhục bất khuất một.
37,dolly-vn/dolly-audio-1000h-vietnamese,2073eb6d-6074-4ba2-a01d-040a570c6962.wav,1.1306666666666667,0.11659183097071946,0.10311777503306556,Vắng anh cũng không hề gì đâu.,vinai/PhoWhisper-small,vắng anh cũng không hề gì đâu.
38,dolly-vn/dolly-audio-1000h-vietnamese,778a696c-db1f-4ad0-a418-2410a8ff7643.wav,1.0773333333333333,0.10965276102069765,0.10178164698703372,Kết Nghĩa Kim Lang hai.,vinai/PhoWhisper-small,kết nghĩa kim lăng hai.
39,dolly-vn/dolly-audio-1000h-vietnamese,130bd92b-e4b0-4fed-b29e-9eabc3330ac6.wav,1.3973333333333333,0.14550883998163044,0.10413323471967828,Vây Ngụy Cứu Triệu năm.,vinai/PhoWhisper-small,vây nguội cứu triệu năm.
40,dolly-vn/dolly-audio-1000h-vietnamese,b1c30647-4cac-4373-a1ba-5e192e43e6d3.wav,1.4826666666666666,0.19514177704695612,0.13161540718095063,"Lui Quân, Giảm Bớt Bếp Nấu bốn.",vinai/PhoWhisper-small,lúi quân giảm bớt bếp nấu bốn.
41,dolly-vn/dolly-audio-1000h-vietnamese,ca912e0e-cc63-40a7-8a11-d1b5a77bf2d6.wav,2.570666666666667,0.23159445205237716,0.09009120282120481,Tôi đi xuôi theo con phố vắng tới quán cà phê.,vinai/PhoWhisper-small,tôi đi xuôi theo con phố vắng tới quán cà phê.
42,dolly-vn/dolly-audio-1000h-vietnamese,b714cbdf-3cba-46eb-afe4-af5281042a98.wav,1.1306666666666667,0.14425125904381275,0.12758071259771175,Có ánh đèn ở cửa sổ.,vinai/PhoWhisper-small,có ánh đèn ở cửa sổ.
43,dolly-vn/dolly-audio-1000h-vietnamese,56597233-2d08-42eb-939a-ee25b3b3a554.wav,2.9226666666666667,0.22576637496240437,0.07724670676177156,Tôi bước vào đứng bên cạnh quầy bọc thiếc.,vinai/PhoWhisper-small,tôi bước vào đứng bên cạnh quầy bọc thiếc.
44,dolly-vn/dolly-audio-1000h-vietnamese,01cfc7cd-3905-4c4b-8e10-aa2d0ba14532.wav,1.3866666666666667,0.15678641700651497,0.11306712764892905,Đâm Vào Đùi Để Khổ Học hai.,vinai/PhoWhisper-small,đâm vào đùi để khổ học hài.
45,dolly-vn/dolly-audio-1000h-vietnamese,dbbb7f63-50ed-48e0-8b95-fe9150af8c1a.wav,1.3333333333333333,0.13666871096938848,0.10250153322704136,Nghìn Dặm Đến Nước Yên ba.,vinai/PhoWhisper-small,nghìn dặm đến nước yên ba.
46,dolly-vn/dolly-audio-1000h-vietnamese,b81400f0-5cfb-4d5b-9d59-0bf732a1f135.wav,3.509333333333333,0.2003413849743083,0.05708816061197995,Tôi nhúng bánh vào rượu ăn rồi uống cà phê.,vinai/PhoWhisper-small,tôi nhúng bánh vào rượu ăn rồi uống cà phê.
47,dolly-vn/dolly-audio-1000h-vietnamese,5c1a57d4-c388-483e-a695-ec51b960faf9.wav,4.117333333333334,0.2927602450363338,0.07110433412475724,"Ông ta nghiêng chai rượu, rót quá tay làm rượu rớt cả ra quầy.",vinai/PhoWhisper-small,ông ta nghiêng chai rượu rót quá tay làm rượu rớt cả ra quầy.
48,dolly-vn/dolly-audio-1000h-vietnamese,5747a626-f7be-4a74-9794-5716203d70fa.wav,0.9386666666666666,0.15055434999521822,0.1603917080914967,Công Thành Thiệt Thân năm.,vinai/PhoWhisper-small,công thành thiệt thân năm.
49,dolly-vn/dolly-audio-1000h-vietnamese,ecd9154a-a267-4939-b359-52bdad0a00d5.wav,3.776,0.26730415190104395,0.07079029446531884,Trương Nghi Nhà Tung Hoành Đưa Nước Tần Trở Thành Cường Quốc một.,vinai/PhoWhisper-small,trương nghi nhà tung hoành đưa nước tần trở thành cường quốc một.
50,dolly-vn/dolly-audio-1000h-vietnamese,bfddf98e-b728-41a7-adec-edc60762d9c1.wav,2.6666666666666665,0.20714286901056767,0.07767857587896287,"Tôi uống rượu xong, trả tiền và bước ra.",vinai/PhoWhisper-small,tôi uống rượu xong trả tiền và bước ra.
51,dolly-vn/dolly-audio-1000h-vietnamese,088670ec-a4fc-45d1-acc9-62bf9b1a3928.wav,3.008,0.25441268598660827,0.08457868550086711,"Bên ngoài, dọc theo đường phố, những thùng rác chờ được đổ.",vinai/PhoWhisper-small,bên ngoài dọc theo đường phố những thùng rác chờ được đổ.
52,dolly-vn/dolly-audio-1000h-vietnamese,1116c82f-1649-4e7c-9999-af16ae743f35.wav,5.866666666666666,0.44466714398004115,0.07579553590568884,"Tôi lên cầu thang bệnh viện, tới tầng của Catherine, đi dọc theo hành lang, tới phòng nàng và gõ cửa.",vinai/PhoWhisper-small,tôi lên cầu thang bệnh viện tới tầng của catherine đi dọc theo hành lang tới phòng nàng và gõ cửa.
53,dolly-vn/dolly-audio-1000h-vietnamese,9a918d77-3962-4079-b87f-c908ffaf5704.wav,1.3866666666666667,0.14335914503317326,0.10338399882199995,Không có tiếng trả lời.,vinai/PhoWhisper-small,không có tiếng trả lời.
54,dolly-vn/dolly-audio-1000h-vietnamese,9cd2fb89-b58d-4de0-ba67-9d2d88cce974.wav,2.528,0.2238275510026142,0.08853937935229993,Đánh Ngụy Và Làm Thừa Tướng Nước Ngụy ba.,vinai/PhoWhisper-small,đánh ngụy và làm thừa tướng nước ngụy bà.
55,dolly-vn/dolly-audio-1000h-vietnamese,3ad83330-e80f-489c-9884-4ed152609200.wav,0.9493333333333334,0.1376102149952203,0.14495458040226858,Thôn Tính Ba Thục bốn.,vinai/PhoWhisper-small,thôn tính ba thục bốn.
56,dolly-vn/dolly-audio-1000h-vietnamese,c298f362-0397-4a11-a35e-5bd72328b106.wav,0.9813333333333333,0.14363388996571302,0.1463660563509304,Chiếm Đoạt Hán Trung năm.,vinai/PhoWhisper-small,chiếm đoạt hán trung năm.
57,dolly-vn/dolly-audio-1000h-vietnamese,416aed20-3665-4e84-a8e5-30b4d4f95cf8.wav,4.874666666666666,0.359690526034683,0.07378771732111933,"Tôi ghé mắt thấy Catherine nằm dài trên một chiếc bàn, mình đắp một tấm chăn.",vinai/PhoWhisper-small,tôi ghé mắt thấy katy nằm dài trên một chiếc bàn mình đắp một tấm chăn.
58,dolly-vn/dolly-audio-1000h-vietnamese,578a6561-1b92-432a-90cf-e7e6f970c937.wav,9.92,0.7145499510224909,0.07203124506275109,"Bị bất ngờ trước đòn phản công ồ ạt và lúng túng bởi không quen dùng các Linh Phù của Thế giới Vô hình, họ không kịp tạo Thần chú giúp tránh được lũ quái vật đang tấn công.",vinai/PhoWhisper-small,bị bất ngờ trước đòn phản công ồ ạt và lúng túng bởi không quen dùng các linh phù của thế giới vô hình họ không kịp tạo thần chú giúp tránh được lũ quái vật đang tấn công.
59,dolly-vn/dolly-audio-1000h-vietnamese,a9c011b7-7b37-4a07-88e2-d2aa733e6b7f.wav,8.458666666666666,0.3959691870259121,0.046812246259368556,Cô đưa cho tôi một chiếc áo choàng trắng và cài áo cho tôi. Bây giờ thì ông có thể vào được.,vinai/PhoWhisper-small,cô đưa cho tôi một chiếc áo choàng trắng và cài áo cho tôi bây giờ thì ông có thể vào được.
60,dolly-vn/dolly-audio-1000h-vietnamese,1757890f-7419-4126-a9d1-e0e42119f64b.wav,3.328,0.2827908240724355,0.08497320434868856,Phạm Thư Nhà Mưu Lược Giúp Tần Hoàn Thành Đế Nghiệp một.,vinai/PhoWhisper-small,phạm thư nhà mưu lược giúp tần hoàn thành đế nghiệp một.
61,dolly-vn/dolly-audio-1000h-vietnamese,d3e3d8c3-298e-4e3c-a1a6-95d1257e2815.wav,5.301333333333333,0.40666856907773763,0.07671062042462355,Những con Ork đầu tiên bị kìm chặt dưới đất bởi những Linh Phù Ingwaz được tung ra một cách vụng về.,vinai/PhoWhisper-small,những con óc đầu tiên bị kìm chặt dưới đất bởi những linh phù inguát được tung ra một cách vụng về.
62,dolly-vn/dolly-audio-1000h-vietnamese,eca56d7c-fd72-4773-a9df-2d0460000d52.wav,1.12,0.15432838792912662,0.13779320350814875,Giữa Đêm Đi Gặp Vương Kê ba.,vinai/PhoWhisper-small,giữa đêm đi gặp vương kê ba.
63,dolly-vn/dolly-audio-1000h-vietnamese,70d72546-f632-4a8a-a0d3-ffaed94c8684.wav,6.346666666666667,0.3842051459942013,0.06053652510412836,Chúng tôi đến đây cho tiện việc cho thuốc mê mỗi khi đau. Cho tôi thuốc đi Catherine nói.,vinai/PhoWhisper-small,chúng tôi đến đây cho tiền việc cho thuốc mê mỗi khi đào cho tôi thuốc đi ka tơ ri nói.
64,dolly-vn/dolly-audio-1000h-vietnamese,58f4c5f1-20fc-4668-a42a-108bcc460b2c.wav,1.6746666666666667,0.14319017401430756,0.08550368671236518,Xuống Xe Để Tránh Họa bốn.,vinai/PhoWhisper-small,xuống xe để tránh họ bốn.
65,dolly-vn/dolly-audio-1000h-vietnamese,b1ad34b3-14bf-439f-bcc4-acee11e54c6e.wav,2.485333333333333,0.2822557729668915,0.11356857817873856,Bác sĩ chụp mặt nạ lên mặt nàng và vặn chiếc tay quay.,vinai/PhoWhisper-small,bác sĩ chụp mặt nạ lên mặt nàng và vặn chiếc tay quay.
66,dolly-vn/dolly-audio-1000h-vietnamese,8a5d5908-aefa-418e-b6bb-421bd2e13d85.wav,1.1733333333333333,0.1067592550534755,0.09098800146603025,Lời Nói Khôn Khéo năm.,vinai/PhoWhisper-small,lời nói khôn khéo năm.
67,dolly-vn/dolly-audio-1000h-vietnamese,149899e3-7a2f-4e36-b003-7acf1d04656b.wav,1.536,0.1271440340206027,0.08277606381549656,Nàng thở mạnh và sâu.,vinai/PhoWhisper-small,nàng thở mạnh và sâu.
68,dolly-vn/dolly-audio-1000h-vietnamese,70472cbf-aed7-44b3-9771-fd95a4e7467c.wav,2.8053333333333335,0.2514199239667505,0.08962212118586638,Loạt thứ ba lao vào họ trước khi họ kịp ra tay.,vinai/PhoWhisper-small,loạt thứ ba lao vào họ trước khi họ kịp ra tay.
69,dolly-vn/dolly-audio-1000h-vietnamese,db1c0bf6-49c8-4e71-9673-a73ac4e50da4.wav,5.237333333333333,0.22740174701903015,0.04341937634019161,"Thế mà bác sĩ cũng làm cho hết đau, phải không thưa bác sĩ?",vinai/PhoWhisper-small,thế mà bác sĩ cũng làm cho hết đau phải không thưa bác sĩ.
70,dolly-vn/dolly-audio-1000h-vietnamese,8dff215c-8faa-4194-b5aa-775aafd78056.wav,3.712,0.24437049694824964,0.06583256922097241,"Giọng nàng nói hơi lạ, nàng nói lớn tiếng bác sĩ.",vinai/PhoWhisper-small,giọng nàng nói hơi lạ nàng nói lớn tiếng bác sĩ.
71,dolly-vn/dolly-audio-1000h-vietnamese,7394d630-cdd6-4ef1-9d1e-3cf68cca3adc.wav,5.344,0.3642149859806523,0.06815400186763702,"Xa hơn, một Phù thủy khác bị một nhát gươm đâm vào bụng ngã sụp xuống, miệng trào máu.",vinai/PhoWhisper-small,xa hơn một phù thủy khác bị một nhát gươm đâm vào bụng ngã sụp xuống miệng chào máu.
72,dolly-vn/dolly-audio-1000h-vietnamese,5e291637-65e2-4bd7-82da-ad548c7407a7.wav,6.496,0.38045751000754535,0.05856796644204823,"Một số người thỉnh thoảng được bảo vệ dưới một Bộ giáp Elhaz, tuy được tạo ra không chuẩn.",vinai/PhoWhisper-small,một số người thỉnh thoảng được bảo vệ dưới một bộ giáp e ha tuy được tạo ra không chuẩn.
73,dolly-vn/dolly-audio-1000h-vietnamese,4b1a0f1d-452a-434f-bfc0-b5b77dbb62af.wav,13.557333333333334,0.739166378043592,0.05452151686985582,"Và đúng như thầy Qadehar dự tính, những đòn chết người của lũ quái vật đang được thả sức tung hoành đã vô hiệu hóa các Thần chú đang bị yếu đi vì những Linh Phù cầu viện không chính xác.",vinai/PhoWhisper-small,và đúng như thầy khe đê ha dự tính những đòn chết người của lũ quái vật đang được thả sức tung hoành đã vô hiệu hoá các thần chú đang bị yếu đi vì năng linh phù cầu viện không chính xác.
74,dolly-vn/dolly-audio-1000h-vietnamese,cfab58ef-a771-4c78-9f63-e14652670d37.wav,1.3973333333333333,0.177385448012501,0.12694569275703793,Nhường Chức Cho Thái Trạch bảy.,vinai/PhoWhisper-small,nhường chức cho thái trạch bẩy.
75,dolly-vn/dolly-audio-1000h-vietnamese,c9579d98-803c-424a-85d8-a922ea0cbe89.wav,4.469333333333333,0.4626116279978305,0.1035079716582258,"Tôi nghe nàng rên khe khẽ rồi nàng lại đẩy chiếc mặt nạ ra và mỉm cười. Cơn đau này dữ thật, đau lắm.",vinai/PhoWhisper-small,tôi nghe nàng zên khe khẽ rồi nàng lại đẩy trước mặt nạ da và mỉm cười cơn đau này giữ thật đau lắm.
76,dolly-vn/dolly-audio-1000h-vietnamese,f40c2ead-5d4e-44a2-854f-c53d454d351e.wav,1.792,0.1926580499857664,0.1075100725367,Trương Lương Bậc Thầy Của Đế Vương một.,vinai/PhoWhisper-small,trương lương bậc thầy của đế vương một.
77,dolly-vn/dolly-audio-1000h-vietnamese,3d8cbf2e-352e-45bc-811b-31ec2dced7fb.wav,2.026666666666667,0.12661947798915207,0.06247671611306845,Đừng lo lắng gì hết anh yêu.,vinai/PhoWhisper-small,đừng lo lắng gì hết anh yêu.
78,dolly-vn/dolly-audio-1000h-vietnamese,0766c5d7-20cf-4273-8ca5-7f08a1c7c3b0.wav,1.376,0.13493517797905952,0.0980633560894328,Nhận Sách Tại Hạ Phi hai.,vinai/PhoWhisper-small,nhận sách tại hạ phi hai.
79,dolly-vn/dolly-audio-1000h-vietnamese,1fe6ec30-181a-4f01-b817-160d2af2be0e.wav,5.461333333333333,0.1970749560277909,0.03608550220235429,"Anh đi ăn sáng nữa đi. Không, anh muốn ở lại đây Tôi đáp.",vinai/PhoWhisper-small,anh đi ăn sáng nữa đi không anh muốn ở lại đây tôi đáp.
80,dolly-vn/dolly-audio-1000h-vietnamese,efccbeac-bce4-4f78-9bf6-1f443766b49b.wav,1.184,0.1450350359082222,0.1224958073549174,Mưu Lược Tây Tiến ba.,vinai/PhoWhisper-small,mưu lực tây tiến ba.
81,dolly-vn/dolly-audio-1000h-vietnamese,36a9ee7a-1ff8-47a4-bf1e-a1ca6dadd70c.wav,1.504,0.142574981902726,0.09479719541404653,Khuyên Việc Định Đô bảy.,vinai/PhoWhisper-small,khuyên việc đỉnh đô bảy.
