index,dataset,path,audio_duration,processing_time,rtf,ground_truth,google_transcription
21,linhtran92/viet_youtube_asr_corpus_v2,,2.1023125,1.5211719509679824,0.7235708064181621,mắt vào màn hình máy tính thấy trong đó,"mắt vào màn hình máy tính, thấy trong đó"
22,linhtran92/viet_youtube_asr_corpus_v2,,2.840625,1.1254967949353158,0.39621449326655783,khi nhìn thấy tiền cùng ma túy một kẻ,"Khi nhìn thấy tiền cùng ma túy, một kẻ"
23,linhtran92/viet_youtube_asr_corpus_v2,,1.29875,0.9125044029206038,0.7026020426722647,thì các bạn có thể đến để ăn thử nhá,Thì các bạn có thể đến để ăn thử nhé.
24,linhtran92/viet_youtube_asr_corpus_v2,,2.440375,1.5558975068852305,0.6375649262450364,nữa chứ không phải là một lần duy nhất,nữa chứ không phải là một lần duy nhất.
25,linhtran92/viet_youtube_asr_corpus_v2,,3.92175,1.2031278649810702,0.30678341683714416,con đừng có nói gì nữa ổn rồi có mẹ đi,"Con đừng có nói gì nữa, ổn rồi, có mẹ đây"
26,linhtran92/viet_youtube_asr_corpus_v2,,1.961625,1.6108309980481863,0.821171731624641,hoàn toàn khác với vẻ bề ngoài lạnh lùng,hoàn toàn khác với vẻ bề ngoài lạnh lùng
27,linhtran92/viet_youtube_asr_corpus_v2,,1.432375,1.4041750289034098,0.9803124383652395,chúng ta vẫn đã là chúng ta,Chúng ta vẫn đã là chúng ta
28,linhtran92/viet_youtube_asr_corpus_v2,,2.381,1.619531020987779,0.6801894250263667,nhưng mà phần lớn là các bạn sẽ phải có,Nhưng mà phần lớn là các bạn sẽ phải có
29,linhtran92/viet_youtube_asr_corpus_v2,,2.0216875,0.926871859934181,0.4584644560221008,họ chắc chắn đã lén lút hẹn hò với nhau,Họ chắc chắn đã lén lút hẹn hò với nhau.
30,linhtran92/viet_youtube_asr_corpus_v2,,2.7415,1.6609857508447021,0.605867499852162,chỉ là hỗ trợ giảm tối thiểu tốc độ lão,Chỉ là hỗ trợ giảm tối thiểu tốc độ lão
31,linhtran92/viet_youtube_asr_corpus_v2,,2.5399375,1.565447174012661,0.6163329507173546,nhưng nào ngờ trong chăn mới biết chăn,Nhưng nào ngờ trong chăn mới biết chăn
32,linhtran92/viet_youtube_asr_corpus_v2,,2.6605,1.5459372620098293,0.5810701980867616,kiếm được nhiều tiền không có nghĩa là,Kiếm được nhiều tiền không có nghĩa là
33,linhtran92/viet_youtube_asr_corpus_v2,,2.1810625,1.663681459845975,0.762784862811577,phải chịu không ít lời nhục mạ mà vẫn,phải chịu không ít lời nhục mạ mà vẫn
34,linhtran92/viet_youtube_asr_corpus_v2,,3.281625,1.7592575619928539,0.5360934177405565,về sau có gia đình có con cái để hữu hỉ,"về sau có gia đình, có con cái để hủ hỉ"
35,linhtran92/viet_youtube_asr_corpus_v2,,2.021125,1.1281304389704019,0.5581695535755591,nói chuyện với nhau thằng công vì không,"nói chuyện với nhau, thằng công vì không"
36,linhtran92/viet_youtube_asr_corpus_v2,,2.78275,1.6673251441679895,0.5991645473607006,sao không phiền chút nào cả ba mẹ chồng,sao? Không phiền chút nào cả. Ba mẹ chồng
37,linhtran92/viet_youtube_asr_corpus_v2,,2.401,1.613919073017314,0.6721862028393645,một hôm nay cũng là ngày thứ hai cô làm,"một, hôm nay cũng là ngày thứ hai cô làm"
38,linhtran92/viet_youtube_asr_corpus_v2,,3.1015625,1.1129352690186352,0.3588305149480738,chạy xe về nhà do có hẹn bước lên nhà,"chạy xe về nhà do có hẹn, bước lên nhà"
39,linhtran92/viet_youtube_asr_corpus_v2,,2.82,1.6154285338707268,0.572846997826499,theo đuổi vất vả như thế nào nên những,theo đuổi vất vả như thế nào nên những
40,linhtran92/viet_youtube_asr_corpus_v2,,2.0413125,1.0385255790315568,0.5087538429473962,cho bản thân mình không chỉ là ở trong,cho bản thân mình không chỉ là ở trong
41,linhtran92/viet_youtube_asr_corpus_v2,,2.60075,1.612019102089107,0.6198285502601584,hơn gấp bội thương vợ nên tôi không,"hơn gấp bội, thương vợ nên tôi không"
42,linhtran92/viet_youtube_asr_corpus_v2,,2.9015,1.561037367908284,0.5380104662789192,nói rồi ái phương cũng quay người rời đi,"Nói rồi, Ái Phương cũng quay người rời đi."
43,linhtran92/viet_youtube_asr_corpus_v2,,3.2415,1.1027778750285506,0.34020603887970097,do đó bất kỳ sự vật nào trong thực tế,Do đó bất kỳ sự vật nào trong thực tế
44,linhtran92/viet_youtube_asr_corpus_v2,,2.20125,1.709301250986755,0.7765139129979579,tiếp sau phương lại giúp linh trả đũa,tiếp. Sau Phương lại giúp Linh trả đũa
45,linhtran92/viet_youtube_asr_corpus_v2,,2.1096875,1.5549492537975311,0.7370519348470004,chúng tôi nghèo lúc nào cũng đeo nợ,"Chúng tôi nghèo, lúc nào cũng đeo nơ"
46,linhtran92/viet_youtube_asr_corpus_v2,,2.86,1.5649835509248078,0.5471970457779048,và để chúc mừng cho cái sự trao giải này,Và để chúc mừng cho cái sự trao giải này
47,linhtran92/viet_youtube_asr_corpus_v2,,1.9221875,1.517578500090167,0.7895059665564191,trên vai khó mà ta có thể nghĩ cho riêng,trên vai khó mà ta có thể nghĩ cho riêng
48,linhtran92/viet_youtube_asr_corpus_v2,,1.440125,1.4811370759271085,1.0284781362222781,người ta không có nói được một cách hay,người ta không có nói được một cách hay
49,linhtran92/viet_youtube_asr_corpus_v2,,1.436625,0.7793780248612165,0.5425062384834014,sau này nhất định phải cẩn thận,Sau này nhất định phải cẩn thận.
50,linhtran92/viet_youtube_asr_corpus_v2,,2.438375,1.0101456001866609,0.4142699954628229,mà ngỡ như cách xa đến nửa vòng trái đất,mà ngỡ như cách xa đến nửa vòng trái đất.
51,linhtran92/viet_youtube_asr_corpus_v2,,1.6624375,1.553403276950121,0.9344130392571877,người chỉ huy cũng không phải chịu cảnh,Người chỉ huy cũng không phải chịu cảnh
52,linhtran92/viet_youtube_asr_corpus_v2,,2.4624375,1.0854230760596693,0.44079213221032787,chung với lá cách đem ăn cơm cũng ngon,chung với lá cách đem ăn cơm cũng ngon.
53,linhtran92/viet_youtube_asr_corpus_v2,,3.6615,1.1056137920822948,0.30195651838926524,bạn có con và cho con bú thì mình sẽ hạn,bạn có con mà cho con bú thì mình sẽ hạn
54,linhtran92/viet_youtube_asr_corpus_v2,,2.142125,1.5222333520650864,0.7106183589029988,đôi trẻ chắc là vừa mới cùng nhau đi dạo,đôi trẻ chắc là vừa mới cùng nhau đi dạo.
55,linhtran92/viet_youtube_asr_corpus_v2,,2.44,0.9748712400905788,0.39953739347974543,miệng chúng ta chúng đứng một bên để,"miệng chúng ta, chúng đứng một bên để"
56,linhtran92/viet_youtube_asr_corpus_v2,,2.78875,0.9537865009624511,0.3420121921873424,thì lúc đó lòng tự ái sẽ được thoát thai,Thì lúc đó lòng tự ái sẽ được thoát thai.
57,linhtran92/viet_youtube_asr_corpus_v2,,3.0415625,1.1466590010095388,0.3769966919994374,không muốn gì cả em ngủ đi chúc em ngủ,"Không muốn gì cả, em ngủ đi, chúc em ngủ"
58,linhtran92/viet_youtube_asr_corpus_v2,,2.501875,1.618792099878192,0.6470315662765693,để có được cuốn thơ này là ông xã em,để có được cuốn thơ này là ông xã
59,linhtran92/viet_youtube_asr_corpus_v2,,1.9614375,1.5703134590294212,0.8005931665064124,nó có đáng với tất cả chi phí đó không,Nó có đáng với tất cả chi phí đó không?
60,linhtran92/viet_youtube_asr_corpus_v2,,2.6089375,1.5384552360046655,0.5896865049487254,đang ngồi trên xe để về quê một mình,đang ngồi trên xe để về quê một mình
61,linhtran92/viet_youtube_asr_corpus_v2,,2.980625,1.7295958299655467,0.5802795822908104,gái xinh đẹp nhưng có hoàn cảnh éo le cô,xinh đẹp nhưng có hoàn cảnh éo le.
62,linhtran92/viet_youtube_asr_corpus_v2,,2.2608125,1.5785875390283763,0.6982390353151251,lại còn phải hỏi đó chính là công chúa,"lại còn phải hỏi, đó chính là công chúa"
63,linhtran92/viet_youtube_asr_corpus_v2,,2.2621875,0.9719683269504458,0.42965860564186026,thái đến tìm mình gây sự và bị cho mấy,đến tìm mình gây sự và bị cho mấy
64,linhtran92/viet_youtube_asr_corpus_v2,,3.0346875,1.5960611309856176,0.525939204938109,đây là cà phê kem trứng,Đây là cà phê kem trứng.
65,linhtran92/viet_youtube_asr_corpus_v2,,2.9215,1.6526480438187718,0.5656847659828074,phận không đứa nào ngã lòng gắng lên,phận không đứa nào ngã lòng gắng lên
66,linhtran92/viet_youtube_asr_corpus_v2,,2.838875,1.01914033992216,0.35899443967140504,thì tại thời điểm mà chị chuyển nghề thì,Thì tại thời điểm mà chị chuyển nghề thì
67,linhtran92/viet_youtube_asr_corpus_v2,,1.66175,0.8853508629836142,0.5327822253549657,không có ai ở trong cái hoàn cảnh đấy,Không có ai ở trong cái hoàn cảnh đấy
68,linhtran92/viet_youtube_asr_corpus_v2,,3.3605,1.5148937210906297,0.4507941440531557,nụ cười của văn ất ngoác ra tận mang tai,Nụ cười của Văn Ất ngoác ra tận mang tai.
69,linhtran92/viet_youtube_asr_corpus_v2,,1.840625,0.981447532074526,0.5332142788859904,trận đấu quyết định cho giải vô địch,Trận đấu quyết định cho giải vô địch
70,linhtran92/viet_youtube_asr_corpus_v2,,1.720875,0.9048981179948896,0.5258360531676558,chúng ta hiểu cái mối liên kết đó chứ,Chúng ta hiểu cái mối liên kết đó chứ
71,linhtran92/viet_youtube_asr_corpus_v2,,2.541375,1.542777901981026,0.6070642474963459,quay gần lại cho mọi người xem chấm muối,Quay gần lại cho mọi người xem chấm muối
72,linhtran92/viet_youtube_asr_corpus_v2,,2.9618125,1.1889561591669917,0.40142857090615686,thẳng vấn đề chính cậu huy này không,thẳng vấn đề chính. Cậu Huy này không
73,linhtran92/viet_youtube_asr_corpus_v2,,1.7944375,0.983343442901969,0.5479953706395285,cẩm thì sẽ có hai con mực này,cầm thì sẽ có hai con mực này.
74,linhtran92/viet_youtube_asr_corpus_v2,,2.461,1.0250677159056067,0.4165248744029284,ông ngoại con phải đóng giả vợ chồng để,ngoại con phải đóng giả vợ chồng để
75,linhtran92/viet_youtube_asr_corpus_v2,,1.8814375,1.609641790855676,0.8555382737166001,tức là con mình nó có thể hút như thế,tức là con mình nó có thể hút như thế
76,linhtran92/viet_youtube_asr_corpus_v2,,2.6578125,1.0538398900534958,0.39650648420590084,ai không nghe và cũng không nói với ai,ai không nghe và cũng không nói với ai.
77,linhtran92/viet_youtube_asr_corpus_v2,,4.4206875,1.3929962699767202,0.3151085142247038,dạ con chào bác con là vân phải không dạ,"Dạ, con chào bác. Con là Vân phải không? Dạ"
78,linhtran92/viet_youtube_asr_corpus_v2,,3.0828125,1.7247043380048126,0.5594580721353675,mặt vẫn nguyên nhưng trong đầu vẫn còn,mặt vẫn nguyên nhưng trong đầu vẫn còn
79,linhtran92/viet_youtube_asr_corpus_v2,,2.7608125,0.9691398360300809,0.351034282853356,phải bước ra khỏi vùng an toàn để mình,phải bước ra khỏi vùng an toàn để mình
80,linhtran92/viet_youtube_asr_corpus_v2,,3.7615625,1.1821121519897133,0.3142609359779914,anh hút một hơi thuốc sâu nữa sau đó đập,"Anh hút một hơi thuốc sâu nữa, sau đó đập"
81,linhtran92/viet_youtube_asr_corpus_v2,,1.621,1.4624511010479182,0.9021906854089563,về những cái tiền mà cuối năm mà mình,về những cái tiền mà cuối năm mà mình
82,linhtran92/viet_youtube_asr_corpus_v2,,2.759,1.0585484530311078,0.38367105945310176,làm chứng ai tin biết đâu có người lại,làm chứng ai tin? Biết đâu có người lại
83,linhtran92/viet_youtube_asr_corpus_v2,,2.3531875,1.5714404750615358,0.6677922923955425,người nó tím tái mà không nói được,người nó tím tái và không nói được.
84,linhtran92/viet_youtube_asr_corpus_v2,,2.18125,1.5743728568777442,0.7217755217777624,ở bên trong mình nó có một cái nguồn,Ở bên trong mình nó có một cái nguồn
85,linhtran92/viet_youtube_asr_corpus_v2,,4.34175,1.1945080740842968,0.2751213391107956,mà mẹ kế yêu con của chồng vô lý ngược,Mẹ kế yêu con của chồng vô lý ngược
86,linhtran92/viet_youtube_asr_corpus_v2,,2.4415,1.6538187919650227,0.677378165867304,từ hôm bố chồng thấy con trai mắng vợ,Từ hôm bố chồng thấy con trai mắng vợ
87,linhtran92/viet_youtube_asr_corpus_v2,,2.6814375,0.9766376810148358,0.364221683710635,viên thường trực hội đồng bảo an với vai,viên thường trực Hội đồng Bảo an với vai
88,linhtran92/viet_youtube_asr_corpus_v2,,3.14025,1.2034573589917272,0.3832361624048172,ngày xửa ngày xưa ở một vùng quê xa xôi,"Ngày xửa ngày xưa, ở một vùng quê xa xôi"
89,linhtran92/viet_youtube_asr_corpus_v2,,2.6613125,1.6626178231090307,0.6247360364891499,bạn nhậu và anh em trong giới xã hội đen,bạn nhậu và anh em trong giới xã hội đen
90,linhtran92/viet_youtube_asr_corpus_v2,,2.6613125,1.0633301259949803,0.39955102078203153,nhung bởi vì đã không có máu xảy ra một,bởi vì đã không có máu xảy ra.
91,linhtran92/viet_youtube_asr_corpus_v2,,2.7015625,1.7181345131248236,0.6359780731057763,đủ can đảm để mà đưa ra quyết định gì,đủ can đảm để mà đưa ra quyết định gì
92,linhtran92/viet_youtube_asr_corpus_v2,,3.4814375,1.0627407049760222,0.30525916520863067,tôi ra thăm mộ bà ngoại thắp nén hương,"Tôi ra thăm mộ bà ngoại, thắp nén hương"
93,linhtran92/viet_youtube_asr_corpus_v2,,2.5766875,1.389212038135156,0.539146496474701,người lính đứng dậy lại gần mai xưa,"Người lính đứng dậy, lại gần Mai Sương."
94,linhtran92/viet_youtube_asr_corpus_v2,,4.081875,1.2498425480443984,0.3061932440470123,người đàn bà to béo xấu xí vụng về mấy,người đàn bà to béo xấu xí vụng về mấy
95,linhtran92/viet_youtube_asr_corpus_v2,,2.5825,1.0078012691810727,0.39024250500719176,mày còn chửi tao là vô học ư còn khốn,Mày còn chửi tao là vô học ư? Con khốn.
96,linhtran92/viet_youtube_asr_corpus_v2,,2.8808125,1.6489356032107025,0.5723856041344941,cho nên là mình không có kiểu là mình,Cho nên là mình không có kiểu là mình
97,linhtran92/viet_youtube_asr_corpus_v2,,2.2814375,1.5111162818502635,0.6623526973017071,một sảnh khách sạn hạng sang lại là quầy,một sảnh khách sạn hạng sang lại là quầy
98,linhtran92/viet_youtube_asr_corpus_v2,,2.5996875,1.8737019798718393,0.7207412351953223,nhưng dù là loại hung hăng nào thì bản,Nhưng dù là loại hung hăng nào thì bạn
99,linhtran92/viet_youtube_asr_corpus_v2,,1.76075,1.5454768759664148,0.8777378253394376,hài lòng rồi mà mình thấy không vấn đề,hài lòng rồi mà mình thấy không vấn đề
100,linhtran92/viet_youtube_asr_corpus_v2,,1.902,1.0602176520042121,0.5574225299706689,cao ngang với mực nước biển thì nhiệt độ,cao ngang với mực nước biển thì nhiệt độ
101,linhtran92/viet_youtube_asr_corpus_v2,,2.9015,1.1032450299244374,0.3802326486039764,nhưng khi đóng cửa lại thì con bé lại,Nhưng khi đóng cửa lại thì con bé lại
102,linhtran92/viet_youtube_asr_corpus_v2,,1.8223125,1.580817896174267,0.8674790389542227,nhưng ở bản thân của em tại sao sau này,nhưng ở bản thân của em tại sao sau này
103,linhtran92/viet_youtube_asr_corpus_v2,,3.5408125,1.17200580611825,0.3309991156318641,cảm ơn em không lâu sau cả hai sánh đôi,"Cảm ơn em. Không lâu sau, cả hai sánh đôi"
104,linhtran92/viet_youtube_asr_corpus_v2,,3.982,1.2263810778968036,0.3079811848058271,nói gì ạ à không tôi có nói gì đâu vâng,"nói gì ạ? À không, tôi có nói gì đâu. Vâng."
105,linhtran92/viet_youtube_asr_corpus_v2,,2.521125,1.565553782042116,0.6209742801495823,của các bác sĩ chúng tôi sẽ có thể chữa,của các bác sĩ chúng tôi sẽ có thể chữa
106,linhtran92/viet_youtube_asr_corpus_v2,,2.9811875,1.1287065998185426,0.3786097317993392,lớn vì nó biết nhiệm vụ phải làm rất,"lớn, vậy nó biết nhiệm vụ phải làm rất"
107,linhtran92/viet_youtube_asr_corpus_v2,,2.4,1.54742281883955,0.6447595078498125,người lao động ví dụ như bình thường,"người lao động, nếu như bình thường"
108,linhtran92/viet_youtube_asr_corpus_v2,,2.9819375,1.6396964469458908,0.5498761952408093,nhưng chỉ nằm trong điều duy nhất đó đó,Nhưng chỉ nằm trong điều duy nhất đó.
109,linhtran92/viet_youtube_asr_corpus_v2,,2.1200625,0.993660039966926,0.4686937483998354,thêm nhiều những chia sẻ thú vị khác của,thêm nhiều những chia sẻ thú vị khác của
110,linhtran92/viet_youtube_asr_corpus_v2,,1.62,1.5933383870869875,0.9835422142512268,giải thích được họ đa phần sẽ cho rằng,"giải thích được, họ đa phần sẽ cho rằng"
111,linhtran92/viet_youtube_asr_corpus_v2,,2.09975,1.5813554578926414,0.7531160651947335,huy là phải chăm sóc bản thân cẩn thận,là phải chăm sóc bản thân cẩn thận.
112,linhtran92/viet_youtube_asr_corpus_v2,,2.922625,0.8966442090459168,0.30679413508264547,cô mà không nghe lời tôi tôi cho người,"Cô mà không nghe lời tôi, tôi cho người"
113,linhtran92/viet_youtube_asr_corpus_v2,,2.5023125,0.9559832529630512,0.3820399142645258,chuộng hay lời có cánh được dành cho,chuộng hay lời có cánh được dành cho
114,linhtran92/viet_youtube_asr_corpus_v2,,2.521125,0.9859044901095331,0.39105736134048613,nhưng chẳng chấp nhận nổi việc anh ấy,Nhưng chẳng chấp nhận nổi việc anh ấy
115,linhtran92/viet_youtube_asr_corpus_v2,,2.6416875,1.0698344269767404,0.40498144726684754,nhìn hồng như vậy chắc là cô ấy không,"Nhìn hồng như vậy, chắc là cô ấy không"
116,linhtran92/viet_youtube_asr_corpus_v2,,2.0908125,1.0285575778689235,0.4919415671510111,các cơ quan chức năng mang trát hầu tòa,Các cơ quan chức năng mang trát hầu tòa
117,linhtran92/viet_youtube_asr_corpus_v2,,1.940875,1.5681779319420457,0.8079747185893197,thị hà nội thành phố hồ chí minh xây,"Hà Nội, thành phố Hồ Chí Minh"
118,linhtran92/viet_youtube_asr_corpus_v2,,3.121375,1.6835565108340234,0.5393637454115648,cho bạn gái nào đó thì sao anh chưa có,cho bạn gái nào đó thì sao? Anh chưa có
119,linhtran92/viet_youtube_asr_corpus_v2,,1.7996875,1.0595575789920986,0.5887453121678616,dạng nhịp điệu mà khi mà chúng ta tái,dạng nhịp điệu mà khi mà chúng ta
120,linhtran92/viet_youtube_asr_corpus_v2,,2.35875,1.1058648189064115,0.4688351113540695,kể cả thiên hoàng đã gây tội ác chiến tranh,kể cả Thiên Hoàng đã gây tội ác chiến tranh.
121,linhtran92/viet_youtube_asr_corpus_v2,,3.10125,1.6871258851606399,0.544014795698715,cùng to lớn đánh bại học thuyết việt nam,cùng to lớn đánh bại học thuyết Việt Nam
122,linhtran92/viet_youtube_asr_corpus_v2,,3.0613125,1.156749767018482,0.37786072706346774,tạm dịch là chủ nghĩa cá nhân mãnh liệt,tạm dịch là chủ nghĩa cá nhân mãnh liệt.
123,linhtran92/viet_youtube_asr_corpus_v2,,3.1216875,1.16418844810687,0.37293561514625345,về sự kỳ diệu của tâm trí trực giác hay,"về sự kỳ diệu của tâm trí, trực giác hay"
124,linhtran92/viet_youtube_asr_corpus_v2,,2.501375,1.5961971338838339,0.6381278832177638,tôi chẳng muốn nhìn xem cảm xúc của chị,Tôi chẳng muốn nhìn xem cảm xúc của chị.
125,linhtran92/viet_youtube_asr_corpus_v2,,3.221625,1.7208602130413055,0.5341590697369513,mấy thứ này mà cũng tin ngày xưa vì xem,Mấy thứ này mà cũng tin. Ngày xưa vì xem
126,linhtran92/viet_youtube_asr_corpus_v2,,2.4615,1.662651687161997,0.6754628020158427,đều đáng chết chết là hết không còn đau,"đều đáng chết, chết là hết, không còn đau"
127,linhtran92/viet_youtube_asr_corpus_v2,,2.1810625,1.580909192096442,0.7248344291355439,các mỏ vàng thật may chúng ta có một cái,"các mỏ vàng, thật may chúng ta có một cái"
128,linhtran92/viet_youtube_asr_corpus_v2,,1.8190625,0.9902219569776207,0.5443584027363659,mọi người phải tập trung theo dõi bởi,Mọi người phải tập trung theo dõi bởi
129,linhtran92/viet_youtube_asr_corpus_v2,,2.9220625,1.6549543258734047,0.5663651362260064,điều gì về con dâu có lúc vợ chồng cãi,"điều gì về con dâu, có lúc vợ chồng cãi"
130,linhtran92/viet_youtube_asr_corpus_v2,,2.5418125,1.0632220739498734,0.41829288114283547,đi kèm tình yêu thì nó là rất nhiều,đi kèm tình yêu thì nó là rất nhiều
131,linhtran92/viet_youtube_asr_corpus_v2,,2.4808125,1.0909900041297078,0.43977124596466194,một việc bé nhỏ như vậy chị cũng cậy nhờ,một việc bé nhỏ như vậy chị cũng cậy nhờ
132,linhtran92/viet_youtube_asr_corpus_v2,,1.741,1.0132477858569473,0.5819918356444269,tăng trưởng cao so với các quốc gia khác,tăng trưởng cao so với các quốc gia khác
133,linhtran92/viet_youtube_asr_corpus_v2,,2.7761875,1.0140932251233608,0.365282685381791,cô lo cả hai cháu có nghĩ đi đâu vậy,"Cô lo cả hai, cháu có nghĩ đi đâu vậy?"
134,linhtran92/viet_youtube_asr_corpus_v2,,1.821375,0.9213398708961904,0.5058485325076881,giờ cô không cần phải hiểu hay giải,giờ cô không cần phải hiểu hay giải
135,linhtran92/viet_youtube_asr_corpus_v2,,1.701,1.0016197150107473,0.5888416901885639,vào thang máy để lên phòng riêng của anh,vào thang máy để lên phòng riêng của anh.
136,linhtran92/viet_youtube_asr_corpus_v2,,4.08075,1.167625844012946,0.28613020744053075,mãn tính là gì ạ hạt chẳng hiểu nên hỏi,Mãn tính là gì ạ? Hạt chẳng hiểu nên hỏi
137,linhtran92/viet_youtube_asr_corpus_v2,,2.4615,1.5859793999698013,0.6443141986470856,độc lập tài chính và giàu có những tham,độc lập tài chính và giàu có những
138,linhtran92/viet_youtube_asr_corpus_v2,,2.3813125,1.006457970943302,0.4226484222223257,cả buổi chiều thúy mang mới báo cáo cho,Tại buổi chiều Thúy mang mấy báo cáo cho
139,linhtran92/viet_youtube_asr_corpus_v2,,1.72,1.6645449970383197,0.9677587192083255,sao không nói với ba mẹ có khó khăn gì,Sao không nói với ba mẹ có khó khăn gì?
140,linhtran92/viet_youtube_asr_corpus_v2,,3.441375,1.1777380618732423,0.3422289235765478,vậy sao ba mẹ em tính thế thì thật tốt,Vậy sao? Ba mẹ em tính thế thì thật tốt.
141,linhtran92/viet_youtube_asr_corpus_v2,,2.94,1.694314013933763,0.5762972836509398,quyết bỏ phải không hơi thở nam tính của,quết bỏ phải không? Hơi thở nam tính của
142,linhtran92/viet_youtube_asr_corpus_v2,,3.70175,1.139603290008381,0.3078552819634986,thế sao là em vì đại cục chung thôi sao,thế sao? Là em vì đại cục chung thôi.
143,linhtran92/viet_youtube_asr_corpus_v2,,2.281625,1.6428471500985324,0.7200338136628641,thời gian đó bọn em nhắn tin với nhau,Thời gian đó bọn em nhắn tin với nhau
144,linhtran92/viet_youtube_asr_corpus_v2,,2.881375,1.009783476125449,0.35045194607624797,điều đáng ngợi khen ở đây là em đã coi,Điều đáng ngợi khen ở đây là em đã coi
145,linhtran92/viet_youtube_asr_corpus_v2,,1.521375,1.009383161086589,0.6634676927690998,thúc đẩy cái việc tiết ra chất kích,thúc đẩy cái việc tiết ra chất kích
146,linhtran92/viet_youtube_asr_corpus_v2,,3.622,1.1187241091392934,0.3088691632079772,về nhà tôi lại phụ vợ dọn dẹp nhà cửa,Về nhà tôi lại phụ vợ dọn dẹp nhà cửa.
147,linhtran92/viet_youtube_asr_corpus_v2,,2.3213125,1.6463535230141133,0.7092339023781216,nước mắt cô đã gieo mầm sống trong con,"nước mắt, cô đã gieo mầm sống trong con"
