index,dataset,path,audio_duration,processing_time,rtf,ground_truth,iflytek_transcription
22,linhtran92/viet_youtube_asr_corpus_v2,,2.840625,0.8177496019925456,0.2878766475661327,khi nhìn thấy tiền cùng ma túy một kẻ, Khi nhận thấy tiền cùng ma túy 1 kệ.
23,linhtran92/viet_youtube_asr_corpus_v2,,1.29875,0.5592968910059426,0.4306424569824389,thì các bạn có thể đến để ăn thử nhá, Thì các bạn có thể đến để ăn thử nhá.
24,linhtran92/viet_youtube_asr_corpus_v2,,2.440375,0.7589548230025684,0.3109992615899476,nữa chứ không phải là một lần duy nhất, Nữa chứ không phải là 1 lần duy nhất.
25,linhtran92/viet_youtube_asr_corpus_v2,,3.92175,1.0001581969991094,0.25502854516455903,con đừng có nói gì nữa ổn rồi có mẹ đi, Con đừng có nói gì nữa ổn rồi có mẹ đi.
26,linhtran92/viet_youtube_asr_corpus_v2,,1.961625,0.6610900719970232,0.3370114430622689,hoàn toàn khác với vẻ bề ngoài lạnh lùng, Hoàn toàn khác với vẻ bề ngoài lạnh lùng.
27,linhtran92/viet_youtube_asr_corpus_v2,,1.432375,0.5779107909911545,0.40346333257083833,chúng ta vẫn đã là chúng ta, Chúng ta vẫn đã là chúng ta.
28,linhtran92/viet_youtube_asr_corpus_v2,,2.381,0.7443571250041714,0.3126237400269515,nhưng mà phần lớn là các bạn sẽ phải có, Nhưng mà phần lớn là các bạn sẽ phải có.
29,linhtran92/viet_youtube_asr_corpus_v2,,2.0216875,0.6907483560062246,0.3416692025875535,họ chắc chắn đã lén lút hẹn hò với nhau, Họ chắc chắn đã lén lút hẹn hò với nhau.
30,linhtran92/viet_youtube_asr_corpus_v2,,2.7415,0.786682039994048,0.28695314243809883,chỉ là hỗ trợ giảm tối thiểu tốc độ lão, Chỉ là hỗ trợ giảm tối thiểu tốc độ lão.
31,linhtran92/viet_youtube_asr_corpus_v2,,2.5399375,0.7877377400000114,0.31014059991634096,nhưng nào ngờ trong chăn mới biết chăn, Nhưng nào ngờ trong chăn mới biết chăn.
32,linhtran92/viet_youtube_asr_corpus_v2,,2.6605,0.7676811410055961,0.28854769442044587,kiếm được nhiều tiền không có nghĩa là, Kiếm được nhiều tiền không có nghĩa là.
33,linhtran92/viet_youtube_asr_corpus_v2,,2.1810625,0.6953024899994489,0.3187907224114159,phải chịu không ít lời nhục mạ mà vẫn, Phải chịu không ít lời nhục mả mà vẫn.
34,linhtran92/viet_youtube_asr_corpus_v2,,3.281625,0.9230617470020661,0.2812819097252325,về sau có gia đình có con cái để hữu hỉ, Về sau có gia đình có con cái để hữu hỉ.
35,linhtran92/viet_youtube_asr_corpus_v2,,2.021125,0.6995312969957013,0.3461098630691824,nói chuyện với nhau thằng công vì không, Nói chuyện với nhau thằng công vì không.
36,linhtran92/viet_youtube_asr_corpus_v2,,2.78275,0.8077317889983533,0.290263871709048,sao không phiền chút nào cả ba mẹ chồng, Sao không phiền chút nào cả 3 mẹ chồng.
37,linhtran92/viet_youtube_asr_corpus_v2,,2.401,0.7200996090105036,0.29991653852998906,một hôm nay cũng là ngày thứ hai cô làm, Hôm nay cũng là ngày thứ 2 cô làm.
38,linhtran92/viet_youtube_asr_corpus_v2,,3.1015625,0.8607809469976928,0.2775313884526566,chạy xe về nhà do có hẹn bước lên nhà, Chạy xe về nhà do có hẹn bước lên nhà.
39,linhtran92/viet_youtube_asr_corpus_v2,,2.82,0.8436434409959475,0.2991643407787048,theo đuổi vất vả như thế nào nên những, Theo đuổi vất vả như thế nào nên những.
40,linhtran92/viet_youtube_asr_corpus_v2,,2.0413125,0.7196780659869546,0.3525565370255434,cho bản thân mình không chỉ là ở trong, Cho bản thân mình không chỉ là ở trong.
41,linhtran92/viet_youtube_asr_corpus_v2,,2.60075,0.7726508880004985,0.2970877200809376,hơn gấp bội thương vợ nên tôi không, Hơn gấp bội thương vợ nên tôi không.
42,linhtran92/viet_youtube_asr_corpus_v2,,2.9015,0.8039153300051112,0.2770688712752408,nói rồi ái phương cũng quay người rời đi, Nói rồi ái phương cũng quay người rời đi.
43,linhtran92/viet_youtube_asr_corpus_v2,,3.2415,0.8901294579991372,0.2746041826312316,do đó bất kỳ sự vật nào trong thực tế, Do đó bất kỳ sự vật nào trong thực tế.
44,linhtran92/viet_youtube_asr_corpus_v2,,2.20125,0.7147321939992253,0.3246937848945941,tiếp sau phương lại giúp linh trả đũa, Tiếp sao phương lại giúp linh trả đũa.
45,linhtran92/viet_youtube_asr_corpus_v2,,2.1096875,0.7639912050071871,0.3621347735184415,chúng tôi nghèo lúc nào cũng đeo nợ, Chúng tôi nghèo lúc nào cũng đeo nón.
46,linhtran92/viet_youtube_asr_corpus_v2,,2.86,0.8282595890050288,0.2896012548968632,và để chúc mừng cho cái sự trao giải này, Và để chúc mừng cho cái sự trao giải này.
47,linhtran92/viet_youtube_asr_corpus_v2,,1.9221875,0.6767091479996452,0.3520515808159429,trên vai khó mà ta có thể nghĩ cho riêng, Trên vai khó mà ta có thể nghĩ cho riêng mình.
48,linhtran92/viet_youtube_asr_corpus_v2,,1.440125,0.5731451070023468,0.3979828882925765,người ta không có nói được một cách hay, Người ta không có nói được 1 cách hay.
49,linhtran92/viet_youtube_asr_corpus_v2,,1.436625,0.5637527479993878,0.392414685808327,sau này nhất định phải cẩn thận, Sau này nhất định phải cẩn thận.
50,linhtran92/viet_youtube_asr_corpus_v2,,2.438375,0.7512836449895985,0.3081083282881421,mà ngỡ như cách xa đến nửa vòng trái đất, Đâu mà ngỡ như cách xa đến nửa vòng trái đất.
51,linhtran92/viet_youtube_asr_corpus_v2,,1.6624375,0.722552495994023,0.4346343823416057,người chỉ huy cũng không phải chịu cảnh, Người chỉ huy cũng không phải chịu cảnh.
52,linhtran92/viet_youtube_asr_corpus_v2,,2.4624375,0.7487903139990522,0.3040850027661828,chung với lá cách đem ăn cơm cũng ngon, Chung với lá cách đem ăn cơm cũng ngon.
53,linhtran92/viet_youtube_asr_corpus_v2,,3.6615,0.9723871739988681,0.26557071528031356,bạn có con và cho con bú thì mình sẽ hạn, Có con và cho con bú thì mình sẽ hạn.
54,linhtran92/viet_youtube_asr_corpus_v2,,2.142125,0.7250191100029042,0.33845789111415264,đôi trẻ chắc là vừa mới cùng nhau đi dạo, Hơi trẻ chắc là vừa mới cùng nhau đi xào.
55,linhtran92/viet_youtube_asr_corpus_v2,,2.44,0.7343414549977751,0.30095961270400623,miệng chúng ta chúng đứng một bên để, Miệng chúng ta chúng đứng 1 bên để.
56,linhtran92/viet_youtube_asr_corpus_v2,,2.78875,0.782770696998341,0.28068873043418774,thì lúc đó lòng tự ái sẽ được thoát thai, Thì lúc đó lòng tự ái sẽ được thoát thai.
57,linhtran92/viet_youtube_asr_corpus_v2,,3.0415625,0.85685374600871,0.2817149889271419,không muốn gì cả em ngủ đi chúc em ngủ, Không muốn gì cả em ngủ đi chúc em ngủ.
58,linhtran92/viet_youtube_asr_corpus_v2,,2.501875,0.8020097550033825,0.3205634793918091,để có được cuốn thơ này là ông xã em, Để có được cuốn thơ này là ông xã em.
59,linhtran92/viet_youtube_asr_corpus_v2,,1.9614375,0.6764560829906259,0.344877714936431,nó có đáng với tất cả chi phí đó không, Nó có đáng với tất cả chi phí đó không.
60,linhtran92/viet_youtube_asr_corpus_v2,,2.6089375,0.767399705000571,0.2941426174450599,đang ngồi trên xe để về quê một mình, Đang ngồi trên xe để về quy 1 mình.
61,linhtran92/viet_youtube_asr_corpus_v2,,2.980625,0.8190840690076584,0.2748027910279416,gái xinh đẹp nhưng có hoàn cảnh éo le cô, Gái xinh đẹp nhưng có hoàn cảnh áo le.
62,linhtran92/viet_youtube_asr_corpus_v2,,2.2608125,0.7457690060109599,0.3298676940307787,lại còn phải hỏi đó chính là công chúa," Tôi lại còn phải hỏi, đó chính là công chúa."
63,linhtran92/viet_youtube_asr_corpus_v2,,2.2621875,0.7481856380036334,0.3307354664472478,thái đến tìm mình gây sự và bị cho mấy, Thái đến tìm mình gây xử và bị cho mấy.
64,linhtran92/viet_youtube_asr_corpus_v2,,3.0346875,0.8405961899989052,0.2769959641639889,đây là cà phê kem trứng, Đây là cà phê kem chùm.
65,linhtran92/viet_youtube_asr_corpus_v2,,2.9215,0.8168288949964335,0.2795922967641395,phận không đứa nào ngã lòng gắng lên, Phận không đứa nào ngã lòng gắng lên.
66,linhtran92/viet_youtube_asr_corpus_v2,,2.838875,0.8461873849882977,0.29807137862297484,thì tại thời điểm mà chị chuyển nghề thì, Thì à tại thời điểm mà chị chuyển nghề thì.
67,linhtran92/viet_youtube_asr_corpus_v2,,1.66175,0.5705430779926246,0.3433386959486232,không có ai ở trong cái hoàn cảnh đấy, Không có ai ở trong cái hoàn cảnh đấy.
68,linhtran92/viet_youtube_asr_corpus_v2,,3.3605,0.9128614350047428,0.27164452760147084,nụ cười của văn ất ngoác ra tận mang tai, Nụ cười của văn ất ngoác ra tận mang tai.
69,linhtran92/viet_youtube_asr_corpus_v2,,1.840625,0.6713487290107878,0.36473954717054685,trận đấu quyết định cho giải vô địch, Trận đấu quyết định cho giải vô địch.
70,linhtran92/viet_youtube_asr_corpus_v2,,1.720875,0.6155002510058694,0.3576670304385091,chúng ta hiểu cái mối liên kết đó chứ, Chúng ta hiểu cái mối liên kết đó chứ.
71,linhtran92/viet_youtube_asr_corpus_v2,,2.541375,0.7778668610117165,0.3060811021638745,quay gần lại cho mọi người xem chấm muối, Quay vòng lại cho mọi người sim chấm muối.
72,linhtran92/viet_youtube_asr_corpus_v2,,2.9618125,0.8105260679876665,0.27365880452853325,thẳng vấn đề chính cậu huy này không, Thẳng vấn đề chính cậu huy này không?
73,linhtran92/viet_youtube_asr_corpus_v2,,1.7944375,0.6409872889926191,0.3572079211410925,cẩm thì sẽ có hai con mực này, Cẩm thì sẽ có 2 con mực nè.
74,linhtran92/viet_youtube_asr_corpus_v2,,2.461,0.6962719050061423,0.28292235067295507,ông ngoại con phải đóng giả vợ chồng để, Ông ngoại con phải đóng giả vợ chồng để.
75,linhtran92/viet_youtube_asr_corpus_v2,,1.8814375,0.6693961850105552,0.35578975385074185,tức là con mình nó có thể hút như thế, Tức là con mình nó có thể hút như thế.
76,linhtran92/viet_youtube_asr_corpus_v2,,2.6578125,0.7809767220023787,0.2938419177433994,ai không nghe và cũng không nói với ai, Không nghe và cũng không nói với ai.
77,linhtran92/viet_youtube_asr_corpus_v2,,4.4206875,1.0717608600098174,0.24244212240965177,dạ con chào bác con là vân phải không dạ," Dạ con chào bác, con là vân, phải không dạ."
78,linhtran92/viet_youtube_asr_corpus_v2,,3.0828125,0.8450529609981459,0.27411753423153234,mặt vẫn nguyên nhưng trong đầu vẫn còn, Mặt vẫn nguyên nhưng trong đầu vẫn còn.
79,linhtran92/viet_youtube_asr_corpus_v2,,2.7608125,0.8082717850047629,0.29276591039947947,phải bước ra khỏi vùng an toàn để mình, Phải bước ra khỏi vùng an toàn để mình.
80,linhtran92/viet_youtube_asr_corpus_v2,,3.7615625,1.0014672600082122,0.26623703846691693,anh hút một hơi thuốc sâu nữa sau đó đập, Anh hút 1 hơi thuốc sâu nữa sau đó đập.
81,linhtran92/viet_youtube_asr_corpus_v2,,1.621,0.6330452779948246,0.39052762368588806,về những cái tiền mà cuối năm mà mình, Về những cái tiền mà cuối năm mà mình.
82,linhtran92/viet_youtube_asr_corpus_v2,,2.759,0.8119166940014111,0.29427933816651364,làm chứng ai tin biết đâu có người lại, Làm chứng ai tin biết đâu có người lạnh.
83,linhtran92/viet_youtube_asr_corpus_v2,,2.3531875,0.7298082999914186,0.3101360601275583,người nó tím tái mà không nói được, Người nó tím tái mà không nói được.
84,linhtran92/viet_youtube_asr_corpus_v2,,2.18125,0.7168397110071965,0.3286371167941302,ở bên trong mình nó có một cái nguồn, Ở bên trong mình nó có 1 cái nguồn.
85,linhtran92/viet_youtube_asr_corpus_v2,,4.34175,1.0810885620012414,0.2489983444466497,mà mẹ kế yêu con của chồng vô lý ngược, Mẹ kế yêu con của chồng vô lý ngược.
86,linhtran92/viet_youtube_asr_corpus_v2,,2.4415,0.7061475460068323,0.28922692853034293,từ hôm bố chồng thấy con trai mắng vợ, Từ hôm bố chồng thấy con trai mắng vợ.
87,linhtran92/viet_youtube_asr_corpus_v2,,2.6814375,0.7895184679946396,0.29443851217663647,viên thường trực hội đồng bảo an với vai, Viên thường trực hội đồng bảo an với vai.
88,linhtran92/viet_youtube_asr_corpus_v2,,3.14025,0.865999310000916,0.2757740020701906,ngày xửa ngày xưa ở một vùng quê xa xôi, Ngày xửa ngày xưa ở 1 vùng quê xa xôi.
89,linhtran92/viet_youtube_asr_corpus_v2,,2.6613125,0.7945061699865619,0.2985392245317158,bạn nhậu và anh em trong giới xã hội đen, Bạn nhậu và anh em trong giới xã hội đen.
90,linhtran92/viet_youtube_asr_corpus_v2,,2.6613125,0.7860496649955167,0.29536165519664326,nhung bởi vì đã không có máu xảy ra một, Nhung bởi vì đã không có máu xảy ra.
91,linhtran92/viet_youtube_asr_corpus_v2,,2.7015625,0.7870655959995929,0.2913371783919835,đủ can đảm để mà đưa ra quyết định gì, Không đủ can đảm để mà đưa ra quyết định gì.
92,linhtran92/viet_youtube_asr_corpus_v2,,3.4814375,0.9061532199993962,0.260281340681657,tôi ra thăm mộ bà ngoại thắp nén hương, Tôi ra thăm mộ bà ngoại thắp nén hương.
93,linhtran92/viet_youtube_asr_corpus_v2,,2.5766875,0.7734544169943547,0.30017393145049787,người lính đứng dậy lại gần mai xưa, Người lính đứng dậy lại gần mai xưa.
94,linhtran92/viet_youtube_asr_corpus_v2,,4.081875,1.0279444579937262,0.2518314397167297,người đàn bà to béo xấu xí vụng về mấy, Người đàn bà to béo xấu xí vụng về.
95,linhtran92/viet_youtube_asr_corpus_v2,,2.5825,0.7763460149872117,0.3006180116116986,mày còn chửi tao là vô học ư còn khốn, Mày còn chửi tao là vô học ư còn khốn.
96,linhtran92/viet_youtube_asr_corpus_v2,,2.8808125,0.8291437989973929,0.28781595435225055,cho nên là mình không có kiểu là mình, Cho nên là mình không có kiểu là mình.
97,linhtran92/viet_youtube_asr_corpus_v2,,2.2814375,0.7377076779957861,0.3233521312750343,một sảnh khách sạn hạng sang lại là quầy, 1 sảnh khách sạn hạng sang lại là quầy.
98,linhtran92/viet_youtube_asr_corpus_v2,,2.5996875,0.7828435260016704,0.30112985733926495,nhưng dù là loại hung hăng nào thì bản, Nhưng dù là loại hung hăng nào thì bạn.
99,linhtran92/viet_youtube_asr_corpus_v2,,1.76075,0.6783204039966222,0.3852451534838121,hài lòng rồi mà mình thấy không vấn đề, Thấy hài lòng rồi mà mình thấy không vấn đề.
100,linhtran92/viet_youtube_asr_corpus_v2,,1.902,0.6507534429983934,0.34214166298548554,cao ngang với mực nước biển thì nhiệt độ, Cao ngang với mực nước biển tuy nhiên độ.
101,linhtran92/viet_youtube_asr_corpus_v2,,2.9015,0.8449308999988716,0.29120485955501346,nhưng khi đóng cửa lại thì con bé lại, Nhưng khi đóng cửa lại thì con bé lại.
102,linhtran92/viet_youtube_asr_corpus_v2,,1.8223125,0.6911002720007673,0.3792435556474355,nhưng ở bản thân của em tại sao sau này, Nhưng ở bản thân của em tại sao sau này.
103,linhtran92/viet_youtube_asr_corpus_v2,,3.5408125,0.95426499399764,0.2695045258673369,cảm ơn em không lâu sau cả hai sánh đôi, Cảm ơn em không lâu sau cả 2 sánh đôi.
104,linhtran92/viet_youtube_asr_corpus_v2,,3.982,0.9986521789978724,0.25079160698088204,nói gì ạ à không tôi có nói gì đâu vâng, Nói gì ạ à không tôi có nói gì đâu. vâng.
105,linhtran92/viet_youtube_asr_corpus_v2,,2.521125,0.8036886829941068,0.3187817672642597,của các bác sĩ chúng tôi sẽ có thể chữa," Của các bác sĩ, chúng tôi sẽ có thể chữa."
106,linhtran92/viet_youtube_asr_corpus_v2,,2.9811875,0.8096623470046325,0.27159054806335814,lớn vì nó biết nhiệm vụ phải làm rất, Vì nó biết nhiệm vụ phải làm trước.
107,linhtran92/viet_youtube_asr_corpus_v2,,2.4,0.7359495359996799,0.30664563999986666,người lao động ví dụ như bình thường, Người lao động ví dụ như bình thường.
108,linhtran92/viet_youtube_asr_corpus_v2,,2.9819375,0.8346104660013225,0.27988865159022364,nhưng chỉ nằm trong điều duy nhất đó đó, Nhưng chỉ nằm trong điều duy nhất đó.
109,linhtran92/viet_youtube_asr_corpus_v2,,2.1200625,0.6991714309988311,0.3297881222835794,thêm nhiều những chia sẻ thú vị khác của, Thêm nhiều những chia sẻ thú vị khác cuộc sống.
110,linhtran92/viet_youtube_asr_corpus_v2,,1.62,0.6089752559928456,0.37591065184743555,giải thích được họ đa phần sẽ cho rằng, Giải thích được họ đa phần sẽ cho rằng.
111,linhtran92/viet_youtube_asr_corpus_v2,,2.09975,0.7207997990044532,0.34327886605760366,huy là phải chăm sóc bản thân cẩn thận, Huy là phải chăm sóc bản thân cẩn thận.
112,linhtran92/viet_youtube_asr_corpus_v2,,2.922625,0.8231133799999952,0.2816349617210539,cô mà không nghe lời tôi tôi cho người, Cô mà không nghe lời tôi ấy tôi cho người.
113,linhtran92/viet_youtube_asr_corpus_v2,,2.5023125,0.7701324369991198,0.30776828913220067,chuộng hay lời có cánh được dành cho, Chuộng hay lời có cánh được dành cho.
114,linhtran92/viet_youtube_asr_corpus_v2,,2.521125,0.790896744991187,0.31370786652434407,nhưng chẳng chấp nhận nổi việc anh ấy, Nhưng chẳng chấp nhận nổi việc anh ấy.
115,linhtran92/viet_youtube_asr_corpus_v2,,2.6416875,0.7753587690094719,0.2935088911952954,nhìn hồng như vậy chắc là cô ấy không, Nhìn hồng như vậy chắc là cô ấy không.
116,linhtran92/viet_youtube_asr_corpus_v2,,2.0908125,0.692728702997556,0.33132033742746225,các cơ quan chức năng mang trát hầu tòa, Các cơ quan chức năng mang trát hầu tòa.
117,linhtran92/viet_youtube_asr_corpus_v2,,1.940875,0.6600089019921143,0.3400573978190838,thị hà nội thành phố hồ chí minh xây, Thị hà nội thành phố hồ chí minh xây dựng.
118,linhtran92/viet_youtube_asr_corpus_v2,,3.121375,0.9838579810020747,0.31520018613658235,cho bạn gái nào đó thì sao anh chưa có, Cho bạn gái nào đó thì sao anh chưa có.
119,linhtran92/viet_youtube_asr_corpus_v2,,1.7996875,0.6425997600017581,0.3570618565732985,dạng nhịp điệu mà khi mà chúng ta tái, Dạng nhịp điệu mà khi mà chúng ta tải.
120,linhtran92/viet_youtube_asr_corpus_v2,,2.35875,0.7548223470075754,0.32000947408906216,kể cả thiên hoàng đã gây tội ác chiến tranh, Kể cả thiên hoàng đã gây tội ác chiến tranh.
121,linhtran92/viet_youtube_asr_corpus_v2,,3.10125,0.8582739640114596,0.27675097590051095,cùng to lớn đánh bại học thuyết việt nam, Cùng to lớn đánh bại học thuyết việt nam.
122,linhtran92/viet_youtube_asr_corpus_v2,,3.0613125,0.8602275849989383,0.28099959902784777,tạm dịch là chủ nghĩa cá nhân mãnh liệt, Tạm dịch là chủ nghĩa cá nhân mãnh liệt.
123,linhtran92/viet_youtube_asr_corpus_v2,,3.1216875,0.8563242820091546,0.2743145436592082,về sự kỳ diệu của tâm trí trực giác hay, Nói về sự kỳ diệu của tâm trí trực giác.
124,linhtran92/viet_youtube_asr_corpus_v2,,2.501375,0.80054853198817,0.32004338893135575,tôi chẳng muốn nhìn xem cảm xúc của chị, Tôi chẳng muốn nhìn xem cảm xúc của chị.
125,linhtran92/viet_youtube_asr_corpus_v2,,3.221625,0.8790002310124692,0.27284374531873484,mấy thứ này mà cũng tin ngày xưa vì xem, Mấy thứ này mà cũng tin ngày xưa vì xem.
126,linhtran92/viet_youtube_asr_corpus_v2,,2.4615,0.7833268499962287,0.31823150517823634,đều đáng chết chết là hết không còn đau, Đều đáng chết chết là hết không còn đau.
127,linhtran92/viet_youtube_asr_corpus_v2,,2.1810625,0.6939129039965337,0.3181536081595707,các mỏ vàng thật may chúng ta có một cái, Các mỏ vàng thật may chúng ta có 1 cái.
128,linhtran92/viet_youtube_asr_corpus_v2,,1.8190625,0.6584251449967269,0.36195850609680913,mọi người phải tập trung theo dõi bởi, Mọi người phải tập trung theo dõi bờ.
129,linhtran92/viet_youtube_asr_corpus_v2,,2.9220625,0.8221873930015136,0.28137228173644935,điều gì về con dâu có lúc vợ chồng cãi, Điều gì về con dâu có lúc vợ chồng cãi.
130,linhtran92/viet_youtube_asr_corpus_v2,,2.5418125,0.7863347039965447,0.30935983830300023,đi kèm tình yêu thì nó là rất nhiều, Đi kèm tình yêu thì nó là rất nhiều.
131,linhtran92/viet_youtube_asr_corpus_v2,,2.4808125,0.750002995991963,0.30232151603233337,một việc bé nhỏ như vậy chị cũng cậy nhờ, Em 1 việc bé nhỏ như vậy chị cũng cậy nhờ.
132,linhtran92/viet_youtube_asr_corpus_v2,,1.741,0.6105222449987195,0.3506733170584259,tăng trưởng cao so với các quốc gia khác, Tăng trưởng cao so với các quốc gia khác.
133,linhtran92/viet_youtube_asr_corpus_v2,,2.7761875,0.8197733779961709,0.2952874681541398,cô lo cả hai cháu có nghĩ đi đâu vậy, Cô lo cả 2 cháu cứ nghĩ đi đâu vậy.
134,linhtran92/viet_youtube_asr_corpus_v2,,1.821375,0.6510851220082259,0.3574690121519324,giờ cô không cần phải hiểu hay giải, Giờ cô không cần phải hiểu hay rảnh.
135,linhtran92/viet_youtube_asr_corpus_v2,,1.701,1.6789939160080394,0.9870628547960255,vào thang máy để lên phòng riêng của anh, Vào thang máy để lên phòng riêng của anh.
136,linhtran92/viet_youtube_asr_corpus_v2,,4.08075,1.0293762810033513,0.25225173828422504,mãn tính là gì ạ hạt chẳng hiểu nên hỏi," Mãn tính là gì, ạ hạt chẳng hiểu nên họ."
137,linhtran92/viet_youtube_asr_corpus_v2,,2.4615,0.751402316003805,0.3052619605946801,độc lập tài chính và giàu có những tham, Độc lập tài chính và giàu có những tham.
138,linhtran92/viet_youtube_asr_corpus_v2,,2.3813125,0.7436831180093577,0.3122996742382017,cả buổi chiều thúy mang mới báo cáo cho, Cả buổi chiều thúy mang mấy báo cáo cho.
139,linhtran92/viet_youtube_asr_corpus_v2,,1.72,0.627544967996073,0.36485172557911216,sao không nói với ba mẹ có khó khăn gì, Sao không nói với 3 mẹ có khó khăn gì?
140,linhtran92/viet_youtube_asr_corpus_v2,,3.441375,0.9410319599992363,0.2734465032143362,vậy sao ba mẹ em tính thế thì thật tốt, Vậy sao 3 mẹ em tính thế thì thật tốt.
141,linhtran92/viet_youtube_asr_corpus_v2,,2.94,0.840865803998895,0.28600877687037246,quyết bỏ phải không hơi thở nam tính của, Quyết bỏ phải không hơi thở nam tính của.
142,linhtran92/viet_youtube_asr_corpus_v2,,3.70175,0.9485448420018656,0.2562422751406404,thế sao là em vì đại cục chung thôi sao, Kiểu thế sao là em vì đại cục chung thôi sao.
143,linhtran92/viet_youtube_asr_corpus_v2,,2.281625,0.7156996840058127,0.3136798045278311,thời gian đó bọn em nhắn tin với nhau, Thời gian đó bọn em nhắn tin với nhau.
144,linhtran92/viet_youtube_asr_corpus_v2,,2.881375,0.7889017359993886,0.27379349650753154,điều đáng ngợi khen ở đây là em đã coi, Điều đáng gợi khen ở đây là em đã coi.
145,linhtran92/viet_youtube_asr_corpus_v2,,1.521375,0.6097403300082078,0.4007824040806559,thúc đẩy cái việc tiết ra chất kích, Thúc đẩy cái việc tiết ra chất kích thích.
