index,dataset,path,audio_duration,ground_truth,gpt4o_transcription,processing_time,rtf
22,capleaf/viVoice,audio_184.32_189.26.wav,4.949333333333334,"Đầu tiên là do đồng yên liên tục mất giá trong năm 2023, làm xói mòn lợi nhuận xuất khẩu.","Đầu tiên là do đồng yên liên tục mất giá trong năm 2023, làm xói mòn lợi nhuận xuất khẩu.",3.499846199993044,0.7071348733822153
23,capleaf/viVoice,audio_1011.42_1015.66.wav,4.352,"Năm 2015, Việt Nam chọn hệ thống tiên lửa Spider làm hệ thống tiên lửa phòng không tầm trung mới.","Năm 2015, Việt Nam chọn hệ thống tên lửa SPYDER làm hệ thống tên lửa phòng không tầm trung mới.",0.9847787000471726,0.22628187041525105
24,capleaf/viVoice,audio_246.79_253.55.wav,6.741333333333333,"Trong những năm gần đây, Starbucks đã tăng giá các sản phẩm của mình để đối phó với lãng phát và chi phí lao động tăng cao.","Trong những năm gần đây, Starbucks đã tăng giá các sản phẩm của mình để đối phó với lạm phát và chi phí lao động tăng cao.",3.1227014999603853,0.4632171924387439
25,capleaf/viVoice,audio_282.61_286.33.wav,3.84,"Như vậy, thật ra sát xuất để ô tô ở cửa 1 và cửa 3 không phải là bằng nhau.","Như vậy, thật ra xác suất để ô tô ở cửa 1 và cửa 3 không phải là bằng nhau.",2.3899471000768244,0.6223820573116731
26,capleaf/viVoice,audio_1178.62_1186.3.wav,7.765333333333333,"Kiểm soát cảm xúc thực chất là một quá trình đánh giá lại bản thân, để tìm thấy tự do, thoát khỏi sự cuốn hút của chính bản ngã.",Kiểm soát cảm xúc thực chất là một quá trình đánh giá lại bản thân để tìm thấy tự do thoát khỏi sự củng hụt của chính bản ngã.,1.3569354000501335,0.174742711201511
27,capleaf/viVoice,audio_1091.88_1095.4.wav,3.4133333333333336,"Thứ hai, trong khẩu vũ khí có nòng còn bảy viên.","Thứ hai, trong khẩu vũ khí có nòng còn bảy viên.",2.5758560000685975,0.7546453125200969
28,capleaf/viVoice,audio_17.66_27.98.wav,10.410666666666666,"Trước đó, phóng viên thông tấn xã Việt Nam đã đưa tin trong giờ ra chơi tiết 2, nam sinh lớp 10 trường Trung học Phổ thông Đào Duy Từ bất ngờ rơi từ tầng 4 của nhà trường và bị đa chấn thương.","Trước đó, phóng viên Thông tấn xã Việt Nam đã đưa tin, trong giờ ra chơi tiết hai, nam sinh lớp 10 Trường Trung học phổ thông Đào Duy Từ bất ngờ rơi từ tầng 4 của nhà trường và bị đa chấn thương.",3.154820999945514,0.3030373655173073
29,capleaf/viVoice,audio_1125.88_1127.5.wav,1.4506666666666668,Với giá cao hơn đá thị trường.,Với giá cao hơn giá thị trường.,0.9426845000125468,0.6498284696777665
30,capleaf/viVoice,audio_132.6_137.36.wav,4.864,"Chiến thuật này đã kích cầu việc mua rượu, và ngay sau đó, ông bán được một số lượng rượu lớn từ những người khách đó.","Chiến thuật này đã kích cầu việc mua rượu, và ngay sau đó ông bán được một số lượng rượu lớn từ những người khách đó.",2.7028051000088453,0.5556753906268186
31,capleaf/viVoice,audio_556.64_557.86.wav,1.3653333333333333,Khỏi tâm trạng tiêu cực.,Khởi tâm trạng tiêu cực.,1.909234199905768,1.3983648925091074
32,capleaf/viVoice,audio_422.66_431.4.wav,8.874666666666666,"Để bảo vệ mình, Đài Loan có thể tận dụng nguồn lực mà họ đang có để thiết lập một khu vực cấm nhằm ngăn chặn hải quân của PLA từ việc xâm nhập vào phía đông của đảo.","Để bảo vệ mình, Đài Loan có thể tận dụng nguồn lực mà họ đang có để thiết lập một khu vực cấm nhằm ngăn chặn hải quân của PLA từ việc xâm nhập vào phía đông của đảo.",2.0037149999989197,0.2257791841945898
33,capleaf/viVoice,audio_1616.06_1617.74.wav,1.4506666666666668,Nga giặt hoài không ra.,Nga giặt hoài không ra.,1.9472472000634298,1.3423119485731363
34,capleaf/viVoice,audio_100.18_101.92.wav,1.792,Mọi chuyện không chỉ dừng lại ở đó.,Mọi chuyện không chỉ dừng lại ở đó.,1.9842394000152126,1.1072764509013462
35,capleaf/viVoice,audio_1213.56_1218.92.wav,5.376,"Sáng hôm sau, Lacey nhận ra rằng cô đã không nhận được tin tức gì từ Tony hay Victoria cả đêm.","Sáng hôm sau, Lacey nhận ra rằng cô đã không nhận được tin tức gì từ Tony hay Victoria cả đêm.",1.1748729000100866,0.21854034598401906
36,capleaf/viVoice,audio_624.3_627.82.wav,3.584,Vì vậy mà những chuyên binh nửa người nửa mái của Liên Xô đã không được sử dụng.,Vì vậy máy bay chiến binh nửa người nửa máy của Liên Xô đã không được sử dụng.,2.734030299936421,0.7628432756519032
37,capleaf/viVoice,audio_212.4_220.0.wav,7.765333333333333,Nhưng Steve đã cho thấy cách thức những nguyên lý này phối hợp hoạt động giúp Amazon mở rộng quy mô không giống như bất kỳ công ty nào khác.,Nhưng Stipp đã cho thấy cách thức những nguyên lý này phối hợp hoạt động giúp Amazon mở rộng quy mô không giống như bất kỳ công ty nào khác.,2.7892162000061944,0.359188212569479
38,capleaf/viVoice,audio_502.33_504.67.wav,2.3893333333333335,Nhưng vẫn có sự sống trong điều kiện khắc nghiệt này.,Nhưng vẫn có sự sống trong điều kiện khắc nghiệt này.,0.6898677999852225,0.28872815289560094
39,capleaf/viVoice,audio_137.8_142.78.wav,5.034666666666666,TV có không hình hiển thị sắc nét nhờ độ phân giải 4K và công nghệ bộ xử lý Crystal 4K.,Tivi có khung hình hiển thị sắc nét nhờ độ phân giải 4K và công nghệ bộ xử lý Crystal 4K.,2.8290139000164345,0.5619068922172473
40,capleaf/viVoice,audio_621.03_624.05.wav,2.986666666666667,"Còn hiện tại, tôi nghĩ rằng đó là 100% công việc.","Công hiến tại, tôi nghĩ rằng đó là 100% công việc.",2.201488699996844,0.7371055915168004
41,capleaf/viVoice,audio_61.49_63.83.wav,2.304,"Cho hết hành lá vào, khuấy đều lên.","Cho hết hành lá vào, khuấy đều lên.",0.6381952000083402,0.2769944444480643
42,capleaf/viVoice,audio_0.0_2.1.wav,2.474666666666667,"Ví dụ 2, tính trung bình của dãy số.",Ví dụ 2: Tính trung bình của dãy số.,2.322686200030148,0.9385854795380447
43,capleaf/viVoice,audio_500.02_502.34.wav,2.304,Justin bỗng chốc vụt sáng thành ngôi sao toàn cầu.,Justin bỗng chốc vụt sáng thành ngôi sao toàn cầu.,2.2528351999353617,0.9777930555275008
44,capleaf/viVoice,audio_558.45_569.81.wav,11.349333333333334,"Đó là các anh chị hãy tạm đừng xem như đây là một cái khóa học theo kiểu bình thường, mà hãy xem như nó là một cái hành trình mà tôi sẽ cùng đồng hành với các anh chị trong khoảng 6 tháng tới.","Đó là các anh chị hãy tạm đừng xem đây là một khóa học theo kiểu bình thường, mà hãy xem như nó là một hành trình mà tôi sẽ cùng đồng hành với các anh chị trong khoảng 6 tháng tới.",1.6744276999961585,0.1475353354084961
45,capleaf/viVoice,audio_907.27_910.45.wav,3.2426666666666666,Ông ta vì thế tìm cách thương lượng với triều đình Huế nhưng bất thẳng.,Ông ta vì thế tìm cách thương lượng với triều đình Huế nhưng bất thành.,2.238093900028616,0.6902016550252723
46,capleaf/viVoice,audio_339.44_343.2.wav,4.096,Để mà nếu mà cấp cho mình thì rủi bên kia khiếu nại sao?,Nếu mà cắt cho mình thì rủi bên kia khiếu nại sao?,2.715948099968955,0.6630732665939831
47,capleaf/viVoice,audio_73.98_75.08.wav,1.1946666666666668,Hãy cùng bắt đầu nhá!,Hãy cùng bắt đầu nhé!,0.5940219999756664,0.4972282365867743
48,capleaf/viVoice,audio_943.5_944.3.wav,1.024,Giờ thổi lửa rồi.,Già thôi lửa rồi.,1.8413653000025079,1.798208300783699
49,capleaf/viVoice,audio_1659.35_1662.19.wav,2.986666666666667,Hãy để cho những cơn gió của lòng nhiệt thanh quét qua mình.,Hãy để cho những cơn gió của lòng nhiệt thành quét qua mình.,2.260992700001225,0.7570288058039815
50,capleaf/viVoice,audio_310.47_313.77.wav,3.4133333333333336,Anh ta cũng làm như vậy ở tầng 2 và lên đến nóc nhà.,Anh ta cũng làm như vậy ở tầng hai và lên đến nóc nhà.,0.8936357999918982,0.26180736327887644
51,capleaf/viVoice,audio_866.05_867.83.wav,1.8773333333333333,Bước đầu tiên là chữ cái ai.,Bước đầu tiên là chữ cái A.,1.9134088000282645,1.0192163352423285
52,capleaf/viVoice,audio_561.9_565.24.wav,3.328,"Nếu anh không làm như thế này, thì em sẽ như thế này như thế kia.",Nếu anh không làm như thế này thì em sẽ như thế này như thế kia.,2.382910000043921,0.7160186298208898
53,capleaf/viVoice,audio_330.25_333.07.wav,2.304,Bởi một thông điệp sẽ trở nên vô nghĩa.,Bởi một thông điệp sẽ trở nên vô nghĩa.,0.6585501000517979,0.2858290364808151
54,capleaf/viVoice,audio_286.88_288.52.wav,1.792,"Hơi chát chát, hơi chua chua một chút.","Hơi chát chát, hơi chua chua một chút.",2.0257148999953642,1.1304212611581272
55,capleaf/viVoice,audio_181.89_183.21.wav,1.3653333333333333,Casey đã rất nghiêm túc.,Cây sĩ đã rất nghiêm túc.,1.96805729996413,1.4414482177471655
56,capleaf/viVoice,audio_508.86_511.62.wav,2.7306666666666666,Sẽ nhìn thấy nó hơi như nâu vàng như vầy nè.,Sẽ nhìn thấy nó hơi như nâu vàng như vầy nè.,1.1376702999696136,0.4166273071177784
57,capleaf/viVoice,audio_324.44_330.2.wav,5.888,"Thầy không chỉ mang đến những bài học thú vị, đầy tính trải nghiệm, mà còn rất quan tâm đến học sinh.","Thầy không chỉ mang đến những bài học thú vị, đầy tính trải nghiệm, mà còn rất quan tâm đến học sinh.",2.697458399925381,0.4581281249873269
58,capleaf/viVoice,audio_156.06_158.86.wav,2.986666666666667,Còn không thì mèo sẽ không bao giờ cảm thấy buồn chán.,Còn không thì mèo sẽ không bao giờ cảm thấy buồn chán.,2.5117687999736518,0.8409940178483208
59,capleaf/viVoice,audio_52.54_57.26.wav,4.949333333333334,"Vinh đã vào bên trong sư khấu rồi, khán giả và ekip đã có mặt đầy đủ để sẵn sàng cho buổi biểu diễn của các chị đẹp.","Vinh đã vào bên trong sân khấu rồi, khán giả và ekip đã có mặt đầy đủ để sẵn sàng cho buổi biểu diễn của các chị đẹp.",1.1160222999751568,0.2254894194454115
60,capleaf/viVoice,audio_1731.38_1734.98.wav,3.6693333333333333,Điều này chỉ càm làm chắc chắn thêm những gì mà chúng ta đã nói với nhau từ trước.,Điều này sẽ càng làm chắc chắn thêm những gì mà chúng ta đã nói với nhau từ trước.,2.447805800009519,0.667098237647943
61,capleaf/viVoice,audio_437.83_448.23.wav,10.496,"Lý do vẫn còn đang được tranh luận, nhưng hầu hết các nhà khoa học tin rằng nó liên quan đến sự căng thẳng khi bắt đầu một tuần làm việc mới, hoặc những thay đổi trong chu kỳ ngủ thức của chúng ta.","Lý do vẫn còn đang được tranh luận, nhưng hầu hết các nhà khoa học tin rằng nó liên quan đến sự căng thẳng khi bắt đầu một tuần làm việc mới hoặc những thay đổi trong chu kỳ ngủ-thức của chúng ta.",3.1992761999135837,0.304809089168596
62,capleaf/viVoice,audio_257.65_263.83.wav,6.314666666666667,"Chắc chắn rồi, nếu bạn chuẩn bị du hành vào vũ trụ, một trong những điều đầu tiên mà bạn nghĩ đến sẽ là bộ đồ du hành vũ trụ của mình.","Chắc chắn rồi, nếu bạn chuẩn bị du hành vào vũ trụ, một trong những điều đầu tiên mà bạn nghĩ đến sẽ là bộ đồ du hành vũ trụ của mình.",1.289370600017719,0.20418664485077898
63,capleaf/viVoice,audio_270.99_275.39.wav,4.522666666666667,"Chúng ta cãi lộn, chúng ta bực bội, chúng ta không hạnh phúc với nhau vì một khởi nguồn tử tế.","Chúng ta cãi lộn, chúng ta bực bội, chúng ta không hạnh phúc với nhau vì một khởi nguồn tử tế.",4.429496500059031,0.9793992850955994
64,capleaf/viVoice,audio_1829.52_1836.58.wav,7.253333333333333,Alfred Jarry 1873-1907 hợp những nhà văn đổi tiếng như.,Alfred Jarry (1873-1907) và tập hợp những nhà văn nổi tiếng như:,2.8670630999840796,0.3952752435639816
65,capleaf/viVoice,audio_43.17_49.97.wav,6.826666666666667,"Đến hết tháng 11 năm 2023, tỷ lệ giải ngân vốn đầu tư công đạt trên 67% kế hoạch vốn giao.","Đến hết tháng 11/2023, tỷ lệ giải ngân vốn đầu tư công đạt trên 67% kế hoạch vốn giao.",0.9833908999571577,0.14405140136091177
66,capleaf/viVoice,audio_251.75_254.47.wav,2.816,Mày tính chơi với tao đúng không? Ngon thì đánh thử coi.,Mày tính chơi với tao đúng không? Ngon thì đánh thử coi.,3.632666799938306,1.2900095170235464
67,capleaf/viVoice,audio_257.86_258.22.wav,0.512,Chết rồi.,Xin lỗi!,1.6248370000394061,3.173509765701965
68,capleaf/viVoice,audio_922.54_923.5.wav,1.1093333333333333,Mọi thứ đều kinh khủng mà.,Mọi thứ đều kinh khủng mà.,1.1661844999762252,1.0512480468535685
69,capleaf/viVoice,audio_632.58_638.98.wav,6.485333333333333,"Đó là để đối mặt với thế giới lạnh lùng, tàn khốc này, chứ không phải là để phàn nàn về cái thời đại khoan dung vĩ đại đó.","Đó là để đối mặt với thế giới lạnh lùng, tàn khốc này chứ không phải là để phàn nàn về cái thời đại khoan dung vĩ đại đó!",2.528545400011353,0.38988672903135585
70,capleaf/viVoice,audio_1009.6_1012.34.wav,2.7306666666666666,Sau đó tôi lại mồi trài mọi người đánh bót để hít ké.,Sau đó tôi lại bồi chai mọi người đánh boss để hít ké.,2.288091899943538,0.8379242797644793
71,capleaf/viVoice,audio_53.1_61.96.wav,9.216,"Gia nhập đường đua kinh dị bằng một kịch bản truyền thể từ bộ truyện tranh Taste of Horror được đăng tải trên nền tảng Naver Webtoon, lấy cảm hứng từ truyền thuyết đô thị của sứ Hàn.","Gia nhập đường đua kinh dị bằng một kịch bản chuyển thể từ bộ truyện tranh ""Tastes of Horror"" được đăng tải trên nền tảng Naver Webtoon, lấy cảm hứng từ truyền thuyết đô thị của xứ Hàn.",1.6339549000840634,0.17729545356814924
72,capleaf/viVoice,audio_689.97_692.03.wav,2.304,Tiếp đến là mỗi người sẽ được 1 bát súp miso.,Tiếp đến là mỗi người sẽ được một bát súp miso.,2.0570049999514595,0.89279730900671
73,capleaf/viVoice,audio_263.63_269.03.wav,5.290666666666667,Đây là những vận động viên luyện tập và thi đấu chuyên nghiệp để chinh chiến các giải chạy lớn khắp thế giới.,Đây là những vận động viên luyện tập và thi đấu chuyên nghiệp để chinh chiến ở các giải chạy lớn khắp thế giới.,2.8814471000805497,0.5446283581301442
74,capleaf/viVoice,audio_531.28_532.58.wav,1.6213333333333333,Em biết là tầm quan trọng của nó rồi.,Em biết là tầm quan trọng của nó rồi.,0.7476805000333115,0.46115162419817735
75,capleaf/viVoice,audio_901.41_905.73.wav,4.352,Về cơ bản là cách tiếp cận theo cảm xúc đối với quá trình ra quyết định.,Về cơ bản là cách tiếp cận theo cảm xúc đối với quá trình ra quyết định.,2.307440400007181,0.5302022977957677
76,capleaf/viVoice,audio_952.46_966.12.wav,13.738666666666667,"Để không khí ngày Tết trọn vẹn và đủ đầy, các gia đình người Mường thường gói rất nhiều các loại bánh truyền thống như bánh ống, bánh ốc, bánh uây, bánh nẳng, bánh dày và bánh trưng ống là loại bánh không thể thiếu.","Để không khí ngày Tết trọn vẹn và đủ đầy, các gia đình người Mường thường gói rất nhiều các loại bánh truyền thống như bánh ống, bánh ốc, bánh uôi, bánh nẳng, bánh dày. Và bánh chưng ống là loại bánh không thể thiếu.",3.1698215999640524,0.230722651394899
77,capleaf/viVoice,audio_272.98_276.54.wav,3.584,Người Mỹ đổ lỗi cho người Tây Ban Nha và bắt đầu một cuộc chiến tranh.,Người Mỹ đổ lỗi cho người Tây Ban Nha và bắt đầu một cuộc chiến tranh.,0.7704285000218078,0.21496330915787049
78,capleaf/viVoice,audio_975.64_978.12.wav,2.474666666666667,Hoặc là tùy theo nhà mình ăn ít thì cho ít.,Hoặc là tùy theo nhà mình ăn ít thì cho ít.,2.414595099980943,0.9757253906172991
79,capleaf/viVoice,audio_20.16_25.34.wav,5.376,"Video này rất ngắn, nên bạn hãy xem đến hết để không bỏ qua bất kỳ thông tin nào các bạn nhé.",Video này rất ngắn nên bạn hãy xem đến hết để không bỏ qua bất kỳ thông tin nào các bạn nhé.,3.3670841999119148,0.6263177455193294
80,capleaf/viVoice,audio_223.7_231.86.wav,8.192,Sau khi cho tất cả các nguyên liệu vào hết thì bây giờ mình sẽ quậy lên cho nó tan gia vị và cuối cùng là mình cho cái phần ngò rí vào và mình sẽ nấu.,Sau khi cho tất cả các nguyên liệu vào hết thì bây giờ mình sẽ khuấy lên cho nó tan gia vị và cuối cùng là mình cho cái phần ngò rí vào và mình sẽ nấu.,1.283421800006181,0.15666770019606702
81,capleaf/viVoice,audio_2268.15_2269.73.wav,1.28,Giả tăng tính minh bạch.,Và tặng tính minh bạch.,1.869704799959436,1.4607068749683094
82,capleaf/viVoice,audio_709.74_713.12.wav,3.498666666666667,Nhưng chúng sẽ không xảy ra nếu như chúng ta không cho phép.,Những chủng sẽ không xảy ra nếu như chúng ta không cho phép.,2.3371991999447346,0.6680256859598136
83,capleaf/viVoice,audio_779.9_782.84.wav,2.7306666666666666,Cậu ta đang bị treo lên và toàn bộ phần thân dưới đã biến mất.,Cậu ta đang bị treo lên và toàn bộ phần thân dưới đã biến mất.,0.864024700014852,0.3164152954155952
84,capleaf/viVoice,audio_486.16_491.42.wav,5.461333333333333,Và ngoài ra thì máy cũng sẽ được trang bị bảo mật khá là kỹ càng như là bảo mật vào ngân tay như mình đã nói ở trên nè.,Bạn qua đó thì máy cũng sẽ được trang bị bảo mật khá là kỹ càng như là bảo mật bằng vân tay.,2.7014264999888837,0.4946459655741364
85,capleaf/viVoice,audio_681.06_683.92.wav,2.56,Thì chúng ta sẽ chẳng bao giờ tìm thấy được.,thì chúng ta sẽ chẳng bao giờ tìm thấy được.,2.2847799999872223,0.8924921874950087
86,capleaf/viVoice,audio_847.25_852.09.wav,4.864,"Kẻ mà suốt thời gian qua Huo Huo lo lắng chạy ngược chạy xuôi tìm kiếm, lại luôn ở gần ngay trước mắt.","Kể mà suốt thời gian qua Hua Hua lo lắng chạy ngược chạy xuôi tìm kiếm, lại luôn ở gần ngay trước mắt.",1.1645464999601245,0.23942156660364403
87,capleaf/viVoice,audio_409.76_420.8.wav,11.093333333333334,"Trong những năm qua, tỉnh Hòa Bình đã tập trung nguồn lực ưu tiên phát triển đồng bộ hạ tầng giao thông, đặc biệt là giao thông kết nối vùng và các dự án giao thông trọng điểm, tạo đột phá phát triển kinh tế xã hội của tỉnh.","Trong những năm qua, tỉnh Hòa Bình đã tập trung nguồn lực ưu tiên phát triển đồng bộ hạ tầng giao thông, đặc biệt là giao thông kết nối vùng và các dự án giao thông trọng điểm tạo đột phá phát triển kinh tế - xã hội của tỉnh.",3.354388000094332,0.3023787259700419
88,capleaf/viVoice,audio_197.25_201.11.wav,4.010666666666666,"Thế là xong, chúng ta đã làm được 1 chiếc kính lúp tự chế từ nước và bóng đèn.","Thế là xong, chúng ta đã làm được một chiếc kính lúp tự chế từ nước và bóng đèn.",2.3464817999629304,0.5850602892194807
89,capleaf/viVoice,audio_44.87_48.59.wav,3.7546666666666666,Thê La đóng vai trò tạo đi búp lên người đối phương do búp có lợi của kẻ thù.,"Thế là đóng vai trò tạo điểm bứt lên người đối phương, xóa bớt khả lợi của kẻ thù.",0.9501444000052288,0.25305692471730173
90,capleaf/viVoice,audio_1206.17_1207.11.wav,0.9386666666666666,Anh hắng giọng.,Anh hắng giọng.,1.6049141000257805,1.7097806463342833
91,capleaf/viVoice,audio_172.96_174.9.wav,2.048,Và 1 muỗng cà phê tiêu luôn.,Và một muỗng cà phê tiêu luôn.,2.2872418999904767,1.116817333979725
92,capleaf/viVoice,audio_1145.33_1151.51.wav,6.314666666666667,"Lúc khoảng 2 giờ 20 phút sáng ngày thứ Bảy hay 8 tháng 11, tôi thức giấc vì nghe thấy mảnh kính vỡ rất mạnh.","Lúc khoảng 2 giờ 20 phút sáng ngày thứ bảy, ngày 8 tháng 11, tôi thức giấc vì nghe thấy mảnh kính vỡ rất mạnh.",1.197303400025703,0.18960674620339468
93,capleaf/viVoice,audio_263.11_265.93.wav,2.9013333333333335,Chúc các bạn có những bữa cơm gia đình thật ngon miệng nha.,Chúc các bạn có những bữa cơm gia đình thật ngon miệng nhé!,2.427312899962999,0.8366197954835703
94,capleaf/viVoice,audio_841.97_849.91.wav,8.106666666666667,Srimad Bhagavad Gita xuất hiện trong Mahabharata một trong hai sử thi thiên liêng vĩ đại của Ấn Độ.,"Srimad Bhagavad Gita xuất hiện trong Mahabharata, một trong hai sử thi thiêng liêng vĩ đại của Ấn Độ.",3.207974400022067,0.3957205263185115
95,capleaf/viVoice,audio_173.56_177.7.wav,4.266666666666667,Bằng cách thì các bạn sẽ kết nối iPhone này vào máy tính thông qua cái dây cáp đúng không?,Bằng cách thì các bạn sẽ kết nối iPhone vào máy tính.,0.7276683999225497,0.1705472812318476
96,capleaf/viVoice,audio_384.14_386.14.wav,2.048,Để từ đó ông ta làm việc cho mình.,Để từ đó ông ta làm việc cho mình.,2.1317867999896407,1.0409115234324418
97,capleaf/viVoice,audio_199.18_199.82.wav,0.6826666666666666,Khởi động.,Khóc.,1.5424687000922859,2.2594756349008094
98,capleaf/viVoice,audio_591.95_594.63.wav,2.7306666666666666,"Thêm vào đó, dạ dây là một cơ quan linh hoạt.","Thêm vào đó, dạ dày là một cơ quan linh hoạt.",1.012565099983476,0.37081241454473
99,capleaf/viVoice,audio_142.66_149.94.wav,7.509333333333333,Số trang đánh dấu có liền mạch hay không để mà đảm bảo không có bị người ta chừa trống thì người ta có thể điền thông tin vào.,Số kế đánh dấu có liền mạch hay không để mà đảm bảo không có bị người ta chừa trống thì người ta có thể điền thông tin vào.,2.877134299953468,0.383141108836133
