index,dataset,path,audio_duration,ground_truth,whisper_transcription,processing_time,rtf
11,capleaf/viVoice,audio_649.96_657.5.wav,7.594666666666667,"Trong bầu không khí náo nhiệt của giảp hát, hùng thủ rút khẩu súng ra, ông Derringer 44 ly, dí sát đầu tổng thống mà ná đạn.","Trong bầu không khí não nhiệt của Giáp Hát, hùng thủ rút khẩu súng Derringer 44 ly, dí sát đầu Tổng thống mà ná đại.",8.749447100097314,1.1520514966771391
12,capleaf/viVoice,audio_209.47_212.13.wav,2.9013333333333335,"Một, một ngày hãy làm tốt vài điều mình muốn làm.",Một. Một ngày hãy làm tốt vài điều mình muốn làm.,9.395040100091137,3.2381801815571474
13,capleaf/viVoice,audio_405.73_410.03.wav,4.352,Kế hoạch là vậy nhưng cả Pháp lẫn Tây Ban Nha vẫn chưa xác định được nơi nào phù hợp để mở màn chiến dịch.,"Kế hoạch là vậy, nhưng cả Pháp lẫn Tây Ban Nha vẫn chưa xác định được nơi nào phù hợp để mở mạng chiến dịch.",1.692934599937871,0.38900151652984166
14,capleaf/viVoice,audio_557.88_564.72.wav,6.826666666666667,Bà cho rằng các cuộc xung đột giữa Hồi giáo và Phật giáo không phải là một cuộc thanh lọc sắc tộc như giới chức quốc tế nhận định.,Bà cho rằng các cuộc xung đột giữa Hồi giáo và Phật giáo không phải là một cuộc hành lọc xác tộc như giới chức quốc tế nhận định.,24.794456399977207,3.6320004492154108
15,capleaf/viVoice,audio_10.42_14.32.wav,4.010666666666666,Tết là dịp mọi người háo hức đón chào một năm mới với nhiều hy vọng và mong ước.,Tết là dịp mọi người háo hức đón chào một năm mới với nhiều hy vọng và mong ước.,32.07832830003463,7.998253399277251
16,capleaf/viVoice,audio_626.96_628.54.wav,1.7066666666666668,Ám sát kẻ thù của quốc gia.,Ảm sát kẻ thù của quốc gia.,6.459680600091815,3.7849691016162974
17,capleaf/viVoice,audio_24.4_26.0.wav,1.792,Xếp trồi lên và gợi ý bạn.,Xếp trò lên và gửi ý đại.,5.465471899951808,3.0499285155981073
18,capleaf/viVoice,audio_125.82_129.28.wav,3.498666666666667,Những thay đổi đó bây giờ cũng được marketing là những thay đổi lớn và đột phá mỗi năm.,Những thay đổi đó bây giờ cũng được marketing là những thay đổi lớn và đột phá mỗi năm.,34.81876229995396,9.952009041526475
19,capleaf/viVoice,audio_685.62_690.78.wav,5.290666666666667,"Hãy gạt bỏ chúng qua hẳn một bên, rồi chuẩn bị vun đắp thói quen sống trong những ngăn tàu đóng chặt kín.","Hãy gạt bỏ chúng qua hẳn một bên, rồi chuẩn bị vun đắp thói quen sống trong những ngăn tàu đóng chặt kín.",14.303939700010233,2.703617634830563
20,capleaf/viVoice,audio_2692.88_2694.36.wav,1.536,Mà bước chân bối rối.,mà ngước chân bối dối.,4.829839100013487,3.144426497404614
21,capleaf/viVoice,audio_1051.98_1053.22.wav,1.3653333333333333,Bảo đi chơi cũng không.,Bảo đi chơi cũng hông!,37.39856629993301,27.391528051708747
22,capleaf/viVoice,audio_184.32_189.26.wav,4.949333333333334,"Đầu tiên là do đồng yên liên tục mất giá trong năm 2023, làm xói mòn lợi nhuận xuất khẩu.","Đầu tiên là do Đồng Yên liên tục bất giá trong năm 2023, làm xói mòn lợi nhuận xuất khẩu.",16.88867020001635,3.4123121363179583
23,capleaf/viVoice,audio_1011.42_1015.66.wav,4.352,"Năm 2015, Việt Nam chọn hệ thống tiên lửa Spider làm hệ thống tiên lửa phòng không tầm trung mới.","Năm 2015, Việt Nam chọn hệ thống tiếng lửa SPYDER làm hệ thống tiếng lửa phòng không tầm trung mới.",1.8100458999397233,0.4159112821552673
24,capleaf/viVoice,audio_246.79_253.55.wav,6.741333333333333,"Trong những năm gần đây, Starbucks đã tăng giá các sản phẩm của mình để đối phó với lãng phát và chi phí lao động tăng cao.","Trong những năm gần đây, Starbucks đã tham gia các sản phẩm của mình để đối phó với lạm phát và chi phí lao động tăng cao.",37.5399907999672,5.568629964393868
25,capleaf/viVoice,audio_282.61_286.33.wav,3.84,"Như vậy, thật ra sát xuất để ô tô ở cửa 1 và cửa 3 không phải là bằng nhau.","Như vậy, thật ra xác suất để ấu tố ở cửa 1 và cửa 3 không phải là bằng nhau.",15.877243700088002,4.134698880231251
26,capleaf/viVoice,audio_1178.62_1186.3.wav,7.765333333333333,"Kiểm soát cảm xúc thực chất là một quá trình đánh giá lại bản thân, để tìm thấy tự do, thoát khỏi sự cuốn hút của chính bản ngã.",Kiểm soát cảm xúc thực chất là một quá trình đánh giá lại bản thân để tìm thấy tự do khát khỏi sự cuốn hút của chính bản ngã.,1.1621818999992684,0.1496628476990816
27,capleaf/viVoice,audio_1091.88_1095.4.wav,3.4133333333333336,"Thứ hai, trong khẩu vũ khí có nòng còn bảy viên.","2. Trong khẩu vũ khí có nồng, còn 7 viên.",38.560629899962805,11.297059541004728
28,capleaf/viVoice,audio_17.66_27.98.wav,10.410666666666666,"Trước đó, phóng viên thông tấn xã Việt Nam đã đưa tin trong giờ ra chơi tiết 2, nam sinh lớp 10 trường Trung học Phổ thông Đào Duy Từ bất ngờ rơi từ tầng 4 của nhà trường và bị đa chấn thương.","Trước đó, phóng viên thông tấn xã Việt Nam đã đưa tin trong giờ ra chơi tiết 2, nam sinh lớp 10 trường trung học phổ thông Đào Duy Tự bất ngờ rơi từ tầng 4 của nhà trường và bị đa chấn thương.",16.862090300070122,1.6196936123274324
29,capleaf/viVoice,audio_1125.88_1127.5.wav,1.4506666666666668,Với giá cao hơn đá thị trường.,với giá cao hơn tại địa chường.,0.6734278999501839,0.4642196001494834
30,capleaf/viVoice,audio_132.6_137.36.wav,4.864,"Chiến thuật này đã kích cầu việc mua rượu, và ngay sau đó, ông bán được một số lượng rượu lớn từ những người khách đó.","Chiến thuật này đã kích cầu việc mua rượu, và ngay sau đó ông bán được một số lượng rượu lớn từ những người khách đó.",38.260015700012445,7.865957175167033
31,capleaf/viVoice,audio_556.64_557.86.wav,1.3653333333333333,Khỏi tâm trạng tiêu cực.,Hỏi tâm trạng tiêu cực.,16.45772659999784,12.053998974607794
32,capleaf/viVoice,audio_422.66_431.4.wav,8.874666666666666,"Để bảo vệ mình, Đài Loan có thể tận dụng nguồn lực mà họ đang có để thiết lập một khu vực cấm nhằm ngăn chặn hải quân của PLA từ việc xâm nhập vào phía đông của đảo.","Để bảo vệ mình, Đài Loan có thể tận dụng nguồn lực mà họ đang có để thiết lập một khu vực cấm nhằm ngăn chặn hải quân của PLA từ việc xâm nhập vào phía đông của đảo.",1.825802700011991,0.20573197491120693
33,capleaf/viVoice,audio_1616.06_1617.74.wav,1.4506666666666668,Nga giặt hoài không ra.,"Nga giặt hoài, không ra.",37.457333000027575,25.820771829063123
34,capleaf/viVoice,audio_100.18_101.92.wav,1.792,Mọi chuyện không chỉ dừng lại ở đó.,Mọi chuyện không chỉ dừng lại ở đó.,17.391695800004527,9.705187388395384
35,capleaf/viVoice,audio_1213.56_1218.92.wav,5.376,"Sáng hôm sau, Lacey nhận ra rằng cô đã không nhận được tin tức gì từ Tony hay Victoria cả đêm.","Sáng hôm sau, Lacey nhận ra rằng cô đã không nhận được tin tức gì từ Tony hay Victoria cả đêm.",0.9715948000084609,0.18072819940633572
36,capleaf/viVoice,audio_624.3_627.82.wav,3.584,Vì vậy mà những chuyên binh nửa người nửa mái của Liên Xô đã không được sử dụng.,Vì vậy mà những trinh binh nửa người nửa mái của Liên Xô đã không được sử dụng.,38.69436810002662,10.796419670766356
37,capleaf/viVoice,audio_212.4_220.0.wav,7.765333333333333,Nhưng Steve đã cho thấy cách thức những nguyên lý này phối hợp hoạt động giúp Amazon mở rộng quy mô không giống như bất kỳ công ty nào khác.,Nhưng Steve đã cho thấy cách thức những nguyện lý này phối hợp hoạt động giúp Amazon mở rộng quy mô không giống như bất kỳ công ty nào khác.,17.764081200002693,2.287613478709138
38,capleaf/viVoice,audio_502.33_504.67.wav,2.3893333333333335,Nhưng vẫn có sự sống trong điều kiện khắc nghiệt này.,nhưng vẫn có sự sống trong điều kiện khắc nghiệt này.,0.6677559999516234,0.27947377230118164
39,capleaf/viVoice,audio_137.8_142.78.wav,5.034666666666666,TV có không hình hiển thị sắc nét nhờ độ phân giải 4K và công nghệ bộ xử lý Crystal 4K.,TV có khung hình hiển thị sắc tét nhờ độ phân giải 4K và công nghệ bộ xử lý Crystal 4K.,37.93769319995772,7.535293935372959
40,capleaf/viVoice,audio_621.03_624.05.wav,2.986666666666667,"Còn hiện tại, tôi nghĩ rằng đó là 100% công việc.","Còn hiện tại, tôi nghĩ rằng đó là 100% công việc.",17.581610399996862,5.886699910713235
41,capleaf/viVoice,audio_61.49_63.83.wav,2.304,"Cho hết hành lá vào, khuấy đều lên.","Cho hết hành lá vào, khuấy đều lên",0.6137042000191286,0.2663646701471913
42,capleaf/viVoice,audio_0.0_2.1.wav,2.474666666666667,"Ví dụ 2, tính trung bình của dãy số.","Ví dụ 2, tính trung bình của dãy số.",38.465100900037214,15.54354831628659
43,capleaf/viVoice,audio_500.02_502.34.wav,2.304,Justin bỗng chốc vụt sáng thành ngôi sao toàn cầu.,Justin bỗng chốc vụt sáng thành ngôi sao toàn cầu.,18.437923399964347,8.002570920123416
44,capleaf/viVoice,audio_558.45_569.81.wav,11.349333333333334,"Đó là các anh chị hãy tạm đừng xem như đây là một cái khóa học theo kiểu bình thường, mà hãy xem như nó là một cái hành trình mà tôi sẽ cùng đồng hành với các anh chị trong khoảng 6 tháng tới.","Đó là các anh chị hãy tạm đừng xem như đây là một cái khóa học theo kiểu bình thường, mà hãy xem như nó là một cái hành trình mà tôi sẽ cùng đồng hành với các anh chị trong khoảng 6 tháng tới.",1.5457947999238968,0.13620137452336967
45,capleaf/viVoice,audio_907.27_910.45.wav,3.2426666666666666,Ông ta vì thế tìm cách thương lượng với triều đình Huế nhưng bất thẳng.,"Ông ta vì thế tìm cách thương lượng với triều đình Huế, nhưng bất thành.",36.59358920005616,11.285029564162055
46,capleaf/viVoice,audio_339.44_343.2.wav,4.096,Để mà nếu mà cấp cho mình thì rủi bên kia khiếu nại sao?,Để mà nếu mà cắt cho mình thì rủi bên kia khiếu nạn hay sao?,17.663200699957088,4.312304858387961
47,capleaf/viVoice,audio_73.98_75.08.wav,1.1946666666666668,Hãy cùng bắt đầu nhá!,Hãy cùng bắt đầu nha!,1.3679163000779226,1.1450192243955826
48,capleaf/viVoice,audio_943.5_944.3.wav,1.024,Giờ thổi lửa rồi.,Giờ thôi lửa rồi,37.1362140000565,36.265833984430174
49,capleaf/viVoice,audio_1659.35_1662.19.wav,2.986666666666667,Hãy để cho những cơn gió của lòng nhiệt thanh quét qua mình.,Hãy để cho những cơn gió của lòng nhiệt thanh quét qua mình.,18.798243399942294,6.294054709802107
50,capleaf/viVoice,audio_310.47_313.77.wav,3.4133333333333336,Anh ta cũng làm như vậy ở tầng 2 và lên đến nóc nhà.,Anh ta cũng làm như vậy ở tuần 2 và lên đến nóc nhà.,0.8856340000638738,0.25946308595621304
51,capleaf/viVoice,audio_866.05_867.83.wav,1.8773333333333333,Bước đầu tiên là chữ cái ai.,Bước đầu tiên là chữ cái ai.,37.11691019998398,19.771081427548282
52,capleaf/viVoice,audio_561.9_565.24.wav,3.328,"Nếu anh không làm như thế này, thì em sẽ như thế này như thế kia.","Nếu anh không làm như thế này, thì em sẽ như thế này, như thế kia.",18.780855700024404,5.64328596755541
53,capleaf/viVoice,audio_330.25_333.07.wav,2.304,Bởi một thông điệp sẽ trở nên vô nghĩa.,Bảy một thông điệp sẽ trở nên chuông kìa!,0.6037528000306338,0.26204548612440703
54,capleaf/viVoice,audio_286.88_288.52.wav,1.792,"Hơi chát chát, hơi chua chua một chút.","Hơi chát chát, hơi chua chua một chút",38.146273100050166,21.286982756724424
55,capleaf/viVoice,audio_181.89_183.21.wav,1.3653333333333333,Casey đã rất nghiêm túc.,Casey đã rất nghiêm túc.,18.122795499977656,13.273531860335197
56,capleaf/viVoice,audio_508.86_511.62.wav,2.7306666666666666,Sẽ nhìn thấy nó hơi như nâu vàng như vầy nè.,sẽ nhìn thấy nó hơi như nâu vàng như vậy nè,0.8666664001066238,0.3173827148827968
57,capleaf/viVoice,audio_324.44_330.2.wav,5.888,"Thầy không chỉ mang đến những bài học thú vị, đầy tính trải nghiệm, mà còn rất quan tâm đến học sinh.","Thầy không chỉ mang đến những bài học thú vị, đầy tính trải nghiệm, mà còn rất quan tâm đến học sinh.",39.18215559993405,6.6545780570540165
58,capleaf/viVoice,audio_156.06_158.86.wav,2.986666666666667,Còn không thì mèo sẽ không bao giờ cảm thấy buồn chán.,Còn không thì mèo sẽ không bao giờ cảm thấy buồn chán.,16.492954800021835,5.5221946875073105
59,capleaf/viVoice,audio_52.54_57.26.wav,4.949333333333334,"Vinh đã vào bên trong sư khấu rồi, khán giả và ekip đã có mặt đầy đủ để sẵn sàng cho buổi biểu diễn của các chị đẹp.","Vinh đã vào bên trong sự khấu rồi, khán giả và ekip đã có mặt đầy đủ để sẵn sàng cho buổi biểu diễn của các chị đẹp.",1.180320700048469,0.23848074489125853
60,capleaf/viVoice,audio_1731.38_1734.98.wav,3.6693333333333333,Điều này chỉ càm làm chắc chắn thêm những gì mà chúng ta đã nói với nhau từ trước.,Điều này chỉ cảm làm chắc chắn thêm những gì mà chúng ta đã nói với nhau từ trước.,38.6576064999681,10.53532153887212
61,capleaf/viVoice,audio_437.83_448.23.wav,10.496,"Lý do vẫn còn đang được tranh luận, nhưng hầu hết các nhà khoa học tin rằng nó liên quan đến sự căng thẳng khi bắt đầu một tuần làm việc mới, hoặc những thay đổi trong chu kỳ ngủ thức của chúng ta.","Lý do vẫn còn đang được tranh luận, nhưng hầu hết các nhà khoa học tin rằng nó liên quan đến sự căng thẳng khi bắt đầu một tuần làm việc mới hoặc những thay đổi trong trui kỳ ngủ thức của chúng ta.",17.66090850008186,1.6826322884986527
62,capleaf/viVoice,audio_257.65_263.83.wav,6.314666666666667,"Chắc chắn rồi, nếu bạn chuẩn bị du hành vào vũ trụ, một trong những điều đầu tiên mà bạn nghĩ đến sẽ là bộ đồ du hành vũ trụ của mình.","Chắc chắn rồi, nếu bạn chuẩn bị du hành vào vũ trụ, một trong những điều đầu tiên mà bạn nghĩ đến sẽ là bộ đồ du hành vũ trụ của mình.",0.9459026999538764,0.1497945576362769
63,capleaf/viVoice,audio_270.99_275.39.wav,4.522666666666667,"Chúng ta cãi lộn, chúng ta bực bội, chúng ta không hạnh phúc với nhau vì một khởi nguồn tử tế.","Chúng ta cãi lộn, chúng ta bực bỏi, chúng ta không hạnh phúc với nhau vì một khởi nguồn tự tế.",36.77760050003417,8.131839733203309
64,capleaf/viVoice,audio_1829.52_1836.58.wav,7.253333333333333,Alfred Jarry 1873-1907 hợp những nhà văn đổi tiếng như.,"Alfred Zari, 1873-1907, và tập hợp những nhà phân đổi tiếng như",16.07300790003501,2.215947780335709
65,capleaf/viVoice,audio_43.17_49.97.wav,6.826666666666667,"Đến hết tháng 11 năm 2023, tỷ lệ giải ngân vốn đầu tư công đạt trên 67% kế hoạch vốn giao.","Đến hết tháng 11 năm 2023, tỷ lệ giảnh ngân vốn đầu tư công đạt trên 67% kế hoạch vốn giao.",1.0114023999776691,0.14815464843422887
66,capleaf/viVoice,audio_251.75_254.47.wav,2.816,Mày tính chơi với tao đúng không? Ngon thì đánh thử coi.,Mày tính chơi với tao đúng không? Ngon thì đánh thử coi!,36.48431510000955,12.95607780540112
67,capleaf/viVoice,audio_257.86_258.22.wav,0.512,Chết rồi.,XIN XÔI !,16.805855799932033,32.82393710924225
68,capleaf/viVoice,audio_922.54_923.5.wav,1.1093333333333333,Mọi thứ đều kinh khủng mà.,Mọi thứ đều kinh khủng mà,1.178894600016065,1.0627054687644817
69,capleaf/viVoice,audio_632.58_638.98.wav,6.485333333333333,"Đó là để đối mặt với thế giới lạnh lùng, tàn khốc này, chứ không phải là để phàn nàn về cái thời đại khoan dung vĩ đại đó.","Đó là để đối mặt với thế giới lạnh lùng, tan khốc này, chứ không phải là để phàn nàn về cái thời đại khoan dung vĩ đại đó.",38.54440379992593,5.943318842505026
70,capleaf/viVoice,audio_1009.6_1012.34.wav,2.7306666666666666,Sau đó tôi lại mồi trài mọi người đánh bót để hít ké.,Sau đó tôi lại bù trài mọi người đánh boss để hít ghế,17.563974399934523,6.4321195312260215
71,capleaf/viVoice,audio_53.1_61.96.wav,9.216,"Gia nhập đường đua kinh dị bằng một kịch bản truyền thể từ bộ truyện tranh Taste of Horror được đăng tải trên nền tảng Naver Webtoon, lấy cảm hứng từ truyền thuyết đô thị của sứ Hàn.",Gia nhập đường đua kinh dị bằng một kích bản truyền thể từ bộ truyện tranh Taste of Horror được đăng tải trên nền tảng Naver Webtoon lấy cảm hứng từ truyền thuyết đô thị của Sứ Hàn.,1.5506668998859823,0.1682581271577672
72,capleaf/viVoice,audio_689.97_692.03.wav,2.304,Tiếp đến là mỗi người sẽ được 1 bát súp miso.,Tiếp đến là mỗi người sẽ được 1 bát súp miso.,36.42567210004199,15.809753515643227
73,capleaf/viVoice,audio_263.63_269.03.wav,5.290666666666667,Đây là những vận động viên luyện tập và thi đấu chuyên nghiệp để chinh chiến các giải chạy lớn khắp thế giới.,Đây là những vận động viên luyện tập và thi đấu chuyên nghiệp để chinh chiến các giải trại lớn khắp thế giới.,19.14115939999465,3.617910672882053
74,capleaf/viVoice,audio_531.28_532.58.wav,1.6213333333333333,Em biết là tầm quan trọng của nó rồi.,em biết là tầm quan trọng của nó rồi.,0.5670913000358269,0.34976848275236033
75,capleaf/viVoice,audio_901.41_905.73.wav,4.352,Về cơ bản là cách tiếp cận theo cảm xúc đối với quá trình ra quyết định.,Về cơ bản là cách tiếp cận theo cảm xúc đối với quá trình giả quyết định.,37.52877470001113,8.623339774818733
76,capleaf/viVoice,audio_952.46_966.12.wav,13.738666666666667,"Để không khí ngày Tết trọn vẹn và đủ đầy, các gia đình người Mường thường gói rất nhiều các loại bánh truyền thống như bánh ống, bánh ốc, bánh uây, bánh nẳng, bánh dày và bánh trưng ống là loại bánh không thể thiếu.","Để không khí ngày Tết trọn vẹn và đủ đầy, các gia đình người Mường thường gói rất nhiều các loại bánh truyền thống như bánh ống, bánh ốc, bánh uôi, bánh nẳng, bánh dày, và bánh trưng ống là loại bánh không thể thiếu.",18.921852699946612,1.3772699461335363
77,capleaf/viVoice,audio_272.98_276.54.wav,3.584,Người Mỹ đổ lỗi cho người Tây Ban Nha và bắt đầu một cuộc chiến tranh.,Người Mỹ đổ lỗi cho người Tây Ban Nhà và bắt đầu một cuộc chiến tranh.,0.676967200008221,0.1888859375022938
78,capleaf/viVoice,audio_975.64_978.12.wav,2.474666666666667,Hoặc là tùy theo nhà mình ăn ít thì cho ít.,hoặc là tùy theo nhà mình ăn ít thì chơi ít,37.05482129997108,14.97366162444952
79,capleaf/viVoice,audio_20.16_25.34.wav,5.376,"Video này rất ngắn, nên bạn hãy xem đến hết để không bỏ qua bất kỳ thông tin nào các bạn nhé.",Video này rất ngắn nên bạn hãy xem đến hết để không bỏ quả bất kỳ thông tin nào các bạn nhé.,19.354134800028987,3.600099479172058
80,capleaf/viVoice,audio_223.7_231.86.wav,8.192,Sau khi cho tất cả các nguyên liệu vào hết thì bây giờ mình sẽ quậy lên cho nó tan gia vị và cuối cùng là mình cho cái phần ngò rí vào và mình sẽ nấu.,Sau khi cho tất cả các nguyên liệu vào hết thì bây giờ mình sẽ quậy lên cho nó tan gia vị và cuối cùng là mình cho cái phần ngò lí vào và mình sẽ nấu,1.34122240007855,0.16372343750958862
81,capleaf/viVoice,audio_2268.15_2269.73.wav,1.28,Giả tăng tính minh bạch.,và tăng tính minh bạch.,34.28622909996193,26.786116484345257
82,capleaf/viVoice,audio_709.74_713.12.wav,3.498666666666667,Nhưng chúng sẽ không xảy ra nếu như chúng ta không cho phép.,Nhưng chúng sẽ không xảy ra nếu như chúng ta không cho phép.,19.85229489998892,5.674245874615735
83,capleaf/viVoice,audio_779.9_782.84.wav,2.7306666666666666,Cậu ta đang bị treo lên và toàn bộ phần thân dưới đã biến mất.,Cậu ta đang bị treo lên và toàn bộ phần thân dưới đã biến mất.,0.7284166999161243,0.26675416256694007
84,capleaf/viVoice,audio_486.16_491.42.wav,5.461333333333333,Và ngoài ra thì máy cũng sẽ được trang bị bảo mật khá là kỹ càng như là bảo mật vào ngân tay như mình đã nói ở trên nè.,Và ngoài ra thì máy cũng sẽ được trang bị bảo mật khá là kỹ càng như là bảo mật vào con tay như mình đã nói ở trên nè,37.51054100005422,6.868385192881021
85,capleaf/viVoice,audio_681.06_683.92.wav,2.56,Thì chúng ta sẽ chẳng bao giờ tìm thấy được.,thì chúng ta sẽ chẳng bao giờ tìm thấy được.,18.516842099954374,7.233141445294677
86,capleaf/viVoice,audio_847.25_852.09.wav,4.864,"Kẻ mà suốt thời gian qua Huo Huo lo lắng chạy ngược chạy xuôi tìm kiếm, lại luôn ở gần ngay trước mắt.","Kẻ mà suốt thời gian qua hô hô lo lắng chạy ngược chạy xuôi tìm kiếm, lại luôn ở gần ngay trước mắt.",1.0714187000412494,0.22027522615979633
87,capleaf/viVoice,audio_409.76_420.8.wav,11.093333333333334,"Trong những năm qua, tỉnh Hòa Bình đã tập trung nguồn lực ưu tiên phát triển đồng bộ hạ tầng giao thông, đặc biệt là giao thông kết nối vùng và các dự án giao thông trọng điểm, tạo đột phá phát triển kinh tế xã hội của tỉnh.","Trong những năm qua, tỉnh Hòa Bình đã tập trung nguồn lực ưu tiên phát triển đồng bộ hạ tầng giao thông, đặc biệt là giao thông kết nối vùng và các dự án giao thông trọng điểm, tạo đột phá phát triển kinh tế xã hội của tỉnh.",38.69085150002502,3.4877570462762937
88,capleaf/viVoice,audio_197.25_201.11.wav,4.010666666666666,"Thế là xong, chúng ta đã làm được 1 chiếc kính lúp tự chế từ nước và bóng đèn.","Thế là xong, chúng ta đã làm được một chiếc kính lớp tự chế tự nước và bóng đèn.",15.90528579999227,3.965746126992754
89,capleaf/viVoice,audio_44.87_48.59.wav,3.7546666666666666,Thê La đóng vai trò tạo đi búp lên người đối phương do búp có lợi của kẻ thù.,Thế là đóng vai trò tạo đi búp lên người đối phương do búp có lợi của kẻ thù.,0.7451856000116095,0.19846917613945567
90,capleaf/viVoice,audio_1206.17_1207.11.wav,0.9386666666666666,Anh hắng giọng.,Anh hắn dọng,37.88616340002045,40.36167975854451
91,capleaf/viVoice,audio_172.96_174.9.wav,2.048,Và 1 muỗng cà phê tiêu luôn.,Và 1 muỗng cà phê tiêu luôn,18.637857800000347,9.10051650390642
92,capleaf/viVoice,audio_1145.33_1151.51.wav,6.314666666666667,"Lúc khoảng 2 giờ 20 phút sáng ngày thứ Bảy hay 8 tháng 11, tôi thức giấc vì nghe thấy mảnh kính vỡ rất mạnh.","Lúc khoảng 2 giờ 20 phút sáng ngày thứ Bảy, 28 tháng 11, tôi thức giấc vì nghe thấy mảnh kinh vỡ rất mạnh.",1.126553500071168,0.17840268687782432
93,capleaf/viVoice,audio_263.11_265.93.wav,2.9013333333333335,Chúc các bạn có những bữa cơm gia đình thật ngon miệng nha.,Chúc các bạn có những bữa cơm gia đình thật ngon miệng nhé!,37.552519600023516,12.943193795963987
94,capleaf/viVoice,audio_841.97_849.91.wav,8.106666666666667,Srimad Bhagavad Gita xuất hiện trong Mahabharata một trong hai sử thi thiên liêng vĩ đại của Ấn Độ.,"Srimad Bhagavad Gita xuất hiện trong Mahabharata, một trong hai sự thi thiên liêng vĩ đại của Ấn Độ.",18.422638799995184,2.272529457236248
95,capleaf/viVoice,audio_173.56_177.7.wav,4.266666666666667,Bằng cách thì các bạn sẽ kết nối iPhone này vào máy tính thông qua cái dây cáp đúng không?,"Bằng cách thì các bạn sẽ kết nối iPhone này vào máy tính, không qua cái dây cát đúng không?",0.7393019000301138,0.1732738828195579
96,capleaf/viVoice,audio_384.14_386.14.wav,2.048,Để từ đó ông ta làm việc cho mình.,để từ đó ông ta làm việc cho mình.,36.10696140001528,17.63035224610121
97,capleaf/viVoice,audio_199.18_199.82.wav,0.6826666666666666,Khởi động.,HẸN ĐẠI GIA ĐÌNH THÂN THƯƠNG,20.592715100036003,30.165110009818363
98,capleaf/viVoice,audio_591.95_594.63.wav,2.7306666666666666,"Thêm vào đó, dạ dây là một cơ quan linh hoạt.","Thêm vào đó, dạ dây là một cơ quan linh hoạt.",1.1074189000064507,0.40554891357658107
99,capleaf/viVoice,audio_142.66_149.94.wav,7.509333333333333,Số trang đánh dấu có liền mạch hay không để mà đảm bảo không có bị người ta chừa trống thì người ta có thể điền thông tin vào.,số trang đánh dấu có liền mạch hay không để mà đảm bảo không có bị người ta chừa trống thì người ta có thể điền thông tin vào,36.31897859997116,4.836511709868319
