index,dataset,path,audio_duration,processing_time,rtf,ground_truth,model_id,phowhisper_transcription
29,capleaf/viVoice,audio_1125.88_1127.5.wav,1.4506666666666668,0.1928175159264356,0.13291648616252452,Với giá cao hơn đá thị trường.,vinai/PhoWhisper-small,với giá cao hơn đá thị trường.
30,capleaf/viVoice,audio_132.6_137.36.wav,4.864,0.4834569119848311,0.09939492433898665,"Chiến thuật này đã kích cầu việc mua rượu, và ngay sau đó, ông bán được một số lượng rượu lớn từ những người khách đó.",vinai/PhoWhisper-small,chiến thuật này đã kích cầu việc mua rượu và ngay sau đó ông bán được một số lượng rượu lớn từ những người khách đó.
31,capleaf/viVoice,audio_556.64_557.86.wav,1.3653333333333333,0.200239475001581,0.1466597717296736,Khỏi tâm trạng tiêu cực.,vinai/PhoWhisper-small,khỏi tâm trạng tiêu cực.
32,capleaf/viVoice,audio_422.66_431.4.wav,8.874666666666666,0.8795153590617701,0.09910404436543384,"Để bảo vệ mình, Đài Loan có thể tận dụng nguồn lực mà họ đang có để thiết lập một khu vực cấm nhằm ngăn chặn hải quân của PLA từ việc xâm nhập vào phía đông của đảo.",vinai/PhoWhisper-small,để bảo vệ mình đài loan có thể tận dụng nguồn lực mà họ đang có để thiết lập một khu vực cấm nhằm ngăn chặn hải quân của pê lê a từ việc xâm nhập vào phía đông của đảo.
33,capleaf/viVoice,audio_1616.06_1617.74.wav,1.4506666666666668,0.12356106692459434,0.08517536782485823,Nga giặt hoài không ra.,vinai/PhoWhisper-small,nga giặt quài không ra.
34,capleaf/viVoice,audio_100.18_101.92.wav,1.792,0.17952377593610436,0.10018067853577252,Mọi chuyện không chỉ dừng lại ở đó.,vinai/PhoWhisper-small,mọi chuyện không chỉ dừng lại ở đó.
35,capleaf/viVoice,audio_1213.56_1218.92.wav,5.376,0.490280642057769,0.09119803609705524,"Sáng hôm sau, Lacey nhận ra rằng cô đã không nhận được tin tức gì từ Tony hay Victoria cả đêm.",vinai/PhoWhisper-small,sáng hôm sau lê xì nhận ra rằng cô đã không nhận được tin tức gì từ tony hay victoria cả đêm.
36,capleaf/viVoice,audio_624.3_627.82.wav,3.584,0.4728912250138819,0.131945096265034,Vì vậy mà những chuyên binh nửa người nửa mái của Liên Xô đã không được sử dụng.,vinai/PhoWhisper-small,vì vậy máy nhiễm truyền bình nửa người nửa máy của liên xô đã không được sử dụng.
37,capleaf/viVoice,audio_212.4_220.0.wav,7.765333333333333,0.7292401840677485,0.09390970776971348,Nhưng Steve đã cho thấy cách thức những nguyên lý này phối hợp hoạt động giúp Amazon mở rộng quy mô không giống như bất kỳ công ty nào khác.,vinai/PhoWhisper-small,nhưng síp đã cho thấy cách thức những nguồn lý này phối hợp hoạt động giúp amazon mở rộng quy mô không giống như bất kỳ công ty nào khác.
38,capleaf/viVoice,audio_502.33_504.67.wav,2.3893333333333335,0.2768778890604153,0.11588081294381221,Nhưng vẫn có sự sống trong điều kiện khắc nghiệt này.,vinai/PhoWhisper-small,nhưng vẫn có sự sống trong điều kiện khắc nghiệt này.
39,capleaf/viVoice,audio_137.8_142.78.wav,5.034666666666666,0.5240629389882088,0.10409089095369613,TV có không hình hiển thị sắc nét nhờ độ phân giải 4K và công nghệ bộ xử lý Crystal 4K.,vinai/PhoWhisper-small,ti vi có khung hình hiển thị sắc tét nhờ độ phân giải bốn ca và công nghệ bộ street crystal bốn ca.
40,capleaf/viVoice,audio_621.03_624.05.wav,2.986666666666667,0.3561351679963991,0.11924168571308005,"Còn hiện tại, tôi nghĩ rằng đó là 100% công việc.",vinai/PhoWhisper-small,còn hiện tại tôi nghĩ rằng đó là một trăm phần trăm công việc.
41,capleaf/viVoice,audio_61.49_63.83.wav,2.304,0.19985962007194757,0.08674462676733836,"Cho hết hành lá vào, khuấy đều lên.",vinai/PhoWhisper-small,cho hết hành lá vào khuấy đều lên.
42,capleaf/viVoice,audio_0.0_2.1.wav,2.474666666666667,0.26176105497870594,0.1057762883804038,"Ví dụ 2, tính trung bình của dãy số.",vinai/PhoWhisper-small,ví dụ hai tính trung bình của dãy số.
43,capleaf/viVoice,audio_500.02_502.34.wav,2.304,0.3408345440402627,0.14793165973969735,Justin bỗng chốc vụt sáng thành ngôi sao toàn cầu.,vinai/PhoWhisper-small,justin bỗng chốc vụt sáng thành ngôi sao toàn cầu.
44,capleaf/viVoice,audio_558.45_569.81.wav,11.349333333333334,0.9935389820020646,0.08754161613035108,"Đó là các anh chị hãy tạm đừng xem như đây là một cái khóa học theo kiểu bình thường, mà hãy xem như nó là một cái hành trình mà tôi sẽ cùng đồng hành với các anh chị trong khoảng 6 tháng tới.",vinai/PhoWhisper-small,đó là các anh chị hãy tạm đừng xem như đây là một cái khoa học theo kiểu bình thường mà hãy xem như nó là một cái hành trình mà tôi sẽ cùng đồng hành với các anh chị trong khoảng sáu tháng tới.
45,capleaf/viVoice,audio_907.27_910.45.wav,3.2426666666666666,0.4500255269231275,0.1387825432534316,Ông ta vì thế tìm cách thương lượng với triều đình Huế nhưng bất thẳng.,vinai/PhoWhisper-small,ông ta vì thế tìm cách thương lượng với triều đình huế nhưng bất thành.
46,capleaf/viVoice,audio_339.44_343.2.wav,4.096,0.36655245698057115,0.08949034594252225,Để mà nếu mà cấp cho mình thì rủi bên kia khiếu nại sao?,vinai/PhoWhisper-small,để mà nếu mà cấp cho mình thì rủi bên kia khiếu nại sao.
47,capleaf/viVoice,audio_73.98_75.08.wav,1.1946666666666668,0.15093975607305765,0.1263446618915103,Hãy cùng bắt đầu nhá!,vinai/PhoWhisper-small,hãy cùng bắt đầu nhé.
48,capleaf/viVoice,audio_943.5_944.3.wav,1.024,0.16534585203044116,0.1614705586234777,Giờ thổi lửa rồi.,vinai/PhoWhisper-small,giờ thổi lửa rồi.
49,capleaf/viVoice,audio_1659.35_1662.19.wav,2.986666666666667,0.31052512500900775,0.10397046596283742,Hãy để cho những cơn gió của lòng nhiệt thanh quét qua mình.,vinai/PhoWhisper-small,hãy để cho những cơn gió của lòng nhiệt thành quét qua mình.
50,capleaf/viVoice,audio_310.47_313.77.wav,3.4133333333333336,0.2843393520452082,0.0833025445444946,Anh ta cũng làm như vậy ở tầng 2 và lên đến nóc nhà.,vinai/PhoWhisper-small,anh ta cũng làm như vậy ở tầng hai và lên đến nóc nhà.
51,capleaf/viVoice,audio_866.05_867.83.wav,1.8773333333333333,0.17568008694797754,0.09357959176916418,Bước đầu tiên là chữ cái ai.,vinai/PhoWhisper-small,bước đầu tiên là chữ cái ai.
52,capleaf/viVoice,audio_561.9_565.24.wav,3.328,0.30777805706020445,0.09248138733780183,"Nếu anh không làm như thế này, thì em sẽ như thế này như thế kia.",vinai/PhoWhisper-small,nếu anh không làm như thế này thì em sẽ như thế này như thế kia.
53,capleaf/viVoice,audio_330.25_333.07.wav,2.304,0.24696969601791352,0.1071917083411083,Bởi một thông điệp sẽ trở nên vô nghĩa.,vinai/PhoWhisper-small,bởi một thông điệp sẽ trở nên chương nghĩa á.
54,capleaf/viVoice,audio_286.88_288.52.wav,1.792,0.1961384309688583,0.1094522494245861,"Hơi chát chát, hơi chua chua một chút.",vinai/PhoWhisper-small,hơi chắt chát hơi chua chua một chút.
55,capleaf/viVoice,audio_181.89_183.21.wav,1.3653333333333333,0.16668985201977193,0.1220872939597939,Casey đã rất nghiêm túc.,vinai/PhoWhisper-small,cây sỳ đã rất nghiêm túc.
56,capleaf/viVoice,audio_508.86_511.62.wav,2.7306666666666666,0.23557503300253302,0.08627015368745106,Sẽ nhìn thấy nó hơi như nâu vàng như vầy nè.,vinai/PhoWhisper-small,sẽ nhìn thấy nó hơi như lau vàng như vậy nè.
57,capleaf/viVoice,audio_324.44_330.2.wav,5.888,0.43362771009560674,0.07364601054612886,"Thầy không chỉ mang đến những bài học thú vị, đầy tính trải nghiệm, mà còn rất quan tâm đến học sinh.",vinai/PhoWhisper-small,thầy không chỉ mang đến những bài học thú vị đầy tính trải nghiệm mà còn rất quan tâm đến học sinh.
58,capleaf/viVoice,audio_156.06_158.86.wav,2.986666666666667,0.26791876601055264,0.08970494397674754,Còn không thì mèo sẽ không bao giờ cảm thấy buồn chán.,vinai/PhoWhisper-small,còn không thì mèo sẽ không bao giờ cảm thấy buồn chán.
59,capleaf/viVoice,audio_52.54_57.26.wav,4.949333333333334,0.5852094650035724,0.11824005893121747,"Vinh đã vào bên trong sư khấu rồi, khán giả và ekip đã có mặt đầy đủ để sẵn sàng cho buổi biểu diễn của các chị đẹp.",vinai/PhoWhisper-small,vinh đã vào bên trong sân khấu rồi khán giả và ekip đã có mặt đầy đủ để sẵn sàng cho bộ biu diễn của các chị đẹp.
60,capleaf/viVoice,audio_1731.38_1734.98.wav,3.6693333333333333,0.4511679660063237,0.12295638608457223,Điều này chỉ càm làm chắc chắn thêm những gì mà chúng ta đã nói với nhau từ trước.,vinai/PhoWhisper-small,điều này chỉ làm cảm lạnh chắc chắn thêm những gì mà chúng ta đã nói về nhau từ trước.
61,capleaf/viVoice,audio_437.83_448.23.wav,10.496,0.9128491070587188,0.08697114205971025,"Lý do vẫn còn đang được tranh luận, nhưng hầu hết các nhà khoa học tin rằng nó liên quan đến sự căng thẳng khi bắt đầu một tuần làm việc mới, hoặc những thay đổi trong chu kỳ ngủ thức của chúng ta.",vinai/PhoWhisper-small,lý do vẫn còn đang được tranh luận nhưng hầu hết các nhà khoa học tin rằng nó liên quan đến sự căng thẳng khi bắt đầu một tuần làm việc mới hoặc những thay đổi trong chu kỳ ngủ thức của chúng ta.
62,capleaf/viVoice,audio_257.65_263.83.wav,6.314666666666667,0.6676940199686214,0.10573701752036868,"Chắc chắn rồi, nếu bạn chuẩn bị du hành vào vũ trụ, một trong những điều đầu tiên mà bạn nghĩ đến sẽ là bộ đồ du hành vũ trụ của mình.",vinai/PhoWhisper-small,chắc chắn rồi nếu bạn chuẩn bị du hành và vũ trụ một trong những điều đầu tiên mà bạn nghĩ đến sẽ là bộ đồ du hành vũ trụ của mình.
63,capleaf/viVoice,audio_270.99_275.39.wav,4.522666666666667,0.5519910228904337,0.12204990187730697,"Chúng ta cãi lộn, chúng ta bực bội, chúng ta không hạnh phúc với nhau vì một khởi nguồn tử tế.",vinai/PhoWhisper-small,chúng ta cãi lộn chúng ta bực bội chúng ta không hạnh phúc với nhau vì một khởi nguồn tử tế.
64,capleaf/viVoice,audio_1829.52_1836.58.wav,7.253333333333333,0.6134957689791918,0.08458121814970475,Alfred Jarry 1873-1907 hợp những nhà văn đổi tiếng như.,vinai/PhoWhisper-small,alfred jerry một ngàn tám trăm bảy ba một ngàn chín trăm lẻ bảy và tập hợp những nhà văn đội tuyến dư.
65,capleaf/viVoice,audio_43.17_49.97.wav,6.826666666666667,0.8479802410583943,0.12421585562378822,"Đến hết tháng 11 năm 2023, tỷ lệ giải ngân vốn đầu tư công đạt trên 67% kế hoạch vốn giao.",vinai/PhoWhisper-small,đến hết tháng mười một năm hai ngàn không trăm hai ba tỷ lệ giải ngân vốn đầu tư công đạt trên sáu mươi bảy phần trăm kế hoạch vốn dao.
66,capleaf/viVoice,audio_251.75_254.47.wav,2.816,0.34997507894877344,0.12428092292214966,Mày tính chơi với tao đúng không? Ngon thì đánh thử coi.,vinai/PhoWhisper-small,mày tính chơi với tao đúng không ngon thì đánh thử coi.
67,capleaf/viVoice,audio_257.86_258.22.wav,0.512,0.07317469001282007,0.1429193164312892,Chết rồi.,vinai/PhoWhisper-small,thế rồi.
68,capleaf/viVoice,audio_922.54_923.5.wav,1.1093333333333333,0.16505984705872834,0.14879192943995945,Mọi thứ đều kinh khủng mà.,vinai/PhoWhisper-small,mọi thứ đều kinh khủng mà.
69,capleaf/viVoice,audio_632.58_638.98.wav,6.485333333333333,0.5540036850143224,0.08542408794423145,"Đó là để đối mặt với thế giới lạnh lùng, tàn khốc này, chứ không phải là để phàn nàn về cái thời đại khoan dung vĩ đại đó.",vinai/PhoWhisper-small,đó là để đối mặt với thế giới lạnh lùng tàn khốc này chứ không phải là để phàn nàn về cái thời đại khoan dung vĩ đại đó.
70,capleaf/viVoice,audio_1009.6_1012.34.wav,2.7306666666666666,0.26998757396358997,0.09887240257455687,Sau đó tôi lại mồi trài mọi người đánh bót để hít ké.,vinai/PhoWhisper-small,sau đó tôi lại mổ chài mọi người đánh bót để hít kế.
71,capleaf/viVoice,audio_53.1_61.96.wav,9.216,0.9676687080645934,0.10499877474659217,"Gia nhập đường đua kinh dị bằng một kịch bản truyền thể từ bộ truyện tranh Taste of Horror được đăng tải trên nền tảng Naver Webtoon, lấy cảm hứng từ truyền thuyết đô thị của sứ Hàn.",vinai/PhoWhisper-small,gia nhập đua kình dị bằng kịch bản chuyền thể từ bộ truyện tranh tết tờp phoóc rơ được đăng tải trên nền tảng navashtun lấy cảm hứng từ truyền thuyết đô thị của xứ hàn.
72,capleaf/viVoice,audio_689.97_692.03.wav,2.304,0.21584630303550512,0.0936832912480491,Tiếp đến là mỗi người sẽ được 1 bát súp miso.,vinai/PhoWhisper-small,tiếp đến là mỗi người sẽ được một bát súp mi so.
73,capleaf/viVoice,audio_263.63_269.03.wav,5.290666666666667,0.4829628090374172,0.09128581320011665,Đây là những vận động viên luyện tập và thi đấu chuyên nghiệp để chinh chiến các giải chạy lớn khắp thế giới.,vinai/PhoWhisper-small,đây là những vận động viên luyện và thi đấu chuyên nghiệp để chinh chiến các giải chạy lớn khắp thế giới.
74,capleaf/viVoice,audio_531.28_532.58.wav,1.6213333333333333,0.19333303207531571,0.11924323524382137,Em biết là tầm quan trọng của nó rồi.,vinai/PhoWhisper-small,em biết là tầm quan trọng của nó rồi.
75,capleaf/viVoice,audio_901.41_905.73.wav,4.352,0.3809092449955642,0.08752510225081898,Về cơ bản là cách tiếp cận theo cảm xúc đối với quá trình ra quyết định.,vinai/PhoWhisper-small,về cơ bản là cách tiếp cận theo cảm xúc đối với quá trình giải quyết định.
76,capleaf/viVoice,audio_952.46_966.12.wav,13.738666666666667,1.1239884829847142,0.08181204990669018,"Để không khí ngày Tết trọn vẹn và đủ đầy, các gia đình người Mường thường gói rất nhiều các loại bánh truyền thống như bánh ống, bánh ốc, bánh uây, bánh nẳng, bánh dày và bánh trưng ống là loại bánh không thể thiếu.",vinai/PhoWhisper-small,để không khí ngày tết trọn vẹn và đủ đầy các gia đình người mường thường gói rất nhiều các loại bánh truyền thống như bánh ống bánh ốc bánh uôi bánh nắng bánh dày và bánh trưng ống là loại bánh không thể thiếu.
77,capleaf/viVoice,audio_272.98_276.54.wav,3.584,0.36410402809269726,0.10159152569550704,Người Mỹ đổ lỗi cho người Tây Ban Nha và bắt đầu một cuộc chiến tranh.,vinai/PhoWhisper-small,người mỹ đổ lỗi cho người tây ban nha và bắt đầu một cuộc chiến tranh.
78,capleaf/viVoice,audio_975.64_978.12.wav,2.474666666666667,0.31494259799364954,0.12726667483579587,Hoặc là tùy theo nhà mình ăn ít thì cho ít.,vinai/PhoWhisper-small,hoặc là tùy theo nhà mình ăn ít thì cho ít.
79,capleaf/viVoice,audio_20.16_25.34.wav,5.376,0.44372183294035494,0.08253754332967911,"Video này rất ngắn, nên bạn hãy xem đến hết để không bỏ qua bất kỳ thông tin nào các bạn nhé.",vinai/PhoWhisper-small,video này rất ngắn nên bạn hãy xem đến hết để không bỏ qua bất kỳ thông tin nào các bạn nhé.
80,capleaf/viVoice,audio_223.7_231.86.wav,8.192,0.691383196040988,0.08439736279797216,Sau khi cho tất cả các nguyên liệu vào hết thì bây giờ mình sẽ quậy lên cho nó tan gia vị và cuối cùng là mình cho cái phần ngò rí vào và mình sẽ nấu.,vinai/PhoWhisper-small,sau khi cho tất cả các nguyên liệu vào hết thì bây giờ mình sẽ quậy lên cho nó tan gia vị và cuối cùng là mình cho cái phần ngồi rí vào và mình sẽ nấu.
81,capleaf/viVoice,audio_2268.15_2269.73.wav,1.28,0.21641306800302118,0.1690727093773603,Giả tăng tính minh bạch.,vinai/PhoWhisper-small,và tầng tính minh bạch.
82,capleaf/viVoice,audio_709.74_713.12.wav,3.498666666666667,0.23711039999034256,0.06777164633870308,Nhưng chúng sẽ không xảy ra nếu như chúng ta không cho phép.,vinai/PhoWhisper-small,nhưng chúng sẽ không xảy ra nếu như chúng ta không cho phép.
83,capleaf/viVoice,audio_779.9_782.84.wav,2.7306666666666666,0.34961270296480507,0.1280319957146503,Cậu ta đang bị treo lên và toàn bộ phần thân dưới đã biến mất.,vinai/PhoWhisper-small,cậu ta đang bị treo lên và toàn bộ phần thân dưới đã biến mất.
84,capleaf/viVoice,audio_486.16_491.42.wav,5.461333333333333,0.5403066170401871,0.0989330963818702,Và ngoài ra thì máy cũng sẽ được trang bị bảo mật khá là kỹ càng như là bảo mật vào ngân tay như mình đã nói ở trên nè.,vinai/PhoWhisper-small,và ngoài ra thì máy cũng sẽ được trang bị bảo mật khá là kỹ càng như là bảo mật vào vòng tay như mình đã nói ở trên nè.
85,capleaf/viVoice,audio_681.06_683.92.wav,2.56,0.2429663100047037,0.09490871484558738,Thì chúng ta sẽ chẳng bao giờ tìm thấy được.,vinai/PhoWhisper-small,thì chúng ta sẽ chẳng bao giờ tìm thấy được.
86,capleaf/viVoice,audio_847.25_852.09.wav,4.864,0.5119929669890553,0.10526171196321038,"Kẻ mà suốt thời gian qua Huo Huo lo lắng chạy ngược chạy xuôi tìm kiếm, lại luôn ở gần ngay trước mắt.",vinai/PhoWhisper-small,kẻ mà suốt thời gian qua huơ huơ lo lắng chạy ngược chạy xuôi tìm kiếm lại luôn ở gần ngay trước mắt.
87,capleaf/viVoice,audio_409.76_420.8.wav,11.093333333333334,1.2223605109611526,0.11018874798327698,"Trong những năm qua, tỉnh Hòa Bình đã tập trung nguồn lực ưu tiên phát triển đồng bộ hạ tầng giao thông, đặc biệt là giao thông kết nối vùng và các dự án giao thông trọng điểm, tạo đột phá phát triển kinh tế xã hội của tỉnh.",vinai/PhoWhisper-small,trong những năm qua tỉnh hòa bình đã tập trung nguồn lực ưu tiên phát triển đồng bộ hạ tầng giao thông đặc biệt là giao thông kết nối vùng và các dự án giao thông trọng điểm tạo đột phá phát triển kinh tế xã hội của tỉnh.
88,capleaf/viVoice,audio_197.25_201.11.wav,4.010666666666666,0.3922220109961927,0.09779471683748156,"Thế là xong, chúng ta đã làm được 1 chiếc kính lúp tự chế từ nước và bóng đèn.",vinai/PhoWhisper-small,thế là xong chúng ta đã làm được một chiếc kính lúp tự chế từ nước và bóng đèn.
89,capleaf/viVoice,audio_44.87_48.59.wav,3.7546666666666666,0.3951575680403039,0.10524438069255253,Thê La đóng vai trò tạo đi búp lên người đối phương do búp có lợi của kẻ thù.,vinai/PhoWhisper-small,thế là đóng vai trò tạo đi búp lên người đối phương do búp có lợi của kẻ thù.
90,capleaf/viVoice,audio_1206.17_1207.11.wav,0.9386666666666666,0.10466115502640605,0.11149981004233599,Anh hắng giọng.,vinai/PhoWhisper-small,anh hắn giọng.
